,primary_city,latitude,longitude
843,Baraboo,43.46,-89.74
844,Baraga,46.77,-88.49
845,Barataria,29.71,-90.12
846,Barbeau,46.28,-84.28
847,Barberton,41.01,-81.6
848,Barberville,29.18,-81.42
849,Barboursville,38.4,-82.29
850,Barbourville,36.86,-83.88
851,Barceloneta,18.45,-66.53
852,Barclay,39.14,-75.86
853,Barco,36.39,-75.97
854,Bard,35.12,-103.3
855,Bardolph,40.49,-90.56
856,Bardstown,37.81,-85.46
857,Bardwell,36.87,-89.01
858,Bargersville,39.51,-86.16
859,Barhamsville,37.45,-76.84
860,Bar Harbor,44.38,-68.21
861,Baring,47.73,-121.49
862,Barium Springs,35.72,-80.9
863,Barker,43.32,-78.55
864,Barkhamsted,41.93,-72.97
865,Bark River,45.72,-87.3
866,Barksdale,29.7,-100.03
867,Barksdale Afb,32.51,-93.6
868,Barling,35.32,-94.3
869,Barlow,39.39,-81.64
870,Bar Mills,43.61,-70.54
871,Barnard,45.73,-98.49
872,Barnardsville,35.77,-82.45
873,Barnegat,39.75,-74.22
874,Barnegat Light,39.75,-74.11
875,Barnes,39.71,-96.87
876,Barnes City,41.5,-92.46
877,Barneston,40.04,-96.57
878,Barnesville,46.64,-96.41
879,Barnet,44.3,-72.05
880,Barnett,38.37,-92.67
881,Barneveld,43.27,-75.18
882,Barney,46.26,-96.99
883,Barnhart,38.33,-90.4
884,Barnhill,38.27,-88.38
885,Barnsdall,36.56,-96.16
886,Barnstable,41.7,-70.3
887,Barnstead,43.33,-71.29
888,Barnum,46.5,-92.68
889,Barnwell,33.24,-81.36
890,Baroda,41.95,-86.48
891,Barrackville,39.5,-80.17
892,Barranquitas,18.18,-66.3
893,Barre,44.2,-72.5
894,Barren Springs,36.91,-80.8
895,Barrett,45.91,-95.89
896,Barrigada,13.46,144.79
897,Barrington,43.22,-71.04
898,Barron,45.4,-91.84
899,Barronett,45.63,-92.04
900,Barrow,71.28,-156.78
901,Barry,45.55,-96.55
902,Barryton,43.74,-85.14
903,Barrytown,41.99,-73.92
904,Barryville,41.47,-74.91
905,Barstow,41.51,-90.35
906,Bart,39.92,-76.07
907,Bartelso,38.53,-89.46
908,Bartlesville,36.73,-95.94
909,Bartlett,44.08,-71.27
910,Bartley,40.25,-100.3
911,Barto,40.38,-75.57
912,Barton,44.74,-72.17
913,Barton City,44.68,-83.6
914,Bartonsville,41.0,-75.29
915,Bartow,38.58,-79.71
916,Barwick,30.89,-83.73
917,Basalt,43.31,-112.16
918,Basco,40.32,-91.19
919,Bascom,41.13,-83.28
920,Basehor,39.12,-94.92
921,Basile,30.48,-92.6
922,Basin,46.32,-112.41
923,Baskerville,36.68,-78.27
924,Baskett,37.78,-87.5
925,Baskin,32.25,-91.74
926,Basking Ridge,40.67,-74.56
927,Basom,43.08,-78.39
928,Bassett,42.58,-99.53
929,Bassfield,31.49,-89.74
930,Bass Harbor,44.15,-68.43
931,Bass Lake,37.38,-119.51
932,Bastian,37.15,-81.15
933,Bastrop,32.77,-91.9
934,Basye,38.8,-78.78
935,Batavia,42.99,-78.18
936,Bat Cave,35.45,-82.28
937,Batchelor,30.84,-91.66
938,Batchtown,39.03,-90.65
939,Bates,44.7,-118.79
940,Batesburg,33.9,-81.54
941,Bates City,39.0,-94.07
942,Batesland,43.12,-102.1
943,Batesville,39.29,-85.21
944,Bath,45.46,-98.32
945,Bathgate,48.88,-97.47
946,Bath Springs,35.44,-88.1
947,Baton Rouge,30.45,-91.18
948,Batson,30.24,-94.6
949,Battery Park,36.96,-76.6
950,Battiest,34.4,-94.93
951,Battleboro,36.04,-77.75
952,Battle Creek,42.32,-85.26
953,Battle Ground,45.8,-122.48
954,Battle Lake,46.28,-95.71
955,Battlement Mesa,39.44,-108.02
956,Battle Mountain,40.47,-117.03
957,Battletown,38.06,-86.3
958,Baudette,48.71,-94.58
959,Bausman,40.0,-76.32
960,Bauxite,34.55,-92.52
961,Baxley,31.76,-82.35
962,Baxter,46.34,-94.28
963,Baxter Springs,37.02,-94.73
964,Bay,35.74,-90.55
965,Bayamon,18.41,-66.15
966,Bayard,41.85,-94.55
967,Bayboro,35.14,-76.76
968,Bay Center,46.63,-123.95
969,Bay City,45.58,-123.81
970,Bayfield,46.81,-90.82
971,Baylis,39.72,-90.9
972,Bay Minette,30.88,-87.77
973,Bayonne,40.66,-74.11
974,Bayou La Batre,30.4,-88.25
975,Bay Pines,27.81,-82.77
976,Bayport,45.01,-92.78
977,Bay Port,43.84,-83.37
978,Bays,37.64,-83.24
979,Bay Saint Louis,30.32,-89.51
980,Bay Shore,45.34,-85.15
981,Bayside,40.81,-124.01
982,Bay Springs,31.98,-89.28
983,Baytown,29.76,-94.87
984,Bayview,47.97,-116.56
985,Bay Village,41.48,-81.92
986,Bayville,40.9,-73.56
987,Bazine,38.44,-99.69
988,Beach,46.91,-104.0
989,Beach City,40.65,-81.58
990,Beach Haven,41.06,-76.17
991,Beach Lake,41.6,-75.15
992,Beachwood,41.47,-81.5
993,Beacon,41.5,-73.96
994,Beacon Falls,41.44,-73.04
995,Beale Afb,39.12,-121.39
996,Bealeton,38.57,-77.76
997,Beallsville,40.05,-80.03
998,Beals,44.48,-67.58
999,Beaman,42.22,-92.82
1000,Bean Station,36.34,-83.28
1001,Bear,39.58,-75.68
1002,Bear Branch,37.16,-83.54
1003,Bearcreek,45.13,-109.15
1004,Bear Creek,44.53,-88.72
1005,Bearden,33.72,-92.61
1006,Beardsley,45.55,-96.71
1007,Beardstown,40.0,-90.41
1008,Bear Lake,44.42,-86.14
1009,Bear Mountain,41.3,-73.99
1010,Bear River City,41.61,-112.12
1011,Bearsville,42.01,-74.17
1012,Beasley,29.49,-95.91
1013,Beason,40.15,-89.2
1014,Beatrice,40.26,-96.74
1015,Beattie,39.86,-96.41
1016,Beatty,42.49,-121.27
1017,Beattyville,37.58,-83.7
1018,Beaufort,38.41,-91.19
1019,Beaumont,37.76,-78.02
1020,Beauty,37.83,-82.43
1021,Beaver,66.32,-146.77
1022,Beaver Bay,47.25,-91.29
1023,Beaver City,40.13,-99.82
1024,Beavercreek,45.25,-122.46
1025,Beaver Creek,43.61,-96.36
1026,Beaver Crossing,40.77,-97.28
1027,Beaverdale,40.32,-78.69
1028,Beaverdam,40.83,-83.97
1029,Beaver Dam,43.46,-88.83
1030,Beaver Dams,42.29,-76.96
1031,Beaver Falls,43.87,-75.44
1032,Beaver Island,45.65,-85.55
1033,Beaver Meadows,40.92,-75.91
1034,Beaver Springs,40.74,-77.22
1035,Beaverton,45.52,-122.85
1036,Beavertown,40.75,-77.16
1037,Beaverville,40.95,-87.65
1038,Beccaria,40.76,-78.5
1039,Bechtelsville,40.37,-75.63
1040,Beckemeyer,38.6,-89.43
1041,Becker,45.37,-93.87
1042,Becket,42.33,-73.07
1043,Beckley,37.79,-81.18
1044,Beckville,32.24,-94.45
1045,Beckwourth,39.82,-120.37
1046,Bedford,42.95,-71.5
1047,Bedford Hills,41.22,-73.69
1048,Bedford Park,41.76,-87.79
1049,Bedias,30.74,-95.92
1050,Bedminster,40.65,-74.67
1051,Bedrock,38.32,-108.88
1052,Bee,41.0,-97.05
1053,Beebe,35.07,-91.89
1054,Beebe Plain,45.0,-72.14
1055,Bee Branch,35.42,-92.41
1056,Beech Bluff,35.6,-88.63
1057,Beech Bottom,40.22,-80.65
1058,Beech Creek,41.07,-77.58
1059,Beecher,41.34,-87.61
1060,Beecher City,39.18,-88.78
1061,Beecher Falls,45.0,-71.51
1062,Beechgrove,35.64,-86.2
1063,Beech Grove,39.71,-86.08
1064,Beech Island,33.48,-81.89
1065,Beechmont,37.17,-87.05
1066,Beedeville,35.42,-91.1
1067,Beeler,38.43,-100.2
1068,Beemer,41.93,-96.8
1069,Beersheba Springs,35.45,-85.67
1070,Beeson,37.49,-81.18
1071,Bee Spring,37.28,-86.28
1072,Beetown,42.79,-90.88
1073,Beeville,28.4,-97.74
1074,Beggs,35.78,-96.02
1075,Beirne,33.85,-93.19
1076,Bejou,47.44,-95.97
1077,Bel Air,39.53,-76.34
1078,Bel Alton,38.46,-76.98
1079,Belcamp,39.46,-76.23
1080,Belcher,37.34,-82.37
1081,Belchertown,42.27,-72.4
1082,Belcourt,48.84,-99.74
1083,Belden,42.41,-97.2
1084,Beldenville,44.77,-92.43
1085,Belding,43.09,-85.23
1086,Belen,34.65,-106.77
1087,Belews Creek,36.25,-80.06
1088,Belfair,47.43,-122.92
1089,Belfast,44.42,-69.02
1090,Belfield,46.88,-103.19
1091,Belford,40.41,-74.08
1092,Belfry,45.1,-109.01
1093,Belgium,43.5,-87.85
1094,Belgrade,45.81,-111.15
1095,Belgrade Lakes,44.51,-69.84
1096,Belhaven,35.54,-76.62
1097,Belington,39.02,-79.93
1098,Belk,33.64,-87.92
1099,Belknap,37.32,-88.94
1100,Bell,33.96,-118.15
1101,Bellaire,44.97,-85.2
1102,Bellamy,32.42,-88.12
1103,Bellarthur,35.57,-77.49
1104,Bella Vista,40.7,-122.09
1105,Bellbrook,39.64,-84.08
1106,Bell Buckle,35.59,-86.35
1107,Bell City,37.02,-89.81
1108,Belle,38.28,-91.72
1109,Belleair Beach,27.91,-82.84
1110,Belle Center,40.5,-83.74
1111,Belle Chasse,29.85,-89.99
1112,Bellefontaine,40.36,-83.75
1113,Bellefonte,40.91,-77.76
1114,Belle Fourche,44.66,-103.85
1115,Belle Glade,26.68,-80.67
1116,Belle Haven,37.55,-75.81
1117,Belle Mead,40.46,-74.64
1118,Belle Mina,34.65,-86.82
1119,Bellemont,35.23,-111.78
1120,Belle Plaine,44.62,-93.76
1121,Belle Rive,38.23,-88.73
1122,Bellerose,40.72,-73.71
1123,Belle Rose,30.03,-91.04
1124,Belle Valley,39.78,-81.55
1125,Belle Vernon,40.12,-79.86
1126,Belleview,37.68,-90.75
1127,Belleville,43.78,-76.11
1128,Bellevue,47.62,-122.16
1129,Bellflower,40.34,-88.52
1130,Bell Gardens,33.97,-118.15
1131,Bellingham,48.8,-122.4
1132,Bellmawr,39.86,-75.09
1133,Bellmont,38.38,-87.9
1134,Bellmore,40.65,-73.52
1135,Bellona,42.75,-77.01
1136,Bellows Falls,43.13,-72.45
1137,Bellport,40.75,-72.94
1138,Bells,35.71,-89.08
1139,Bellvale,41.25,-74.34
1140,Bellville,40.62,-82.51
1141,Bellvue,40.63,-105.17
1142,Bellwood,41.88,-87.87
1143,Belmar,40.17,-74.02
1144,Belmond,42.84,-93.6
1145,Belmont,47.08,-117.16
1146,Belmore,41.15,-83.94
1147,Beloit,42.52,-89.02
1148,Belpre,39.27,-81.58
1149,Belsano,40.55,-78.86
1150,Belspring,37.19,-80.61
1151,Belt,47.26,-110.87
1152,Belton,38.81,-94.53
1153,Beltrami,47.54,-96.52
1154,Beltsville,39.03,-76.92
1155,Belva,38.26,-81.13
1156,Belvedere Tiburon,37.89,-122.47
1157,Belvidere,43.83,-101.27
1158,Belvidere Center,44.75,-72.68
1159,Belview,44.6,-95.32
1160,Belvue,39.21,-96.17
1161,Belzoni,33.17,-90.48
1162,Bement,39.92,-88.57
1163,Bemidji,47.48,-94.87
1164,Bemus Point,42.16,-79.39
1165,Bena,47.34,-94.2
1166,Benavides,27.59,-98.4
1167,Ben Bolt,27.63,-98.08
1168,Bend,44.07,-121.3
1169,Bendena,39.7,-95.17
1170,Bendersville,39.98,-77.24
1171,Benedict,47.83,-101.08
1172,Benedicta,45.8,-68.41
1173,Benet Lake,42.54,-88.02
1174,Benezett,41.31,-78.33
1175,Ben Franklin,33.47,-95.77
1176,Benge,46.88,-118.15
1177,Benham,36.96,-82.95
1178,Ben Hur,36.73,-83.08
1179,Benicia,38.11,-122.13
1180,Benjamin,33.58,-99.79
1181,Benkelman,40.05,-101.53
1182,Benld,39.09,-89.8
1183,Ben Lomond,37.1,-122.08
1184,Bennet,40.68,-96.5
1185,Bennett,41.73,-90.97
1186,Bennettsville,34.63,-79.68
1187,Bennington,43.0,-71.93
1188,Benoit,46.5,-91.07
1189,Bensalem,40.1,-74.93
1190,Bensenville,41.95,-87.94
1191,Benson,45.31,-95.6
1192,Bent,33.15,-105.88
1193,Bentley,43.94,-84.13
1194,Bentleyville,40.11,-80.0
1195,Bent Mountain,37.15,-80.11
1196,Benton,42.57,-90.38
1197,Benton City,46.24,-119.49
1198,Benton Harbor,42.11,-86.44
1199,Bentonia,32.64,-90.37
1200,Benton Ridge,41.0,-83.79
1201,Bentonville,39.75,-85.24
1202,Ben Wheeler,32.41,-95.66
1203,Benwood,40.01,-80.73
1204,Benzonia,44.61,-86.09
1205,Berclair,28.5,-97.53
1206,Berea,41.36,-81.86
1207,Beresford,43.07,-96.78
1208,Bergen,43.08,-77.94
1209,Bergenfield,40.92,-73.99
1210,Berger,38.67,-91.33
1211,Bergheim,29.81,-98.58
1212,Bergholz,40.52,-80.88
1213,Bergland,46.6,-89.57
1214,Bergman,36.31,-93.01
1215,Bergoo,38.48,-80.24
1216,Bergton,38.79,-78.96
1217,Berino,32.08,-106.56
1218,Berkeley,41.88,-87.91
1219,Berkeley Heights,40.67,-74.42
1220,Berkeley Springs,39.55,-78.21
1221,Berkey,41.71,-83.83
1222,Berkley,42.49,-83.18
1223,Berkshire,42.51,-73.19
1224,Berlin,46.37,-98.48
1225,Berlin Center,41.02,-80.93
1226,Berlin Heights,41.32,-82.49
1227,Bern,42.36,-111.37
1228,Bernalillo,35.31,-106.55
1229,Bernard,44.24,-68.35
1230,Bernardston,42.66,-72.55
1231,Bernardsville,40.73,-74.59
1232,Berne,42.62,-74.13
1233,Bernhards Bay,43.29,-75.93
1234,Bernice,32.82,-92.65
1235,Bernie,36.67,-89.97
1236,Bernville,40.43,-76.11
1237,Berrien Center,41.94,-86.26
1238,Berrien Springs,41.94,-86.34
1239,Berry,38.52,-84.38
1240,Berry Creek,39.66,-121.38
1241,Berrysburg,40.6,-76.8
1242,Berryton,38.92,-95.58
1243,Berryville,39.14,-77.98
1244,Bertha,46.26,-95.06
1245,Berthold,48.31,-101.73
1246,Berthoud,40.3,-105.08
1247,Bertram,30.74,-98.05
1248,Bertrand,40.52,-99.63
1249,Berwick,43.26,-70.86
1250,Berwind,37.26,-81.66
1251,Berwyn,41.84,-87.79
1252,Beryl,37.87,-113.66
1253,Bessemer,46.47,-90.04
1254,Bessemer City,35.28,-81.28
1255,Bessie,35.38,-98.98
1256,Bethalto,38.9,-90.04
1257,Bethania,36.14,-80.3
1258,Bethany,41.42,-72.99
1259,Bethany Beach,38.53,-75.06
1260,Bethel,60.93,-161.8
1261,Bethel Island,38.07,-121.62
1262,Bethel Park,40.32,-80.03
1263,Bethelridge,37.23,-84.76
1264,Bethel Springs,35.23,-88.6
1265,Bethera,33.2,-79.78
1266,Bethesda,40.01,-81.07
1267,Bethlehem,44.28,-71.68
1268,Bethpage,40.74,-73.48
1269,Bethune,39.3,-102.42
1270,Betsy Layne,37.55,-82.63
1271,Bettendorf,41.56,-90.47
1272,Betterton,39.36,-76.07
1273,Bettles Field,67.24,-152.27
1274,Bettsville,41.24,-83.23
1275,Beulah,47.26,-101.77
1276,Beulaville,34.92,-77.77
1277,Beverly,46.87,-119.81
1278,Beverly Hills,34.09,-118.41
1279,Beverly Shores,41.68,-86.97
1280,Bevier,39.74,-92.56
1281,Bevington,41.35,-93.79
1282,Bevinsville,37.33,-82.71
1283,Bexar,36.3,-91.97
1284,Beyer,40.79,-79.19
1285,Bible School Park,42.1,-75.97
1286,Bickleton,45.92,-120.19
1287,Bickmore,38.37,-81.1
1288,Bicknell,38.77,-87.3
1289,Biddeford,43.46,-70.44
1290,Biddeford Pool,43.44,-70.34
1291,Biddle,45.12,-105.41
1292,Bidwell,38.94,-82.25
1293,Bieber,41.06,-121.11
1294,Bienville,32.36,-92.97
1295,Big Arm,47.74,-114.32
1296,Big Bar,40.81,-123.25
1297,Big Bay,46.81,-87.72
1298,Big Bear City,34.26,-116.84
1299,Big Bear Lake,34.23,-116.86
1300,Big Bend,42.88,-88.2
1301,Big Bend National Park,29.28,-103.18
1302,Big Cabin,36.53,-95.22
1303,Big Clifty,37.55,-86.15
1304,Big Cove Tannery,39.84,-78.05
1305,Big Creek,38.0,-81.99
1306,Bigelow,43.5,-95.68
1307,Big Falls,48.18,-93.8
1308,Big Flat,36.0,-92.4
1309,Big Flats,42.13,-76.93
1310,Bigfoot,29.05,-98.85
1311,Bigfork,47.88,-113.87
1312,Biggers,36.33,-90.8
1313,Biggs,39.42,-121.67
1314,Biggsville,40.85,-90.86
1315,Bighill,37.57,-84.23
1316,Bighorn,46.01,-107.31
1317,Big Horn,44.72,-107.01
1318,Big Indian,42.07,-74.44
1319,Big Island,37.53,-79.36
1320,Big Lake,61.46,-150.09
1321,Big Laurel,36.97,-83.21
1322,Bigler,40.98,-78.32
1323,Biglerville,39.93,-77.24
1324,Big Oak Flat,37.82,-120.25
1325,Big Pine,37.18,-118.18
1326,Big Pine Key,24.67,-81.35
1327,Big Piney,42.54,-110.11
1328,Big Pool,39.66,-78.0
1329,Big Prairie,40.6,-82.06
1330,Big Rapids,43.7,-85.48
1331,Big Rock,41.76,-88.54
1332,Big Run,40.96,-78.87
1333,Big Sandy,48.0,-110.08
1334,Big Sky,45.26,-111.32
1335,Big Spring,32.24,-101.47
1336,Big Springs,41.06,-102.07
1337,Big Stone City,45.29,-96.46
1338,Big Stone Gap,36.86,-82.77
1339,Big Sur,36.08,-121.6
1340,Big Timber,45.96,-109.85
1341,Big Wells,28.56,-99.57
1342,Billerica,42.55,-71.26
1343,Billings,45.87,-108.47
1344,Billingsley,32.66,-86.7
1345,Biloxi,30.39,-88.88
1346,Bim,37.87,-81.69
1347,Bimble,36.87,-83.82
1348,Binford,47.55,-98.34
1349,Bingen,45.77,-121.66
1350,Binger,35.3,-98.34
1351,Bingham,45.05,-69.87
1352,Bingham Canyon,40.59,-112.1
1353,Bingham Lake,43.9,-95.04
1354,Binghamton,42.1,-75.91
1355,Biola,36.8,-120.01
1356,Bippus,40.94,-85.61
1357,Birchdale,48.62,-94.1
1358,Birch Harbor,44.38,-68.04
1359,Birchleaf,37.15,-82.23
1360,Birch River,38.49,-80.75
1361,Birch Run,43.25,-83.79
1362,Birchrunville,40.13,-75.63
1363,Birch Tree,36.99,-91.49
1364,Birchwood,45.65,-91.55
1365,Bird City,39.74,-101.53
1366,Bird In Hand,40.05,-76.18
1367,Bird Island,44.76,-94.89
1368,Birdsboro,40.26,-75.81
1369,Birdseye,38.31,-86.69
1370,Birds Landing,38.12,-121.81
1371,Birdsnest,37.43,-75.88
1372,Birmingham,42.54,-83.21
1373,Birnamwood,44.93,-89.2
1374,Birney,45.27,-106.6
1375,Bisbee,48.62,-99.37
1376,Biscoe,35.36,-79.78
1377,Bishop,37.5,-118.31
1378,Bishop Hill,41.19,-90.11
1379,Bishopville,38.44,-75.19
1380,Bismarck,46.91,-100.75
1381,Bison,45.52,-102.46
1382,Bitely,43.74,-85.86
1383,Bittinger,39.58,-79.2
1384,Bivalve,38.3,-75.88
1385,Bivins,32.95,-94.14
1386,Biwabik,47.53,-92.35
1387,Bixby,37.66,-91.08
1388,Blachly,44.17,-123.57
1389,Black,37.53,-90.93
1390,Blackburn,39.1,-93.48
1391,Black Canyon City,34.13,-112.13
1392,Black Creek,44.47,-88.45
1393,Black Diamond,47.32,-121.99
1394,Blackduck,47.72,-94.54
1395,Black Eagle,47.54,-111.26
1396,Black Earth,43.13,-89.74
1397,Blackey,37.14,-82.97
1398,Blackfoot,43.27,-112.56
1399,Blackford,37.44,-87.93
1400,Black Hawk,44.16,-103.25
1401,Blacklick,40.02,-82.8
1402,Black Lick,40.46,-79.18
1403,Black Mountain,35.61,-82.33
1404,Black Oak,35.83,-90.36
1405,Black River,44.81,-83.31
1406,Black River Falls,44.29,-90.84
1407,Black Rock,36.1,-91.1
1408,Blacksburg,37.23,-80.42
1409,Blackshear,31.29,-82.24
1410,Blackstock,34.55,-81.15
1411,Blackstone,42.01,-71.5
1412,Blacksville,39.71,-80.21
1413,Blackville,33.36,-81.28
1414,Blackwater,38.97,-92.99
1415,Blackwell,38.04,-90.62
1416,Blackwood,39.79,-75.06
1417,Bladen,40.32,-98.59
1418,Bladenboro,34.53,-78.79
1419,Bladensburg,40.27,-82.23
1420,Blain,40.33,-77.51
1421,Blaine,48.99,-122.74
1422,Blair,44.29,-91.22
1423,Blairs,36.68,-79.38
1424,Blairsburg,42.47,-93.64
1425,Blairsden-graeagle,39.78,-120.65
1426,Blairs Mills,40.25,-77.77
1427,Blairstown,41.9,-92.08
1428,Blairsville,40.43,-79.26
1429,Blakely,31.33,-84.94
1430,Blakely Island,48.56,-122.8
1431,Blakesburg,40.96,-92.63
1432,Blakeslee,41.52,-84.73
1433,Blanca,37.43,-105.51
1434,Blanch,36.51,-79.28
1435,Blanchard,48.04,-116.96
1436,Blanchardville,42.8,-89.86
1437,Blanchester,39.28,-83.97
1438,Blanco,36.61,-107.73
1439,Bland,38.3,-91.63
1440,Blandburg,40.69,-78.44
1441,Blandford,42.18,-72.93
1442,Blanding,37.55,-109.48
1443,Blandinsville,40.55,-90.86
1444,Blandon,40.44,-75.87
1445,Blanford,39.65,-87.46
1446,Blanket,31.82,-98.78
1447,Blauvelt,41.06,-73.95
1448,Blawenburg,40.4,-74.7
1449,Bledsoe,36.92,-83.36
1450,Bleiblerville,30.02,-96.44
1451,Blencoe,41.92,-96.08
1452,Blenheim,34.51,-79.65
1453,Blenker,44.61,-89.91
1454,Blessing,28.83,-96.23
1455,Blevins,33.87,-93.57
1456,Bliss,43.01,-114.94
1457,Blissfield,41.83,-83.86
1458,Blocker,35.07,-95.57
1459,Block Island,41.16,-71.58
1460,Blocksburg,40.31,-123.65
1461,Blockton,40.61,-94.47
1462,Blodgett,44.62,-123.6
1463,Blodgett Mills,42.56,-76.12
1464,Blomkest,44.94,-95.02
1465,Bloomburg,33.13,-94.05
1466,Bloomdale,41.17,-83.55
1467,Bloomer,45.1,-91.49
1468,Bloomery,39.38,-78.37
1469,Bloomfield,47.44,-104.84
1470,Bloomfield Hills,42.57,-83.24
1471,Bloomingburg,41.55,-74.44
1472,Bloomingdale,44.42,-74.1
1473,Blooming Glen,40.38,-75.28
1474,Blooming Grove,41.35,-74.19
1475,Blooming Prairie,43.86,-93.05
1476,Bloomingrose,38.15,-81.62
1477,Bloomington,42.89,-90.92
1478,Bloomington Springs,36.22,-85.66
1479,Bloomsburg,41.0,-76.45
1480,Bloomsbury,40.65,-75.08
1481,Bloomsdale,38.01,-90.21
1482,Bloomville,42.33,-74.8
1483,Blossburg,41.68,-77.06
1484,Blossom,33.66,-95.38
1485,Blossvale,43.27,-75.64
1486,Blount,38.3,-81.38
1487,Blounts Creek,35.36,-76.92
1488,Blountstown,30.44,-85.04
1489,Blountsville,34.08,-86.58
1490,Blountville,36.53,-82.32
1491,Blowing Rock,36.12,-81.67
1492,Bloxom,37.83,-75.62
1493,Blue,33.52,-109.21
1494,Blue Ball,40.12,-76.03
1495,Bluebell,40.33,-110.2
1496,Blue Bell,40.14,-75.26
1497,Blue Creek,38.74,-83.35
1498,Blue Diamond,36.03,-115.41
1499,Blue Earth,43.63,-94.09
1500,Blue Eye,36.49,-93.39
1501,Bluefield,37.26,-81.21
1502,Blue Gap,36.07,-109.98
1503,Blue Grass,41.5,-90.76
1504,Bluegrove,33.67,-98.25
1505,Blue Hill,44.41,-68.58
1506,Blue Island,41.65,-87.68
1507,Bluejacket,36.8,-95.07
1508,Blue Jay,34.25,-117.21
1509,Blue Lake,40.96,-123.85
1510,Bluemont,39.11,-77.83
1511,Blue Mound,39.7,-89.11
1512,Blue Mounds,43.02,-89.82
1513,Blue Mountain,35.13,-93.71
1514,Blue Mountain Lake,43.87,-74.44
1515,Blue Point,40.75,-73.03
1516,Blue Rapids,39.67,-96.65
1517,Blue Ridge,37.38,-79.82
1518,Blue Ridge Summit,39.73,-77.46
1519,Blue River,44.05,-122.05
1520,Blue Rock,39.79,-81.87
1521,Blue Springs,40.13,-96.66
1522,Bluewater,35.14,-108.23
1523,Bluff,37.14,-109.52
1524,Bluff City,37.07,-97.87
1525,Bluff Dale,32.35,-98.02
1526,Bluffs,39.75,-90.53
1527,Bluff Springs,39.98,-90.37
1528,Bluffton,46.46,-95.23
1529,Bluford,38.32,-88.73
1530,Blum,32.14,-97.39
1531,Blunt,44.51,-99.98
1532,Bly,42.37,-121.0
1533,Blythe,33.75,-114.51
1534,Blythedale,40.47,-93.92
1535,Blytheville,35.93,-89.92
1536,Blythewood,34.21,-80.97
1537,Boalsburg,40.77,-77.79
1538,Board Camp,34.54,-94.1
1539,Boardman,45.77,-119.52
1540,Boaz,36.91,-88.61
1541,Bobtown,39.75,-79.98
1542,Bob White,37.95,-81.72
1543,Boca Grande,26.69,-82.25
1544,Boca Raton,26.61,-80.05
1545,Bock,45.78,-93.55
1546,Bode,42.86,-94.28
1547,Bodega,38.33,-122.97
1548,Bodega Bay,38.35,-123.06
1549,Bodfish,35.52,-118.4
1550,Boelus,41.07,-98.71
1551,Boerne,29.8,-98.73
1552,Bogalusa,30.78,-89.86
1553,Bogard,39.45,-93.52
1554,Bogart,33.94,-83.53
1555,Bogata,33.46,-95.21
1556,Boggstown,39.56,-85.91
1557,Bogota,40.87,-74.02
1558,Bogue,39.35,-99.68
1559,Bogue Chitto,31.43,-90.45
1560,Bohannon,37.39,-76.35
1561,Bohemia,40.77,-73.12
1562,Boiceville,41.99,-74.26
1563,Boiling Springs,40.15,-77.13
1564,Bois D Arc,37.21,-93.55
1565,Boise,43.74,-116.2
1566,Boise City,36.73,-102.51
1567,Boissevain,37.28,-81.38
1568,Bokchito,34.01,-96.14
1569,Bokeelia,26.7,-82.05
1570,Bokoshe,35.19,-94.79
1571,Bolckow,40.11,-94.82
1572,Boles,37.36,-89.0
1573,Boley,35.49,-96.47
1574,Boligee,32.75,-88.02
1575,Bolinas,37.94,-122.73
1576,Boling,29.23,-95.98
1577,Bolingbroke,32.95,-83.81
1578,Bolingbrook,41.7,-88.07
1579,Bolivar,42.06,-78.17
1580,Bolivia,34.07,-78.14
1581,Bolt,37.76,-81.41
1582,Bolton,42.43,-71.6
1583,Bolton Landing,43.55,-73.65
1584,Bombay,44.93,-74.59
1585,Bomont,38.4,-81.21
1586,Bomoseen,43.63,-73.2
1587,Bon Air,33.26,-86.33
1588,Bonaire,32.5,-83.56
1589,Bonanza,42.21,-121.3
1590,Bonaparte,40.7,-91.8
1591,Bon Aqua,35.94,-87.34
1592,Boncarbo,37.22,-104.7
1593,Bond,39.87,-106.7
1594,Bondsville,42.2,-72.34
1595,Bonduel,44.74,-88.44
1596,Bondurant,43.2,-110.41
1597,Bondville,43.16,-72.93
1598,Bone Gap,38.44,-87.99
1599,Bonesteel,43.07,-98.94
1600,Boneville,33.42,-82.43
1601,Bonfield,41.14,-88.05
1602,Bonham,33.58,-96.18
1603,Bonifay,30.78,-85.68
1604,Bonita,32.91,-91.67
1605,Bonita Springs,26.34,-81.78
1606,Bonlee,35.61,-79.44
1607,Bonneau,33.3,-79.95
1608,Bonner,46.95,-113.57
1609,Bonnerdale,34.34,-93.31
1610,Bonners Ferry,48.75,-116.51
1611,Bonner Springs,39.05,-94.88
1612,Bonne Terre,37.92,-90.54
1613,Bonney Lake,47.18,-122.16
1614,Bonnie,38.2,-88.9
1615,Bonnieville,37.37,-85.9
1616,Bonnots Mill,38.57,-91.96
1617,Bonnyman,37.31,-83.22
1618,Bono,35.91,-90.79
1619,Bonsall,33.28,-117.19
1620,Bon Secour,30.31,-87.72
1621,Bon Wier,30.68,-93.75
1622,Boody,39.76,-89.05
1623,Booker,36.45,-100.54
1624,Boomer,38.15,-81.27
1625,Boon,44.28,-85.6
1626,Boone,42.05,-93.88
