state,zipcode,total_pop,total_income,country,avg_income
NH,3755,3510,937587,USA,267118.8034
NH,3765,270,14655,USA,54277.77778
NH,3766,5510,422842,USA,76740.83485
NH,3768,840,186518,USA,222045.2381
NH,3770,350,48669,USA,139054.2857
NH,3771,440,26579,USA,60406.81818
NH,3773,3830,203774,USA,53204.69974
NH,3774,910,49548,USA,54448.35165
NH,3777,630,53224,USA,84482.53968
NH,3779,370,22165,USA,59905.40541
NH,3780,200,12148,USA,60740
NH,3781,870,82390,USA,94701.14943
NH,3782,1570,211716,USA,134850.9554
NH,3784,2180,190954,USA,87593.57798
NH,3785,1100,47915,USA,43559.09091
NH,3801,12800,1717074,USA,134146.4063
NH,3809,2050,148201,USA,72293.17073
NH,3810,960,89143,USA,92857.29167
NH,3811,4030,400018,USA,99260.04963
NH,3812,320,15327,USA,47896.875
NH,3813,1740,105040,USA,60367.81609
NH,3814,1140,56321,USA,49404.38596
NH,3816,620,46090,USA,74338.70968
NH,3817,330,21231,USA,64336.36364
NH,3818,2090,114444,USA,54757.89474
NH,3819,2270,175117,USA,77144.05286
NH,3820,17010,1277708,USA,75115.10876
NH,3823,950,130541,USA,137411.5789
NH,3824,3250,398049,USA,122476.6154
NH,3825,4880,375787,USA,77005.53279
NH,3826,1560,123822,USA,79373.07692
NH,3827,1760,173008,USA,98300
NH,3830,760,48865,USA,64296.05263
NH,3833,11930,1219176,USA,102194.1324
NH,3835,3440,178455,USA,51876.45349
NH,3836,780,56397,USA,72303.84615
NH,3837,690,47574,USA,68947.82609
NH,3838,780,60437,USA,77483.33333
NH,3839,2120,118580,USA,55933.96226
NH,3840,2340,284899,USA,121751.7094
NH,3841,3390,327350,USA,96563.42183
NH,3842,8930,880798,USA,98633.59462
NH,3844,1320,181216,USA,137284.8485
NH,3845,730,53204,USA,72882.19178
NH,3846,500,59209,USA,118418
NH,3848,3480,268077,USA,77033.62069
NH,3849,730,50105,USA,68636.9863
NH,3851,2100,123163,USA,58649.04762
NH,3852,290,16771,USA,57831.03448
NH,3853,330,31113,USA,94281.81818
NH,3855,1470,109574,USA,74540.13605
NH,3856,950,129065,USA,135857.8947
NH,3857,5130,378652,USA,73811.30604
NH,3858,2480,200233,USA,80739.1129
NH,3860,2440,160128,USA,65626.22951
NH,3861,2260,233726,USA,103418.5841
NH,3862,2650,514347,USA,194093.2075
NH,3864,850,44818,USA,52727.05882
NH,3865,4420,320531,USA,72518.32579
NH,3867,11220,600192,USA,53493.04813
NH,3868,3160,172253,USA,54510.44304
NH,3869,1410,105348,USA,74714.89362
NH,3870,2880,559230,USA,194177.0833
NH,3872,2020,129036,USA,63879.20792
NH,3873,3350,258966,USA,77303.28358
NH,3874,5110,373147,USA,73022.89628
NH,3875,460,33721,USA,73306.52174
NH,3878,6320,347749,USA,55023.57595
NH,3882,670,35229,USA,52580.59701
NH,3883,110,5369,USA,48809.09091
NH,3884,2150,172131,USA,80060.93023
NH,3885,4090,519616,USA,127045.4768
NH,3886,880,45081,USA,51228.40909
NH,3887,1120,64057,USA,57193.75
NH,3890,470,23862,USA,50770.21277
NH,3894,3080,321893,USA,104510.7143
NH,99999,9540,974923,USA,102193.1866
NJ,0,4414060,412339176,USA,93414.94588
NJ,7001,7230,467287,USA,64631.67358
NJ,7002,32760,1922852,USA,58695.116
NJ,7003,26860,1844090,USA,68655.62174
NJ,7004,4100,477542,USA,116473.6585
NJ,7005,8120,965192,USA,118866.0099
NJ,7006,12900,2008869,USA,155726.2791
NJ,7008,12270,620269,USA,50551.67074
NJ,7009,6290,771202,USA,122607.6312
NJ,7010,12310,963269,USA,78250.9342
NJ,7011,20520,921045,USA,44885.23392
NJ,7012,6740,558240,USA,82824.92582
NJ,7013,14870,1259781,USA,84719.63685
NJ,7014,2840,239721,USA,84408.80282
NJ,7016,11560,1479075,USA,127947.6644
NJ,7017,17480,694971,USA,39758.06636
NJ,7018,13730,515667,USA,37557.6839
NJ,7020,6490,985425,USA,151837.4422
NJ,7021,1070,419116,USA,391697.1963
NJ,7022,6220,272553,USA,43818.81029
NJ,7023,3680,472968,USA,128523.913
NJ,7024,19450,2275598,USA,116997.3265
NJ,7026,15560,733081,USA,47113.17481
NJ,7027,2300,236170,USA,102682.6087
NJ,7028,3410,843293,USA,247300
NJ,7029,10100,588353,USA,58252.77228
NJ,7030,28970,5224661,USA,180347.2903
NJ,7031,8500,588481,USA,69233.05882
NJ,7032,19190,1053535,USA,54900.20844
NJ,7033,4260,331447,USA,77804.46009
NJ,7034,4890,343671,USA,70280.3681
NJ,7035,5550,465621,USA,83895.67568
NJ,7036,22960,1237720,USA,53907.66551
NJ,7039,14320,3490963,USA,243782.3324
NJ,7040,12090,1844115,USA,152532.2581
NJ,7041,3380,596528,USA,176487.574
NJ,7042,13450,2121296,USA,157717.1747
NJ,7043,5570,1508450,USA,270816.8761
NJ,7044,7180,1029898,USA,143439.8329
NJ,7045,5290,851029,USA,160875.0473
NJ,7046,1940,754422,USA,388877.3196
NJ,7047,29870,1534025,USA,51356.71242
NJ,7050,14680,556234,USA,37890.59946
NJ,7052,23610,2609964,USA,110544.8539
NJ,7054,14920,1476614,USA,98968.76676
NJ,7055,29780,1262494,USA,42394.02283
NJ,7057,6060,351927,USA,58073.76238
NJ,7058,2710,448256,USA,165408.1181
NJ,7059,8050,1860075,USA,231065.2174
NJ,7060,21070,1004001,USA,47650.73564
NJ,7062,6970,353159,USA,50668.43615
NJ,7063,6580,307156,USA,46680.24316
NJ,7064,2040,129651,USA,63554.41176
NJ,7065,15270,929451,USA,60867.77996
NJ,7066,8140,827266,USA,101629.7297
NJ,7067,9600,864261,USA,90027.1875
NJ,7068,3380,497255,USA,147116.8639
NJ,7069,3120,739641,USA,237064.4231
NJ,7070,9190,984947,USA,107175.9521
NJ,7071,11480,797706,USA,69486.58537
NJ,7072,3260,243645,USA,74737.73006
NJ,7073,5060,358615,USA,70872.52964
NJ,7074,1540,97367,USA,63225.32468
NJ,7075,5110,519346,USA,101633.2681
NJ,7076,11890,1803363,USA,151670.5635
NJ,7077,1420,105299,USA,74154.22535
NJ,7078,5810,3468434,USA,596976.5921
NJ,7079,7440,1396359,USA,187682.6613
NJ,7080,12300,962929,USA,78286.91057
NJ,7081,8620,1107431,USA,128472.2738
NJ,7082,2870,463503,USA,161499.3031
NJ,7083,28500,2063076,USA,72388.63158
NJ,7086,8170,1009772,USA,123595.104
NJ,7087,31950,1313590,USA,41113.92801
NJ,7088,1820,87431,USA,48039.01099
NJ,7090,13840,3542974,USA,255995.2312
NJ,7092,3370,645485,USA,191538.5757
NJ,7093,29680,1749564,USA,58947.57412
NJ,7094,10330,1147012,USA,111036.9797
NJ,7095,10450,1133437,USA,108462.8708
NJ,7102,5080,328374,USA,64640.55118
NJ,7103,13540,440691,USA,32547.34121
NJ,7104,22830,830162,USA,36362.76829
NJ,7105,19260,756425,USA,39274.40291
NJ,7106,14350,526924,USA,36719.44251
NJ,7107,16690,525749,USA,31500.83883
NJ,7108,10880,323964,USA,29776.10294
NJ,7109,19460,1065372,USA,54746.76259
NJ,7110,15000,1388878,USA,92591.86667
NJ,7111,26940,993829,USA,36890.46028
NJ,7112,12410,436610,USA,35182.1112
NJ,7114,4100,137123,USA,33444.63415
NJ,7201,13490,471515,USA,34952.92809
NJ,7202,19960,774223,USA,38788.72745
NJ,7203,11580,574032,USA,49570.98446
NJ,7204,6910,455936,USA,65982.05499
NJ,7205,11690,655617,USA,56083.57571
NJ,7206,13570,433313,USA,31931.68755
NJ,7208,15700,750073,USA,47775.35032
NJ,7302,28010,4398613,USA,157037.2367
NJ,7304,22250,1078238,USA,48460.13483
NJ,7305,30820,1600842,USA,51941.66126
NJ,7306,26720,1533017,USA,57373.39072
NJ,7307,21460,1253777,USA,58423.90494
NJ,7310,8290,1222175,USA,147427.6236
NJ,7311,870,145049,USA,166722.9885
NJ,7401,3200,749493,USA,234216.5625
NJ,7403,3910,316500,USA,80946.29156
NJ,7405,9060,1269041,USA,140070.7506
NJ,7407,10760,658211,USA,61172.02602
NJ,7410,16630,1719609,USA,103404.0289
NJ,7416,2820,162908,USA,57768.79433
NJ,7417,5470,2172170,USA,397106.0329
NJ,7418,1130,94152,USA,83320.35398
NJ,7419,4820,358722,USA,74423.65145
NJ,7420,2550,171465,USA,67241.17647
NJ,7421,3580,306871,USA,85718.15642
NJ,7422,3290,246277,USA,74856.231
NJ,7423,1880,615244,USA,327257.4468
NJ,7424,12960,1067297,USA,82353.16358
NJ,7430,12670,1769551,USA,139664.6409
NJ,7432,3630,408875,USA,112637.741
NJ,7435,1260,133899,USA,106269.0476
NJ,7436,6250,758014,USA,121282.24
NJ,7438,5670,504157,USA,88916.57848
NJ,7439,1220,82819,USA,67884.42623
NJ,7440,2300,201554,USA,87632.17391
NJ,7442,5700,433340,USA,76024.5614
NJ,7444,6200,719006,USA,115968.7097
NJ,7446,7630,1294145,USA,169612.713
NJ,7450,11080,2987332,USA,269614.8014
NJ,7452,5420,1082840,USA,199785.9779
NJ,7456,5850,629145,USA,107546.1538
NJ,7457,2380,209633,USA,88081.09244
NJ,7458,5530,2362899,USA,427287.3418
NJ,7460,1660,139590,USA,84090.36145
NJ,7461,9160,671500,USA,73307.86026
NJ,7462,3460,231342,USA,66861.84971
NJ,7463,4870,507014,USA,104109.6509
NJ,7465,3420,304479,USA,89028.94737
NJ,7470,25830,3164047,USA,122495.0445
NJ,7480,7890,673419,USA,85350.95057
NJ,7481,8040,1893035,USA,235452.1144
NJ,7501,16130,452297,USA,28040.73156
NJ,7502,8120,304603,USA,37512.68473
NJ,7503,9040,305955,USA,33844.57965
NJ,7504,7170,255302,USA,35606.9735
NJ,7505,1130,29992,USA,26541.59292
NJ,7506,10000,780208,USA,78020.8
NJ,7508,12170,776123,USA,63773.45933
NJ,7512,5550,470164,USA,84714.23423
NJ,7513,6430,192374,USA,29918.19596
NJ,7514,9610,320677,USA,33369.09469
NJ,7522,10470,294431,USA,28121.39446
NJ,7524,6610,190683,USA,28847.65507
NJ,7601,23300,1420080,USA,60947.63948
NJ,7603,4400,278583,USA,63314.31818
NJ,7604,6250,553246,USA,88519.36
NJ,7605,4290,486152,USA,113322.1445
NJ,7606,1420,86151,USA,60669.71831
NJ,7607,5060,422944,USA,83585.77075
NJ,7621,13790,1126688,USA,81703.26323
NJ,7624,3920,723296,USA,184514.2857
NJ,7626,3890,842293,USA,216527.7635
NJ,7627,2220,614367,USA,276741.8919
NJ,7628,8950,712388,USA,79596.42458
NJ,7630,3580,411229,USA,114868.4358
NJ,7631,14320,1901284,USA,132771.2291
NJ,7632,2770,855706,USA,308919.1336
NJ,7640,2230,381694,USA,171163.2287
NJ,7641,1660,314390,USA,189391.5663
NJ,7642,5010,647753,USA,129292.016
NJ,7643,5500,341758,USA,62137.81818
NJ,7644,12960,663950,USA,51230.70988
NJ,7645,4190,684317,USA,163321.4797
NJ,7646,8490,720639,USA,84880.91873
NJ,7647,2450,250497,USA,102243.6735
NJ,7648,2660,403788,USA,151800
NJ,7649,3860,703146,USA,182162.1762
NJ,7650,9360,535270,USA,57186.96581
NJ,7652,12840,1756453,USA,136795.405
NJ,7656,4490,604994,USA,134742.539
NJ,7657,5660,380619,USA,67247.17314
NJ,7660,6880,456794,USA,66394.47674
NJ,7661,5600,651330,USA,116308.9286
NJ,7662,3080,230225,USA,74748.37662
NJ,7663,7660,585908,USA,76489.29504
NJ,7666,19860,2483792,USA,125065.0554
NJ,7670,6350,2089401,USA,329039.5276
NJ,7675,13260,1928969,USA,145472.7753
NJ,7676,4720,606241,USA,128440.8898
NJ,7677,3020,845833,USA,280077.1523
NJ,7701,12530,1484177,USA,118449.8803
NJ,7702,2070,340303,USA,164397.5845
NJ,7704,2750,805258,USA,292821.0909
NJ,7711,740,106515,USA,143939.1892
NJ,7712,20400,1795235,USA,88001.71569
NJ,7716,4360,540386,USA,123941.7431
NJ,7717,1070,179169,USA,167447.6636
NJ,7718,3220,255531,USA,79357.45342
NJ,7719,11760,1234617,USA,104984.4388
NJ,7720,2280,172792,USA,75785.96491
NJ,7721,1940,131596,USA,67832.98969
NJ,7722,5030,1206147,USA,239790.6561
NJ,7723,410,65772,USA,160419.5122
NJ,7724,12160,1085857,USA,89297.45066
NJ,7726,22300,2612215,USA,117139.6861
NJ,7727,3940,382112,USA,96982.74112
NJ,7728,27460,2598082,USA,94613.32848
NJ,7730,8700,733510,USA,84311.49425
NJ,7731,19870,1599181,USA,80482.1842
NJ,7732,2450,222410,USA,90779.59184
NJ,7733,8000,1790959,USA,223869.875
NJ,7734,5710,295805,USA,51804.72855
NJ,7735,9610,608507,USA,63320.1873
NJ,7737,2120,208834,USA,98506.60377
NJ,7738,3230,535201,USA,165696.904
NJ,7739,3030,669347,USA,220906.6007
NJ,7740,13520,888370,USA,65707.84024
NJ,7746,8970,1365664,USA,152247.9376
NJ,7747,16330,1538411,USA,94207.65462
NJ,7748,13980,1611120,USA,115244.6352
NJ,7750,1780,346081,USA,194427.5281
NJ,7751,9940,1614436,USA,162418.1087
NJ,7753,20640,1343573,USA,65095.59109
NJ,7755,3100,389832,USA,125752.2581
NJ,7756,1680,150287,USA,89456.54762
NJ,7757,2950,380820,USA,129091.5254
NJ,7758,2480,204364,USA,82404.83871
NJ,7760,4700,1877132,USA,399389.7872
NJ,7762,4770,679769,USA,142509.2243
NJ,7764,3390,333214,USA,98293.21534
NJ,7801,12490,613957,USA,49155.88471
NJ,7803,2070,145842,USA,70455.07246
NJ,7821,4470,447138,USA,100030.8725
NJ,7822,520,47434,USA,91219.23077
NJ,7823,3660,244648,USA,66843.71585
NJ,7825,4570,450337,USA,98542.01313
NJ,7826,2970,275725,USA,92836.70034
NJ,7827,1890,117297,USA,62061.90476
NJ,7828,6850,533439,USA,77874.30657
NJ,7830,3150,544885,USA,172979.3651
NJ,7832,1830,149479,USA,81682.51366
NJ,7834,9300,1228303,USA,132075.5914
NJ,7836,6120,702097,USA,114721.732
NJ,7838,1730,140486,USA,81205.78035
NJ,7840,15380,1247187,USA,81091.48244
NJ,7843,6080,428572,USA,70488.81579
NJ,7847,910,64037,USA,70370.32967
NJ,7848,2160,206958,USA,95813.88889
NJ,7849,4330,394682,USA,91150.57737
NJ,7850,3330,250346,USA,75178.97898
NJ,7851,190,15936,USA,83873.68421
NJ,7852,2020,184835,USA,91502.47525
NJ,7853,6100,980485,USA,160735.2459
NJ,7856,2730,244665,USA,89620.87912
NJ,7857,1770,97823,USA,55267.23164
NJ,7860,12150,1036820,USA,85334.97942
NJ,7863,2080,147872,USA,71092.30769
NJ,7865,1300,119494,USA,91918.46154
NJ,7866,11770,1102775,USA,93693.71283
NJ,7869,12290,1785311,USA,145265.3377
NJ,7871,9980,1323745,USA,132639.7796
NJ,7874,4600,345579,USA,75125.86957
NJ,7876,5350,544927,USA,101855.514
NJ,7882,7180,527772,USA,73505.84958
NJ,7885,6290,424951,USA,67559.77742
NJ,7901,10910,3917991,USA,359119.2484
NJ,7920,13180,2966338,USA,225063.5812
NJ,7921,4470,613077,USA,137153.6913
NJ,7922,5890,1057178,USA,179486.927
NJ,7924,3600,1269680,USA,352688.8889
NJ,7927,2120,238447,USA,112475
NJ,7928,9100,2675808,USA,294044.8352
NJ,7930,4110,840957,USA,204612.4088
NJ,7931,1630,1057497,USA,648771.1656
NJ,7932,5530,1520026,USA,274869.0778
NJ,7933,1650,213067,USA,129131.5152
NJ,7934,790,224537,USA,284224.0506
NJ,7935,290,83250,USA,287068.9655
NJ,7936,6020,758764,USA,126040.5316
NJ,7940,7400,1545086,USA,208795.4054
NJ,7945,4650,1825757,USA,392635.914
NJ,7946,1540,253309,USA,164486.3636
NJ,7950,10360,1392984,USA,134457.9151
NJ,7960,22080,3817824,USA,172908.6957
NJ,7974,5930,1047105,USA,176577.5717
NJ,7976,620,436379,USA,703837.0968
NJ,7980,1250,142154,USA,113723.2
NJ,7981,4940,615249,USA,124544.332
NJ,8002,11560,862724,USA,74630.10381
NJ,8003,14750,2103794,USA,142630.1017
NJ,8004,5950,378658,USA,63640
NJ,8005,12760,855466,USA,67042.78997
NJ,8007,2550,162755,USA,63825.4902
NJ,8008,4010,502663,USA,125352.3691
NJ,8009,6780,484517,USA,71462.68437
NJ,8010,5470,286626,USA,52399.63437
NJ,8012,19110,1242898,USA,65039.14181
NJ,8014,260,14295,USA,54980.76923
NJ,8015,9390,472584,USA,50328.4345
NJ,8016,16830,1102434,USA,65504.09982
NJ,8019,450,34535,USA,76744.44444
NJ,8020,1400,130686,USA,93347.14286
NJ,8021,22650,1102973,USA,48696.37969
NJ,8022,4800,464460,USA,96762.5
NJ,8026,1120,92010,USA,82151.78571
NJ,8027,2550,167808,USA,65807.05882
NJ,8028,8410,552301,USA,65671.93817
NJ,8029,2390,135719,USA,56786.19247
NJ,8030,5930,279512,USA,47135.24452
NJ,8031,5910,313458,USA,53038.57868
NJ,8033,8160,1397518,USA,171264.4608
NJ,8034,9710,903680,USA,93066.9413
NJ,8035,3810,382484,USA,100389.5013
NJ,8036,3160,311943,USA,98716.13924
NJ,8037,11410,779448,USA,68312.70815
NJ,8041,460,43068,USA,93626.08696
NJ,8043,14140,1673441,USA,118348.0198
NJ,8045,1410,64204,USA,45534.75177
NJ,8046,16340,805909,USA,49321.23623
NJ,8048,6390,567448,USA,88802.50391
NJ,8049,2700,149023,USA,55193.7037
NJ,8050,13390,962171,USA,71857.43092
NJ,8051,5600,381505,USA,68125.89286
NJ,8052,10060,541570,USA,53833.99602
NJ,8053,24170,2421839,USA,100200.2069
NJ,8054,23310,2242785,USA,96215.57272
NJ,8055,14050,1909142,USA,135881.9929
NJ,8056,2220,294516,USA,132664.8649
NJ,8057,10220,2063588,USA,201916.6341
NJ,8059,2920,170539,USA,58403.76712
NJ,8060,12730,824125,USA,64738.80597
NJ,8061,1550,146817,USA,94720.64516
NJ,8062,7800,1010850,USA,129596.1538
NJ,8063,1500,79548,USA,53032
NJ,8065,3890,233892,USA,60126.47815
NJ,8066,3740,164990,USA,44114.97326
NJ,8067,890,62983,USA,70767.41573
NJ,8068,3220,169713,USA,52705.90062
NJ,8069,5680,272380,USA,47954.22535
NJ,8070,5930,364151,USA,61408.26307
NJ,8071,4700,336473,USA,71590
NJ,8075,14520,971694,USA,66921.07438
NJ,8077,9790,892796,USA,91194.68846
NJ,8078,4080,222541,USA,54544.36275
NJ,8079,4460,239635,USA,53729.82063
NJ,8080,19190,1754673,USA,91436.84211
NJ,8081,24590,1674279,USA,68087.79992
NJ,8083,5050,313951,USA,62168.51485
NJ,8084,3490,223128,USA,63933.52436
NJ,8085,9650,919414,USA,95276.06218
NJ,8086,4330,311344,USA,71903.9261
NJ,8087,12370,768400,USA,62118.02749
NJ,8088,12090,1050064,USA,86853.92887
NJ,8089,1960,117167,USA,59779.08163
NJ,8090,4280,324162,USA,75738.78505
NJ,8091,2930,211800,USA,72286.68942
NJ,8092,1850,144545,USA,78132.43243
NJ,8093,4760,237636,USA,49923.52941
NJ,8094,19340,1261306,USA,65217.47673
NJ,8096,17570,1163567,USA,66224.64428
NJ,8097,1630,111568,USA,68446.62577
NJ,8098,4270,342566,USA,80226.22951
NJ,8102,2780,80318,USA,28891.36691
NJ,8103,4580,133686,USA,29189.08297
NJ,8104,8720,221480,USA,25399.08257
NJ,8105,11650,319193,USA,27398.54077
NJ,8106,5070,345467,USA,68139.44773
NJ,8107,6550,367210,USA,56062.59542
NJ,8108,9580,810826,USA,84637.36952
NJ,8109,11290,655831,USA,58089.54827
NJ,8110,9570,380617,USA,39771.89133
NJ,8201,5500,311263,USA,56593.27273
NJ,8202,740,119078,USA,160916.2162
NJ,8203,4360,338430,USA,77621.55963
NJ,8204,8900,606147,USA,68106.40449
NJ,8205,14420,881708,USA,61144.79889
NJ,8210,8600,571179,USA,66416.16279
NJ,8215,6270,378065,USA,60297.44817
NJ,8221,3620,447966,USA,123747.5138
NJ,8223,2220,181993,USA,81978.82883
NJ,8225,4470,328845,USA,73567.11409
NJ,8226,6050,596972,USA,98673.05785
NJ,8230,3080,252605,USA,82014.61039
NJ,8232,9500,297809,USA,31348.31579
NJ,8234,22910,1412113,USA,61637.40725
NJ,8241,620,48694,USA,78538.70968
NJ,8242,2040,95412,USA,46770.58824
NJ,8243,1090,114504,USA,105049.5413
NJ,8244,5630,314189,USA,55806.2167
NJ,8247,450,77078,USA,171284.4444
NJ,8251,4880,215660,USA,44192.62295
NJ,8260,7040,386405,USA,54887.07386
NJ,8270,3530,213624,USA,60516.71388
NJ,8302,17570,840909,USA,47860.50085
NJ,8310,870,46210,USA,53114.94253
NJ,8311,930,46822,USA,50346.23656
NJ,8312,3970,225046,USA,56686.64987
NJ,8314,120,5663,USA,47191.66667
NJ,8317,600,36637,USA,61061.66667
NJ,8318,5840,446265,USA,76415.23973
NJ,8319,640,42658,USA,66653.125
NJ,8322,4970,356373,USA,71704.82897
NJ,8323,370,26099,USA,70537.83784
NJ,8324,180,8853,USA,49183.33333
NJ,8326,740,36205,USA,48925.67568
NJ,8327,360,17376,USA,48266.66667
NJ,8328,620,36512,USA,58890.32258
NJ,8330,14410,830161,USA,57610.06246
NJ,8332,15950,847821,USA,53154.92163
NJ,8340,440,30930,USA,70295.45455
NJ,8341,780,36290,USA,46525.64103
NJ,8343,2220,182171,USA,82059.00901
NJ,8344,2860,187245,USA,65470.27972
NJ,8345,360,16783,USA,46619.44444
NJ,8346,370,17214,USA,46524.32432
NJ,8348,150,7862,USA,52413.33333
NJ,8349,790,35215,USA,44575.94937
NJ,8350,400,24631,USA,61577.5
NJ,8353,270,15665,USA,58018.51852
NJ,8360,19800,869407,USA,43909.44444
NJ,8361,8770,675344,USA,77006.15735
NJ,8401,15940,508881,USA,31924.78043
NJ,8402,2900,380383,USA,131166.5517
NJ,8403,470,76945,USA,163712.766
NJ,8406,4840,321261,USA,66376.23967
NJ,8501,3390,408454,USA,120487.9056
NJ,8502,5130,1019165,USA,198667.6413
NJ,8505,9400,748441,USA,79621.38298
NJ,8510,2420,363952,USA,150393.3884
NJ,8511,500,33327,USA,66654
NJ,8512,5960,758220,USA,127218.1208
NJ,8514,2320,253344,USA,109200
NJ,8515,2650,324699,USA,122527.9245
NJ,8518,2960,197597,USA,66755.74324
NJ,8520,14370,1174185,USA,81710.85595
NJ,8525,2350,346204,USA,147320.8511
NJ,8527,27530,2150450,USA,78112.96767
NJ,8528,220,22015,USA,100068.1818
NJ,8530,3970,478166,USA,120444.8363
NJ,8533,3400,272624,USA,80183.52941
NJ,8534,6330,1390046,USA,219596.5245
NJ,8535,2640,433854,USA,164338.6364
NJ,8536,9180,1090839,USA,118827.7778
NJ,8540,21100,5041645,USA,238940.5213
NJ,8542,1750,285293,USA,163024.5714
NJ,8550,9190,1898060,USA,206535.3645
NJ,8551,2940,424034,USA,144229.2517
NJ,8553,400,49728,USA,124320
NJ,8554,1900,113633,USA,59806.84211
NJ,8558,3510,977857,USA,278591.7379
NJ,8559,2450,343596,USA,140243.2653
NJ,8560,1770,280470,USA,158457.6271
NJ,8562,2490,159973,USA,64246.18474
NJ,8608,450,13107,USA,29126.66667
NJ,8609,5820,172195,USA,29586.76976
NJ,8610,16030,827093,USA,51596.56893
NJ,8611,10070,308090,USA,30594.83615
NJ,8618,15530,681646,USA,43892.20863
NJ,8619,12210,887650,USA,72698.6077
NJ,8620,6280,508565,USA,80981.6879
NJ,8628,5340,415824,USA,77869.66292
NJ,8629,6160,227851,USA,36988.7987
NJ,8638,11000,535274,USA,48661.27273
NJ,8640,980,51801,USA,52858.16327
NJ,8641,1680,80260,USA,47773.80952
NJ,8648,15290,1430325,USA,93546.43558
NJ,8690,10660,907510,USA,85132.27017
NJ,8691,8080,1030709,USA,127562.995
NJ,8701,33860,2372329,USA,70062.87655
NJ,8721,10380,712380,USA,68630.0578
NJ,8722,5430,334719,USA,61642.54144
NJ,8723,16810,1135144,USA,67527.90006
NJ,8724,22290,1638849,USA,73523.95693
NJ,8730,2730,438291,USA,160546.1538
NJ,8731,10780,793931,USA,73648.51577
NJ,8733,1330,60869,USA,45766.16541
NJ,8734,3830,296962,USA,77535.77023
NJ,8735,1680,195664,USA,116466.6667
NJ,8736,6800,892609,USA,131266.0294
NJ,8738,440,135667,USA,308334.0909
NJ,8741,1470,127438,USA,86692.51701
NJ,8742,13330,1320780,USA,99083.27082
NJ,8750,1900,419986,USA,221045.2632
NJ,8751,1960,124066,USA,63298.97959
NJ,8752,1170,119511,USA,102146.1538
NJ,8753,32350,2412156,USA,74564.32767
NJ,8755,12980,1000069,USA,77046.91834
NJ,8757,18130,909711,USA,50177.10976
NJ,8758,4180,321849,USA,76997.36842
NJ,8759,18480,1017191,USA,55042.80303
NJ,8801,3830,571324,USA,149170.7572
NJ,8802,2030,239392,USA,117927.0936
NJ,8804,1490,142616,USA,95715.43624
NJ,8805,6560,398125,USA,60689.78659
NJ,8807,19120,2464456,USA,128894.1423
NJ,8809,2840,319124,USA,112367.6056
NJ,8810,3910,466082,USA,119202.5575
NJ,8812,7200,711501,USA,98819.58333
NJ,8816,23560,2794002,USA,118590.9168
NJ,8817,21980,1649042,USA,75024.65878
NJ,8820,17860,2544377,USA,142462.318
NJ,8822,15750,1916380,USA,121674.9206
NJ,8823,4810,431882,USA,89788.35759
NJ,8824,6430,754709,USA,117373.0949
NJ,8825,2240,199114,USA,88890.17857
NJ,8826,2730,285371,USA,104531.5018
NJ,8827,2160,236185,USA,109344.9074
NJ,8828,1320,98127,USA,74338.63636
NJ,8829,1820,161962,USA,88990.10989
NJ,8830,9470,784569,USA,82847.83527
NJ,8831,27950,3016428,USA,107922.2898
NJ,8832,1660,68040,USA,40987.95181
NJ,8833,4610,796324,USA,172738.3948
NJ,8835,5480,288575,USA,52659.67153
NJ,8836,1990,378237,USA,190068.8442
NJ,8837,8270,771697,USA,93312.81741
NJ,8840,8780,1031838,USA,117521.4123
NJ,8844,20600,2487113,USA,120733.6408
NJ,8846,7360,506164,USA,68772.28261
NJ,8848,4150,401091,USA,96648.43373
NJ,8850,4300,429203,USA,99814.65116
NJ,8852,8700,973158,USA,111857.2414
NJ,8853,2620,374565,USA,142963.7405
NJ,8854,25750,1970614,USA,76528.69903
NJ,8857,20530,1681200,USA,81889.91719
NJ,8859,12090,837600,USA,69280.39702
NJ,8861,28640,1045463,USA,36503.59637
NJ,8863,6650,455672,USA,68522.10526
NJ,8865,14490,862882,USA,59550.17253
NJ,8867,2500,364440,USA,145776
NJ,8869,4100,316900,USA,77292.68293
NJ,8872,10090,701616,USA,69535.778
NJ,8873,28170,2365510,USA,83972.66596
NJ,8876,11800,1160592,USA,98355.25424
NJ,8879,11720,789296,USA,67346.07509
NJ,8880,2490,153101,USA,61486.34538
NJ,8882,7800,484471,USA,62111.66667
NJ,8884,4100,299776,USA,73116.09756
NJ,8886,3360,301823,USA,89828.27381
NJ,8887,600,45856,USA,76426.66667
NJ,8889,5130,758704,USA,147895.5166
NJ,8901,18940,781045,USA,41237.85639
NJ,8902,21400,1610455,USA,75254.90654
NJ,8904,6880,648102,USA,94200.87209
NJ,99999,24230,2658116,USA,109703.508
NM,0,913420,52716231,USA,57713.02468
NM,87001,1620,52364,USA,32323.45679
NM,87002,8200,361223,USA,44051.58537
NM,87004,5150,254341,USA,49386.60194
NM,87005,250,10509,USA,42036
NM,87006,460,19589,USA,42584.78261
NM,87008,1320,120183,USA,91047.72727
NM,87010,530,28655,USA,54066.03774
NM,87013,1720,50316,USA,29253.48837
NM,87014,250,10675,USA,42700
NM,87015,5920,353839,USA,59770.10135
NM,87016,940,42467,USA,45177.65957
NM,87017,130,5077,USA,39053.84615
NM,87020,3890,183294,USA,47119.28021
NM,87023,340,15962,USA,46947.05882
NM,87024,1110,37673,USA,33939.63964
