zip_code,lat,lng,temp,pressure,humidity,wind_speed,clouds
01026,42.4633,-72.9202,4.85,1002,53,4.47,100
01036,42.0648,-72.4318,7.24,1004,50,7.2,100
01027,42.2668,-72.669,7.95,1005,51,7.2,100
01033,42.2557,-72.52,7.93,1004,50,7.2,100
01040,42.202,-72.6262,7.93,1004,51,7.2,100
01039,42.3818,-72.7032,6.8,1005,54,3.13,100
01041,42.2043,-72.6162,8.02,1004,50,7.2,100
01037,42.3479,-72.2253,7.01,1004,50,5.47,100
01031,42.3322,-72.1986,6.67,1004,47,5.5,100
01054,42.4682,-72.4993,7.47,1002,57,2.24,100
01066,42.4067,-72.6339,7.99,1004,57,3.13,100
01059,42.4104,-72.5309,7.98,1003,56,2.24,100
01050,42.2653,-72.8733,7.0,1005,53,6.17,100
01056,42.1728,-72.471,7.95,1004,48,7.2,100
01053,42.3543,-72.7034,7.55,1005,54,3.13,100
01071,42.1471,-72.8403,6.38,1006,55,6.17,100
01057,42.101,-72.3196,7.61,1005,48,5.89,100
01062,42.3219,-72.6928,7.75,1004,51,7.2,100
01038,42.3844,-72.6167,8.04,1004,56,3.13,100
01069,42.1762,-72.3288,7.44,1004,47,7.2,100
01061,42.3696,-72.636,8.07,1004,56,3.13,100
01063,42.3179,-72.6402,8.05,1004,52,7.2,100
01070,42.5144,-72.9183,4.2,1005,43,6.02,100
01072,42.482,-72.4213,6.07,1003,56,7.2,100
01075,42.2375,-72.5811,8.1,1004,50,7.2,100
01086,42.1734,-72.848,6.68,1005,55,6.17,100
01074,42.3854,-72.0954,7.66,1004,54,5.52,100
01090,42.1707,-72.6048,7.9,1004,50,7.2,100
01088,42.3906,-72.6469,7.85,1004,56,3.13,100
01081,42.0627,-72.2046,6.25,1005,55,6.0,100
01060,42.3223,-72.6313,8.13,1004,52,7.2,100
01084,42.3903,-72.8709,5.7,1005,53,5.94,100
01082,42.2618,-72.2583,7.54,1005,48,5.52,100
01083,42.204,-72.1994,7.14,971,50,1.79,100
01077,42.0511,-72.7706,7.59,1005,53,6.17,100
01068,42.348,-72.0513,6.96,1003,53,7.2,100
01079,42.1929,-72.3296,7.7,1004,47,7.2,100
01089,42.1151,-72.6411,7.92,1004,50,7.2,100
01093,42.4427,-72.6525,7.21,1005,57,5.53,100
01096,42.4085,-72.778,5.63,1005,57,5.75,100
01106,42.0507,-72.5676,7.95,1004,50,7.2,100
01080,42.1819,-72.3624,7.68,1004,46,7.2,100
01144,42.1018,-72.5915,8.15,1004,50,7.2,100
01085,42.1251,-72.7495,7.91,1005,52,7.2,100
01116,42.1707,-72.6048,7.9,1004,50,7.2,100
01073,42.2247,-72.7194,7.81,1005,51,7.2,100
01108,42.0853,-72.5584,7.97,1004,50,7.2,100
01098,42.3843,-72.9314,4.97,1005,50,6.07,100
01097,42.164,-72.8295,7.61,1005,54,6.17,100
01101,42.1015,-72.5898,8.13,1004,50,7.2,100
01105,42.0999,-72.5783,7.97,1004,50,7.2,100
01102,42.1707,-72.6048,7.9,1004,50,7.2,100
01152,42.1707,-72.6048,7.9,1004,50,7.2,100
01129,42.1223,-72.4876,7.92,1004,48,7.2,100
01115,42.1029,-72.5916,8.1,1004,50,7.2,100
01095,42.1245,-72.4464,7.91,1004,48,7.2,100
01104,42.1288,-72.5778,7.9,1004,50,7.2,100
01195,42.1,-72.58,7.96,1004,50,7.2,100
01094,42.3582,-72.1408,7.52,1004,56,5.52,100
01109,42.1145,-72.5543,7.9,1004,49,7.2,100
01128,42.0944,-72.4889,7.89,1004,49,7.2,100
01111,42.1707,-72.6048,7.91,1004,50,7.2,100
01118,42.0929,-72.5274,7.89,1004,49,7.2,100
01107,42.1179,-72.6065,8.16,1004,50,7.2,100
01151,42.1532,-72.505,7.98,1004,48,7.2,100
01220,42.6223,-73.1172,5.24,1008,44,4.92,100
01223,42.3594,-73.1203,4.2,1005,60,5.14,100
01201,42.4531,-73.2471,5.32,1004,61,5.14,100
01103,42.1029,-72.5887,8.05,1004,50,7.2,100
01138,42.1707,-72.6048,7.9,1004,50,7.2,100
01203,42.3929,-73.2285,4.92,1005,61,5.14,100
01119,42.1247,-72.5121,7.95,1004,49,7.2,100
01133,42.1,-72.59,8.18,1004,50,7.2,100
01092,42.2029,-72.229,7.14,971,49,1.79,100
01202,42.3929,-73.2285,4.92,1005,61,5.14,100
01230,42.1959,-73.3607,6.55,1005,60,1.34,100
01222,42.0596,-73.3202,6.5,1006,61,5.67,100
01224,42.5126,-73.1929,4.91,1004,51,5.14,100
01225,42.5611,-73.158,5.12,1006,50,5.14,100
01229,42.2793,-73.3435,5.95,1005,61,5.14,100
01139,42.1707,-72.6048,7.91,1004,50,7.2,100
01226,42.475,-73.1603,4.95,1004,60,5.14,100
01199,42.1199,-72.605,8.01,1004,50,7.2,100
01227,42.4737,-73.1662,4.99,1004,60,5.14,100
01235,42.4298,-73.0724,3.65,1002,53,5.14,100
01243,42.3561,-73.0104,4.29,1006,57,6.21,100
01237,42.5173,-73.2282,4.75,1004,52,5.14,100
01238,42.299,-73.2317,5.63,1003,63,5.14,100
01247,42.6955,-73.08,4.59,1005,50,3.6,100
01236,42.2653,-73.3745,6.15,1005,60,5.14,100
01242,42.3386,-73.2509,5.66,1005,63,5.14,100
01240,42.3642,-73.2713,5.34,1005,63,5.14,100
01254,42.3784,-73.3645,5.49,1004,61,5.14,100
01252,42.1986,-73.4462,6.36,1005,57,1.34,100
01245,42.1867,-73.2065,5.16,1006,63,6.24,100
01256,42.577,-73.0233,2.78,1008,48,4.92,100
01244,42.1228,-73.254,4.96,1006,62,6.02,100
01258,42.1012,-73.4566,4.73,1006,59,5.52,100
01253,42.1931,-73.0918,5.2,1005,66,2.24,100
01257,42.1001,-73.3611,6.57,1006,59,5.71,100
01264,42.22,-73.1979,5.79,1003,63,1.34,100
01262,42.301,-73.3223,5.7,1004,62,5.14,100
01255,42.1094,-73.1163,5.63,1005,64,2.24,100
01259,42.078,-73.2609,5.52,1006,62,5.85,100
01342,42.5406,-72.6072,7.83,1003,59,5.41,100
01302,42.5222,-72.6242,7.87,1003,59,5.44,100
01267,42.7089,-73.2036,5.83,1005,50,3.6,100
01301,42.6013,-72.6236,7.76,1001,59,0.45,100
01270,42.515,-73.0412,2.82,999,47,4.47,100
01266,42.3348,-73.3825,5.84,1004,60,5.14,100
01263,42.3929,-73.2285,4.92,1005,61,5.14,100
01339,42.608,-72.8901,5.61,1005,49,6.26,100
01337,42.6952,-72.5772,6.7,1001,57,0.45,100
01260,42.2779,-73.2773,6.02,1005,62,5.14,100
01330,42.5232,-72.811,4.96,1005,56,0.89,100
01331,42.5959,-72.2267,7.71,1004,55,7.2,100
01351,42.5429,-72.5328,7.8,1003,59,5.3,100
01379,42.5656,-72.4009,6.27,1004,57,7.2,100
01347,42.5566,-72.5181,7.68,1003,56,7.2,100
01354,42.6404,-72.4995,7.69,1002,54,7.2,100
01340,42.679,-72.7265,6.45,1006,61,6.26,100
01341,42.5138,-72.7025,6.78,1005,61,0.89,100
01360,42.6887,-72.451,7.79,1002,54,7.2,100
01346,42.6853,-72.8391,4.42,1006,66,6.26,100
01338,42.5736,-72.8213,5.59,1005,63,6.26,100
01364,42.6129,-72.2924,7.34,1004,54,7.2,100
01375,42.4539,-72.5676,7.85,1005,57,2.24,100
01344,42.6076,-72.4292,7.39,1004,56,7.2,100
01349,42.582,-72.4926,7.43,1002,57,7.2,100
01376,42.5954,-72.5557,7.54,1001,57,0.45,100
01373,42.4756,-72.6153,7.87,1005,57,5.46,100
01350,42.7215,-72.9762,3.43,1005,58,3.6,100
01355,42.5146,-72.3062,7.42,1004,58,7.2,100
01366,42.4898,-72.1893,6.79,1004,49,7.2,100
01441,42.5459,-71.9106,8.39,1003,50,7.72,20
01380,42.5534,-72.3927,6.38,1004,56,7.2,100
01343,42.6427,-72.9862,3.83,1005,48,3.6,100
01367,42.6953,-72.9258,4.12,1005,58,6.26,100
01368,42.6722,-72.1964,7.12,1003,57,7.2,100
01432,42.5591,-71.5788,10.78,1002,47,7.72,20
01370,42.6022,-72.7391,6.85,1005,62,6.26,100
01420,42.5796,-71.8031,9.74,1002,50,7.72,20
01378,42.6671,-72.3397,6.33,1004,56,7.2,100
01436,42.5936,-72.0646,8.06,1004,54,7.2,100
01462,42.5884,-71.7266,9.96,1002,49,7.72,20
01430,42.6496,-71.9267,8.09,1002,52,7.72,20
01453,42.5274,-71.7563,10.03,1002,48,7.72,20
01451,42.4986,-71.5753,10.24,1002,47,7.72,20
01464,42.5734,-71.6483,10.34,1003,49,7.72,20
01460,42.5401,-71.4877,11.03,1001,46,6.17,20
01463,42.6689,-71.5934,10.65,1001,49,7.72,100
01431,42.6745,-71.8174,8.92,1002,52,7.72,20
01434,42.5385,-71.6115,10.63,1003,48,7.72,20
01470,42.6112,-71.5745,10.58,1001,47,7.72,20
01452,42.4865,-72.0012,7.97,1004,51,5.45,100
01450,42.6124,-71.5584,10.53,1001,47,7.72,20
01438,42.5631,-72.037,7.87,1004,52,5.37,100
01440,42.574,-71.9898,8.06,1004,51,7.72,20
01468,42.546,-72.065,7.34,1004,51,7.2,100
01505,42.3377,-71.731,8.96,1002,51,7.2,100
01501,42.2055,-71.8391,8.16,1003,51,7.2,100
01475,42.6789,-72.0475,8.04,1003,54,4.63,75
01467,42.4871,-71.6131,10.36,1002,48,7.72,20
01473,42.5483,-71.9096,8.46,1003,50,7.72,20
01503,42.3844,-71.6356,10.05,1002,49,3.58,96
01472,42.6043,-71.6273,10.58,1004,48,7.72,20
01471,42.6112,-71.5745,10.58,1001,48,7.72,20
01506,42.1991,-72.0989,7.14,984,54,7.2,100
01477,42.69,-72.01,8.01,1002,54,4.63,75
01474,42.6678,-71.7522,10.03,1002,51,7.72,20
01469,42.6525,-71.6896,10.39,1002,50,7.72,20
01504,42.0287,-71.5269,10.03,1002,45,6.69,75
01508,42.1459,-71.9884,6.94,1003,55,7.2,100
01517,42.46,-71.89,7.52,1003,49,7.72,20
01518,42.1228,-72.1178,6.69,1003,55,1.79,100
01519,42.2004,-71.6868,8.87,1004,47,7.2,100
01523,42.451,-71.6868,10.26,1003,48,7.72,20
01521,42.0403,-72.1544,6.7,1003,55,1.79,100
01520,42.342,-71.8414,8.21,1003,51,7.2,100
01507,42.1379,-71.9664,6.86,1003,54,7.2,100
01509,42.1731,-71.9787,6.77,1002,54,7.2,100
01515,42.2193,-72.0481,7.22,985,54,7.2,100
01510,42.4181,-71.6828,9.79,1004,49,7.72,20
01522,42.3755,-71.8706,8.13,1004,51,7.2,100
01516,42.0528,-71.7509,8.14,1003,47,4.47,100
01525,42.0973,-71.6448,9.28,1004,46,5.36,97
01524,42.237,-71.9188,7.23,1004,53,7.2,100
01526,42.0945,-71.7476,8.47,1003,48,4.47,100
01527,42.1968,-71.7644,8.6,1003,49,7.2,100
01529,42.0331,-71.5798,9.54,1003,45,6.69,75
01536,42.2297,-71.7037,9.13,1002,47,7.2,100
01540,42.1129,-71.8687,7.89,1004,53,7.2,100
01535,42.2665,-72.0821,6.83,985,54,7.2,100
01542,42.1997,-71.9069,7.37,1004,53,7.2,100
01541,42.4508,-71.8762,8.04,1003,49,7.72,20
01531,42.3198,-72.1306,6.75,1004,56,5.57,100
01538,42.0876,-71.6412,9.37,1004,46,5.36,97
01532,42.3182,-71.6464,9.75,1002,49,7.2,100
01537,42.1655,-71.886,7.63,1004,52,7.2,100
01550,42.075,-72.0353,7.47,1003,55,2.24,100
01545,42.2848,-71.7205,8.71,1002,50,7.2,100
01543,42.3762,-71.949,7.3,1003,52,7.2,100
01534,42.1494,-71.6564,9.18,1004,47,5.36,97
01562,42.2441,-71.9906,6.88,1005,53,7.2,100
01560,42.176,-71.6927,9.12,1004,47,7.2,100
01566,42.1126,-72.0842,7.09,1003,55,1.79,100
01561,42.4435,-71.6861,10.17,1003,48,7.72,20
01568,42.1756,-71.6032,9.63,1004,46,5.36,95
01564,42.4354,-71.7752,9.27,1003,49,7.72,20
01580,42.26,-71.61,9.84,1002,46,3.58,94
01546,42.3648,-71.8969,7.89,1004,51,7.2,100
01582,42.26,-71.61,9.84,1002,46,3.58,94
01612,42.3066,-71.9202,6.87,1004,52,7.2,100
01570,42.0521,-71.8486,7.96,1004,53,4.47,100
01581,42.2679,-71.6176,9.8,1002,46,3.58,94
01608,42.2624,-71.8003,8.44,1003,51,7.2,100
01569,42.0744,-71.6329,9.42,1004,46,5.36,97
01590,42.1266,-71.7552,8.02,1003,48,7.2,100
01586,42.1712,-71.8037,7.98,1003,52,7.2,100
01585,42.2441,-72.1511,7.09,971,50,1.79,100
01571,42.0489,-71.8932,7.91,1004,53,4.47,100
01607,42.2303,-71.7938,8.43,1003,51,7.2,100
01605,42.2894,-71.7888,8.17,1002,51,7.2,100
01583,42.3584,-71.7838,8.9,1003,50,7.2,100
01588,42.1153,-71.6644,8.92,1004,47,5.36,97
01701,42.3007,-71.4255,10.87,1000,46,3.13,93
01615,42.2626,-71.8023,8.4,1003,51,7.2,100
01606,42.311,-71.7958,8.22,1003,51,7.2,100
01601,42.2626,-71.8023,8.41,1003,51,7.2,100
01603,42.245,-71.838,8.22,1003,51,7.2,100
01610,42.2492,-71.8108,8.38,1003,51,7.2,100
01613,42.2933,-71.802,8.23,1003,52,7.2,100
01604,42.2541,-71.7746,8.45,1003,51,7.2,100
01614,42.2626,-71.8023,8.41,1003,51,7.2,100
01602,42.2703,-71.8417,7.97,1003,52,7.2,100
01611,42.2373,-71.875,7.52,1003,52,7.2,100
01609,42.2826,-71.8277,8.14,1003,52,7.2,100
01653,42.3648,-71.8969,7.89,1004,51,7.2,100
01704,42.4464,-71.4594,11.03,1001,47,6.17,20
01719,42.4884,-71.5178,10.79,1002,47,6.17,20
01703,42.4464,-71.4594,11.03,1001,47,6.17,20
01748,42.219,-71.5302,9.67,1003,46,3.58,91
01654,42.26,-71.8,8.44,1003,51,7.2,100
01741,42.5286,-71.3519,11.37,1000,46,6.17,20
01720,42.4751,-71.4483,11.12,1001,47,6.17,20
01721,42.2539,-71.4583,10.6,1001,46,3.58,91
01740,42.4365,-71.6076,9.94,1002,48,7.72,20
01746,42.2026,-71.4361,10.47,1001,46,4.47,93
01702,42.2822,-71.4339,10.9,1000,47,3.58,92
01731,42.4567,-71.2795,11.56,1001,43,6.17,20
01718,42.4851,-71.4328,11.11,1001,46,6.17,20
01742,42.4567,-71.3747,11.42,1001,45,6.17,20
01747,42.1268,-71.5376,9.95,1002,46,5.36,93
01803,42.5089,-71.2004,11.49,999,43,6.17,20
01760,42.2875,-71.3574,11.09,1001,46,7.2,75
01773,42.4217,-71.3137,11.26,1001,44,6.17,20
01754,42.4321,-71.455,11.12,1001,46,6.17,20
01756,42.0967,-71.5499,9.79,1003,45,5.36,94
01772,42.2939,-71.532,10.3,1001,48,4.02,91
01784,42.2376,-71.562,9.92,1003,46,3.58,92
01705,42.4464,-71.4594,11.03,1001,47,6.17,20
01757,42.1511,-71.5274,9.81,1002,45,5.36,92
01775,42.4308,-71.515,10.83,1001,47,6.17,20
01749,42.3918,-71.5609,10.59,1002,48,2.68,93
01776,42.3837,-71.4282,11.08,1000,46,6.17,20
01655,42.3648,-71.8969,7.89,1004,51,7.2,100
01810,42.6496,-71.1565,11.2,1001,52,1.34,98
01807,42.48,-71.15,11.73,1000,43,6.69,20
01745,42.2934,-71.5028,10.21,1000,48,3.58,90
01822,42.5584,-71.2689,11.24,1000,46,6.17,20
01752,42.3509,-71.5434,10.17,1000,48,2.68,92
01808,42.5,-71.12,11.7,1000,43,7.2,20
01801,42.4829,-71.1574,11.75,1000,43,6.69,20
01805,42.5048,-71.1956,11.43,999,43,6.17,20
01730,42.4843,-71.2768,11.64,1001,43,6.17,20
01821,42.5519,-71.2518,11.52,1000,44,6.17,20
01815,42.4793,-71.1523,11.78,1000,43,6.69,20
01778,42.3486,-71.3588,11.09,1000,45,6.17,20
01827,42.6739,-71.4952,10.9,1001,49,6.17,100
