zipcode,state,avg_income
19401,PA,46822
19403,PA,88824
19405,PA,52383
19406,PA,96784
19422,PA,159415
19425,PA,198320
19426,PA,122692
19428,PA,94924
19435,PA,72040
19436,PA,176166
19438,PA,102768
19440,PA,73726
19444,PA,165637
19446,PA,92270
19453,PA,58687
19454,PA,103047
19460,PA,121578
19462,PA,107441
19464,PA,58670
19465,PA,91471
19468,PA,84281
19473,PA,104231
19475,PA,85797
19477,PA,238561
19492,PA,63230
19503,PA,55619
19504,PA,75816
19505,PA,62906
19506,PA,68386
19507,PA,58399
19508,PA,65760
19510,PA,68182
19512,PA,67592
19518,PA,80505
19520,PA,107275
19522,PA,74638
19525,PA,89180
19526,PA,57173
19529,PA,75924
19530,PA,66951
19533,PA,80225
19534,PA,66171
19539,PA,68197
19540,PA,81346
19541,PA,71480
19543,PA,82299
19547,PA,77355
19551,PA,74404
19555,PA,57011
19560,PA,50552
19562,PA,59345
19565,PA,69153
19567,PA,56154
19601,PA,30741
19602,PA,27131
19604,PA,31228
19605,PA,56128
19606,PA,63471
19607,PA,66215
19608,PA,86716
19609,PA,56857
19610,PA,124912
19611,PA,43132
19701,DE,71977
19702,DE,64020
19703,DE,55833
19707,DE,139973
19709,DE,86389
19711,DE,88300
19713,DE,53862
19720,DE,49484
19734,DE,74835
19736,DE,160009
19801,DE,54201
19802,DE,43635
19803,DE,122293
19804,DE,49380
19805,DE,43922
19806,DE,126092
19807,DE,383898
19808,DE,75755
19809,DE,66492
19810,DE,92226
19901,DE,50690
19904,DE,53358
19930,DE,139310
19931,DE,63881
19933,DE,56878
19934,DE,70266
19938,DE,63327
19939,DE,74194
19940,DE,51823
19941,DE,42475
19943,DE,54184
19944,DE,139936
19945,DE,59818
19946,DE,50350
19947,DE,48571
19950,DE,52620
19951,DE,70305
19952,DE,48544
19953,DE,53548
19954,DE,48495
19956,DE,47715
19958,DE,92971
19960,DE,46214
19962,DE,60989
19963,DE,55751
19964,DE,54110
19966,DE,59305
19967,DE,89917
19968,DE,73565
19970,DE,87369
19971,DE,111797
19973,DE,50896
19975,DE,86471
19977,DE,60077
19979,DE,47945
20001,DC,99226
20002,DC,89288
20003,DC,130404
20004,DC,167268
20005,DC,120059
20006,DC,244184
20007,DC,259479
20008,DC,214521
20009,DC,108535
20010,DC,73560
20011,DC,67645
20012,DC,96737
20015,DC,257781
20016,DC,309251
20017,DC,75558
20018,DC,69842
20019,DC,40553
20020,DC,44053
20024,DC,89136
20032,DC,38765
20036,DC,141030
20037,DC,175330
20105,VA,150617
20106,VA,82182
20109,VA,50360
20110,VA,64300
20111,VA,65119
20112,VA,109954
20115,VA,120835
20117,VA,230184
20119,VA,83303
20120,VA,106601
20121,VA,89507
20124,VA,205358
20129,VA,252593
20130,VA,122330
20132,VA,140179
20135,VA,109116
20136,VA,101758
20137,VA,133257
20141,VA,136732
20143,VA,137703
20144,VA,176773
20147,VA,122817
20148,VA,158598
20151,VA,105640
20152,VA,133703
20155,VA,115565
20158,VA,144925
20164,VA,61745
20165,VA,122346
20166,VA,81790
20169,VA,142094
20170,VA,94380
20171,VA,133721
20175,VA,144370
20176,VA,139160
20180,VA,122891
20181,VA,115798
20184,VA,149113
20186,VA,95568
20187,VA,116998
20190,VA,128498
20191,VA,111958
20194,VA,159104
20197,VA,299483
20198,VA,166978
20601,MD,69877
20602,MD,59191
20603,MD,78228
20606,MD,75478
20607,MD,90333
20608,MD,68082
20609,MD,73592
20611,MD,78115
20613,MD,81291
20615,MD,89980
20616,MD,68982
20617,MD,96244
20618,MD,68756
20619,MD,85316
20620,MD,76433
20621,MD,74485
20622,MD,77546
20623,MD,80925
20624,MD,75380
20626,MD,87447
20628,MD,105840
20630,MD,152469
20632,MD,76111
20634,MD,73496
20636,MD,94166
20637,MD,97566
20639,MD,101524
20640,MD,62159
20645,MD,110750
20646,MD,87470
20650,MD,101916
20653,MD,63675
20657,MD,69831
20658,MD,68076
20659,MD,78678
20662,MD,64296
20664,MD,80233
20667,MD,71169
20670,MD,66262
20674,MD,95200
20675,MD,90872
20676,MD,87503
20677,MD,116156
20678,MD,78863
20680,MD,79635
20684,MD,88063
20685,MD,89732
20686,MD,130907
20687,MD,72333
20688,MD,109600
20689,MD,99224
20690,MD,127830
20692,MD,87818
20693,MD,88578
20695,MD,80240
20701,MD,90203
20705,MD,55756
20706,MD,52157
20707,MD,64804
20708,MD,55341
20710,MD,34894
20711,MD,78689
20712,MD,46262
20714,MD,76065
20715,MD,82804
20716,MD,75383
20720,MD,92704
20721,MD,91698
20722,MD,44582
20723,MD,93704
20724,MD,63448
20732,MD,86393
20733,MD,84434
20735,MD,70435
20736,MD,106765
20737,MD,40152
20740,MD,55193
20743,MD,46125
20744,MD,68147
20745,MD,48548
20746,MD,48385
20747,MD,48572
20748,MD,51396
20751,MD,92817
20754,MD,110392
20755,MD,56749
20758,MD,101048
20759,MD,251057
20762,MD,57968
20763,MD,57054
20764,MD,81921
20769,MD,93737
20770,MD,55896
20772,MD,82191
20774,MD,76450
20776,MD,127143
20777,MD,223078
20778,MD,123126
20779,MD,112983
20781,MD,57872
20782,MD,51300
20783,MD,34280
20784,MD,42231
20785,MD,50884
20794,MD,67490
20812,MD,195993
20814,MD,230267
20815,MD,319659
20816,MD,307057
20817,MD,296281
20818,MD,232304
20832,MD,113898
20833,MD,156102
20837,MD,118895
20838,MD,128206
20839,MD,120030
20841,MD,122426
20842,MD,173029
20850,MD,128251
20851,MD,59496
20852,MD,116791
20853,MD,93952
20854,MD,299526
20855,MD,113234
20860,MD,163830
20861,MD,159079
20862,MD,165722
20866,MD,72822
20868,MD,96781
20871,MD,110176
20872,MD,86458
20874,MD,72869
20876,MD,70662
20877,MD,52146
20878,MD,118039
20879,MD,64576
20882,MD,133709
20886,MD,57608
20895,MD,153404
20901,MD,81547
20902,MD,68075
20903,MD,41732
20904,MD,70793
20905,MD,101343
20906,MD,61715
20910,MD,97098
20912,MD,73638
21001,MD,57049
21005,MD,73850
21009,MD,73697
21012,MD,121949
21013,MD,130102
21014,MD,84664
21015,MD,98335
21017,MD,62237
21028,MD,118065
21029,MD,200627
21030,MD,117015
21032,MD,157952
21034,MD,76686
21035,MD,175774
21036,MD,171388
21037,MD,117574
21040,MD,45641
21042,MD,156477
21043,MD,111531
21044,MD,99676
21045,MD,79976
21046,MD,92487
21047,MD,117080
21048,MD,107831
21050,MD,95750
21051,MD,127143
21053,MD,93700
21054,MD,116514
21057,MD,123361
21060,MD,62038
21061,MD,52964
21074,MD,78979
21075,MD,83665
21076,MD,89426
21077,MD,61450
21078,MD,78879
21082,MD,119278
21084,MD,91435
21085,MD,68698
21087,MD,107543
21090,MD,80513
21093,MD,139741
21102,MD,77485
21104,MD,143931
21108,MD,110051
21111,MD,235722
21113,MD,83297
21114,MD,94359
21117,MD,85098
21120,MD,124592
21122,MD,82000
21128,MD,95564
21131,MD,196636
21132,MD,81761
21133,MD,55300
21136,MD,102673
21140,MD,122251
21144,MD,81739
21146,MD,147914
21152,MD,155942
21154,MD,86756
21155,MD,102117
21156,MD,79255
21157,MD,77231
21158,MD,80574
21160,MD,70265
21161,MD,91529
21162,MD,81723
21163,MD,121032
21201,MD,49358
21202,MD,74837
21204,MD,164582
21205,MD,28113
21206,MD,42735
21207,MD,46548
21208,MD,106857
21209,MD,108238
21210,MD,183889
21211,MD,72576
21212,MD,116663
21213,MD,34257
21214,MD,54412
21215,MD,43710
21216,MD,33669
21217,MD,44081
21218,MD,64610
21219,MD,67607
21220,MD,57381
21221,MD,50532
21222,MD,44172
21223,MD,29091
21224,MD,62785
21225,MD,38259
21226,MD,56578
21227,MD,51787
21228,MD,79818
21229,MD,42351
21230,MD,84577
21231,MD,81361
21234,MD,57045
21236,MD,63352
21237,MD,55911
21239,MD,46160
21244,MD,49285
21286,MD,98293
21401,MD,115419
21402,MD,53203
21403,MD,113589
21409,MD,135607
21502,MD,51146
21520,MD,65843
21521,MD,44619
21523,MD,45816
21530,MD,53794
21531,MD,50240
21532,MD,53740
21536,MD,54793
21538,MD,47792
21539,MD,43612
21541,MD,68260
21545,MD,45423
21550,MD,54797
21555,MD,47467
21557,MD,49502
21561,MD,70662
21562,MD,45085
21601,MD,104472
21607,MD,52152
21610,MD,67400
21612,MD,129952
21613,MD,50282
21617,MD,90882
21619,MD,97279
21620,MD,82665
21622,MD,52714
21623,MD,67129
21625,MD,68365
21629,MD,61833
21631,MD,60462
21632,MD,43032
21634,MD,29673
21635,MD,79648
21636,MD,49594
21638,MD,100665
21639,MD,51618
21640,MD,45479
21643,MD,46470
21645,MD,96351
21647,MD,84112
21649,MD,39244
21650,MD,55536
21651,MD,57182
21654,MD,182770
21655,MD,55955
21657,MD,71396
21658,MD,118606
21659,MD,60342
21660,MD,56543
21661,MD,60084
21662,MD,146636
21663,MD,134313
21665,MD,99516
21666,MD,100736
21667,MD,53788
21668,MD,61034
21671,MD,72997
21673,MD,82051
21676,MD,75993
21677,MD,99440
21678,MD,67278
21679,MD,124153
21701,MD,80707
21702,MD,71418
21703,MD,65743
21704,MD,116945
21710,MD,117315
21711,MD,60756
21713,MD,73785
21716,MD,69948
21719,MD,53519
21722,MD,61180
21723,MD,232643
21727,MD,62865
21733,MD,76027
21737,MD,207295
21738,MD,208337
21740,MD,47925
21742,MD,69381
21750,MD,47610
21754,MD,126381
21755,MD,90633
21756,MD,79752
21757,MD,68919
21758,MD,83021
21766,MD,46761
21767,MD,45630
21769,MD,106983
21770,MD,104775
21771,MD,101822
21773,MD,86671
21774,MD,109810
21776,MD,78780
21777,MD,101100
21778,MD,71246
21779,MD,78876
21780,MD,64776
21782,MD,65844
21783,MD,65514
21784,MD,100667
21787,MD,61708
21788,MD,68010
21791,MD,71205
21793,MD,76763
21794,MD,172585
21795,MD,60441
21797,MD,152935
21798,MD,78414
21801,MD,59904
21804,MD,48231
21811,MD,73756
21813,MD,77013
21814,MD,50180
21817,MD,41379
21821,MD,54882
21822,MD,63593
21826,MD,48478
21829,MD,50377
21830,MD,64893
21835,MD,42684
21837,MD,52723
21838,MD,48703
21840,MD,61127
21841,MD,59195
21842,MD,65325
21849,MD,55260
21850,MD,47988
21851,MD,47975
21853,MD,43671
21856,MD,67897
21863,MD,57306
21864,MD,50200
21865,MD,61209
21869,MD,46622
21871,MD,52350
21872,MD,50075
21874,MD,49601
21875,MD,52984
21901,MD,65329
21903,MD,64845
21904,MD,68847
21911,MD,64956
21912,MD,88348
21915,MD,83451
21917,MD,69021
21918,MD,64120
21919,MD,70037
21921,MD,64082
22003,VA,91294
22015,VA,105903
22025,VA,93015
22026,VA,67619
22027,VA,209513
22030,VA,112532
22031,VA,106402
22032,VA,116012
22033,VA,112212
22039,VA,204809
22041,VA,72770
22042,VA,87910
22043,VA,122998
22044,VA,95529
22046,VA,163038
22060,VA,81080
22066,VA,387400
22079,VA,98401
22101,VA,392181
22102,VA,291184
22124,VA,227374
22134,VA,43553
22150,VA,73375
22151,VA,86417
22152,VA,102103
22153,VA,109499
22172,VA,63274
22180,VA,160559
22181,VA,204869
22182,VA,211495
22191,VA,61322
22192,VA,84308
22193,VA,66155
22201,VA,132073
22202,VA,112709
22203,VA,105104
22204,VA,76167
22205,VA,174940
22206,VA,96285
22207,VA,272888
22209,VA,131765
22211,VA,41928
22213,VA,200180
22301,VA,176144
22302,VA,137937
22303,VA,79795
22304,VA,86300
22305,VA,95906
22306,VA,68995
22307,VA,161180
22308,VA,201746
22309,VA,85793
22310,VA,100177
22311,VA,68426
22312,VA,73873
22314,VA,169295
22315,VA,109621
22401,VA,73062
22405,VA,79755
22406,VA,83025
22407,VA,70852
22408,VA,70763
22427,VA,59699
22432,VA,54688
22435,VA,48607
22436,VA,46532
22437,VA,52744
22438,VA,65421
22443,VA,62678
22448,VA,81164
22454,VA,52413
22460,VA,47740
22469,VA,47697
22473,VA,62237
22476,VA,46533
22480,VA,116154
22482,VA,73901
22485,VA,78242
22488,VA,50204
22503,VA,64362
22504,VA,51445
22508,VA,72984
22511,VA,65286
22514,VA,54260
22520,VA,56658
22534,VA,57353
22535,VA,74671
22538,VA,56550
22539,VA,76196
22542,VA,57744
22546,VA,57045
22551,VA,80659
22553,VA,81706
22554,VA,86409
22556,VA,85358
22560,VA,54015
22567,VA,59778
22572,VA,52160
22576,VA,70288
22578,VA,96685
22580,VA,54762
22601,VA,62206
22602,VA,73851
22603,VA,70027
22610,VA,73386
22611,VA,88236
22620,VA,101327
22623,VA,51077
22624,VA,74280
22625,VA,72591
22627,VA,99612
22630,VA,64865
22637,VA,63431
22639,VA,175159
22640,VA,101617
22641,VA,54414
22642,VA,72172
22643,VA,111928
22644,VA,63340
22645,VA,74123
22650,VA,53859
22652,VA,65907
22654,VA,63358
22655,VA,65684
22656,VA,79485
22657,VA,55707
22660,VA,53884
22663,VA,69993
22664,VA,56898
22701,VA,63936
22709,VA,60950
22712,VA,63966
22713,VA,79615
22714,VA,69831
22715,VA,62005
22716,VA,75182
22718,VA,56594
22719,VA,66193
22720,VA,82813
22724,VA,95388
22726,VA,61188
22727,VA,67461
22728,VA,79676
22731,VA,51936
22732,VA,58746
22733,VA,80635
22734,VA,61303
22735,VA,64542
22736,VA,64290
22737,VA,71173
22738,VA,59438
22740,VA,93169
22741,VA,56563
22742,VA,73340
22747,VA,103522
22749,VA,108066
22801,VA,64486
22802,VA,49051
22810,VA,82094
22811,VA,48757
22812,VA,66741
22815,VA,59045
22820,VA,39260
22821,VA,55886
22824,VA,55905
22827,VA,51580
22830,VA,44757
22831,VA,48897
22832,VA,60298
22834,VA,65322
22835,VA,50859
22840,VA,71791
22841,VA,77746
22842,VA,52923
22843,VA,50685
22844,VA,59716
22846,VA,91288
22847,VA,56022
22849,VA,47621
22850,VA,55915
22851,VA,45612
22853,VA,46641
22901,VA,123521
22902,VA,148253
22903,VA,115256
22911,VA,106030
22920,VA,82842
22922,VA,45051
22923,VA,76335
22931,VA,63770
22932,VA,115689
22935,VA,56209
22936,VA,124930
22937,VA,52416
22938,VA,60219
22939,VA,70087
22940,VA,157272
22942,VA,65696
22943,VA,190342
22946,VA,49561
22947,VA,166996
22948,VA,71910
22949,VA,66936
22952,VA,55813
22958,VA,104067
22959,VA,92788
22960,VA,56983
22963,VA,68564
22964,VA,60766
22967,VA,65560
22968,VA,65809
22969,VA,50235
22971,VA,49059
22972,VA,108142
22973,VA,59293
22974,VA,72230
22980,VA,54929
23002,VA,59517
23004,VA,38969
23005,VA,79298
23009,VA,61600
23011,VA,73747
23015,VA,73193
23022,VA,42778
23023,VA,55086
23024,VA,70170
23025,VA,101541
23027,VA,50990
23030,VA,62163
23032,VA,49600
23035,VA,66362
23038,VA,54261
23039,VA,140518
23040,VA,43794
23043,VA,71948
23047,VA,83216
23050,VA,61000
23055,VA,54521
23056,VA,66411
23059,VA,133898
23060,VA,79149
23061,VA,64951
23062,VA,63029
23063,VA,72148
23065,VA,64150
23068,VA,63546
23069,VA,74493
23070,VA,79442
23071,VA,78388
23072,VA,60389
23075,VA,37616
23076,VA,60867
23079,VA,53900
23083,VA,53982
23084,VA,64679
23085,VA,61110
23086,VA,60455
23089,VA,72047
23091,VA,51450
23092,VA,66160
23093,VA,58142
23102,VA,98053
23103,VA,228567
23106,VA,58861
23109,VA,69843
23110,VA,66964
23111,VA,72461
23112,VA,84473
23113,VA,160688
23114,VA,90476
23116,VA,98199
23117,VA,73638
23119,VA,70780
23120,VA,124227
23123,VA,41094
23124,VA,81425
23126,VA,46460
23128,VA,80861
23129,VA,166222
23138,VA,69935
23139,VA,84348
23140,VA,77915
23141,VA,142528
23146,VA,106917
23148,VA,49750
23149,VA,49902
23150,VA,53904
23153,VA,88089
23156,VA,50451
23163,VA,61218
23168,VA,81007
23169,VA,51155
23175,VA,67739
23176,VA,58000
23177,VA,57911
23180,VA,46838
23181,VA,61148
23185,VA,96576
23188,VA,89943
23192,VA,88922
23219,VA,255392
23220,VA,70573
23221,VA,144398
23222,VA,37135
23223,VA,43133
23224,VA,31749
23225,VA,57977
23226,VA,182883
23227,VA,65812
23228,VA,45725
23229,VA,131669
23230,VA,74843
23231,VA,53676
23233,VA,113397
23234,VA,41268
23235,VA,76385
23236,VA,69949
23237,VA,48080
23238,VA,115182
23294,VA,50206
23301,VA,50931
23303,VA,51010
23306,VA,55219
23307,VA,31820
23308,VA,39653
23310,VA,68865
23314,VA,83465
23315,VA,60788
23320,VA,64668
23321,VA,68467
23322,VA,90774
23323,VA,63038
23324,VA,35550
23325,VA,48723
23336,VA,58657
23337,VA,52531
23350,VA,40292
23354,VA,87757
23356,VA,61932
23357,VA,35218
23359,VA,35525
23395,VA,43026
23405,VA,71886
23410,VA,44133
23415,VA,41772
23416,VA,34252
23417,VA,62228
23418,VA,45823
23420,VA,38026
23421,VA,40537
23430,VA,78622
23432,VA,91222
23433,VA,135415
23434,VA,56784
23435,VA,83465
23436,VA,129193
23437,VA,63606
23438,VA,62397
23442,VA,41644
23451,VA,126364
23452,VA,68845
23453,VA,53625
23454,VA,83593
23455,VA,81747
23456,VA,85903
23457,VA,87788
23462,VA,49793
23464,VA,61808
23487,VA,59754
23502,VA,45063
23503,VA,46949
23504,VA,32411
23505,VA,63024
23507,VA,111743
23508,VA,74628
23509,VA,56244
23510,VA,89350
23511,VA,32323
23513,VA,37169
23517,VA,63467
23518,VA,57840
23523,VA,27849
23601,VA,56029
23602,VA,54886
23603,VA,48460
23604,VA,40117
23605,VA,35987
23606,VA,69867
23607,VA,30110
23608,VA,44350
23651,VA,83353
23661,VA,45701
23662,VA,90940
23663,VA,39554
23664,VA,65896
23665,VA,47900
23666,VA,49522
23669,VA,53741
23690,VA,55591
23691,VA,26664
23692,VA,87759
23693,VA,94288
23696,VA,94372
23701,VA,44218
23702,VA,35585
23703,VA,56368
23704,VA,38325
23707,VA,43803
23801,VA,48750
23803,VA,40027
23805,VA,49936
23821,VA,42948
23824,VA,47532
23827,VA,41582
23828,VA,44923
23829,VA,53082
23830,VA,67120
23831,VA,64060
23832,VA,73293
23833,VA,64680
23834,VA,53678
23836,VA,80755
23837,VA,61465
23838,VA,104300
23839,VA,50104
23840,VA,53128
23841,VA,55352
23842,VA,68689
23843,VA,52380
23844,VA,45077
23845,VA,74495
23846,VA,59023
23847,VA,40872
23850,VA,50493
23851,VA,48958
23856,VA,39017
23857,VA,58213
23860,VA,44783
23866,VA,59324
23867,VA,43800
23868,VA,40593
23872,VA,51826
23874,VA,49534
23875,VA,56321
23876,VA,61731
23878,VA,52937
23879,VA,46586
23881,VA,58410
23882,VA,46537
23883,VA,56960
23885,VA,69563
23887,VA,63438
23888,VA,47486
23889,VA,44100
23890,VA,44564
23893,VA,38372
23894,VA,58393
23897,VA,53408
23898,VA,64808
23901,VA,51630
23915,VA,43762
23917,VA,54308
23919,VA,64666
23920,VA,40166
23921,VA,49262
23922,VA,47446
23923,VA,46715
23924,VA,40229
23927,VA,62628
23930,VA,47919
23934,VA,46160
23936,VA,48313
23937,VA,41720
23938,VA,40563
23942,VA,45757
23944,VA,47817
23947,VA,46986
23950,VA,37972
23954,VA,38016
23958,VA,44333
23959,VA,45846
23960,VA,44151
23962,VA,44365
23963,VA,52361
23964,VA,41110
23966,VA,49886
23967,VA,39676
23968,VA,43868
23970,VA,50311
23974,VA,44196
24011,VA,70500
24012,VA,44626
24013,VA,28263
24014,VA,91074
24015,VA,59475
24016,VA,35738
24017,VA,31723
24018,VA,92643
24019,VA,62159
24053,VA,41189
24054,VA,39321
24055,VA,39432
24059,VA,88404
24060,VA,79413
24064,VA,65155
24065,VA,61232
24066,VA,60630
24067,VA,51954
24069,VA,38787
24070,VA,62471
24072,VA,54359
24073,VA,58273
24076,VA,40472
24077,VA,57472
24078,VA,42618
24079,VA,50212
24082,VA,40295
24083,VA,96718
24084,VA,53161
24085,VA,56734
24087,VA,46712
24088,VA,44224
24089,VA,35754
24090,VA,74268
24091,VA,54152
24092,VA,47276
24095,VA,60267
24101,VA,63872
24102,VA,41669
24104,VA,74215
24105,VA,47555
24112,VA,50390
24120,VA,48083
24121,VA,83765
24122,VA,49132
24124,VA,45208
24127,VA,49738
24128,VA,62965
24133,VA,40660
24134,VA,52311
24136,VA,50715
24137,VA,73903
24138,VA,51616
24139,VA,47359
24141,VA,56369
24147,VA,47134
24148,VA,47778
24149,VA,65119
24150,VA,45896
24151,VA,49384
24153,VA,66603
24161,VA,39633
24162,VA,55781
24165,VA,42963
24167,VA,41740
24168,VA,42724
24171,VA,47777
24174,VA,46973
24175,VA,70577
24176,VA,87851
24179,VA,52961
24184,VA,62808
24185,VA,44244
24201,VA,41209
24202,VA,61711
24210,VA,56655
24211,VA,72750
24216,VA,34300
24219,VA,47181
24220,VA,42456
24221,VA,36673
24224,VA,44241
24225,VA,38868
24226,VA,39186
24228,VA,45241
24230,VA,40933
24236,VA,42700
24237,VA,32813
24243,VA,40542
24244,VA,41618
24245,VA,39347
24248,VA,40582
24250,VA,40474
24251,VA,50184
24256,VA,42362
24258,VA,47996
24260,VA,42491
24263,VA,43835
24265,VA,35233
24266,VA,51917
24270,VA,45427
24271,VA,42863
24272,VA,41635
24273,VA,42637
24277,VA,39865
24279,VA,41893
24280,VA,64060
24281,VA,37050
24282,VA,22418
24283,VA,42620
24290,VA,41501
24292,VA,34866
24293,VA,52309
24301,VA,46311
24311,VA,37857
24312,VA,41410
24313,VA,42413
24314,VA,48463
24315,VA,53871
24317,VA,41933
24318,VA,50829
24319,VA,46612
24323,VA,45734
24324,VA,57757
24325,VA,45922
24326,VA,45491
24328,VA,50877
24330,VA,37240
24333,VA,42893
24340,VA,48373
24343,VA,47003
24347,VA,50876
24348,VA,41657
24350,VA,40394
24351,VA,37245
24352,VA,46157
24354,VA,45917
24360,VA,46692
24361,VA,47231
24363,VA,45886
24366,VA,46769
24368,VA,46426
24370,VA,40592
24374,VA,39386
24375,VA,40203
24378,VA,40440
24380,VA,50042
24381,VA,44618
24382,VA,51044
24401,VA,57125
24413,VA,46300
24416,VA,40888
24421,VA,57300
24422,VA,46855
24426,VA,49659
24430,VA,38607
24431,VA,47442
24432,VA,41617
24435,VA,72890
24437,VA,66940
24439,VA,38984
24440,VA,49547
24441,VA,51754
24445,VA,49034
24450,VA,73675
24458,VA,57578
24459,VA,67886
24460,VA,57915
24465,VA,55778
24467,VA,70464
24471,VA,63419
24472,VA,57727
24473,VA,58620
24476,VA,59972
24477,VA,57793
24479,VA,63782
24482,VA,53988
24483,VA,52248
24484,VA,56040
24485,VA,44473
24486,VA,57929
24487,VA,51925
24501,VA,34937
24502,VA,49968
24503,VA,103226
24504,VA,44824
24517,VA,48506
24520,VA,48447
24521,VA,54437
24522,VA,52552
24523,VA,51220
24526,VA,55560
24527,VA,44719
24528,VA,44175
24529,VA,51077
24530,VA,45167
24531,VA,53400
24534,VA,41425
24536,VA,61436
24538,VA,55570
24540,VA,43480
24541,VA,53131
24549,VA,51489
24550,VA,57263
24551,VA,85860
24553,VA,45010
24554,VA,48420
24555,VA,49773
24556,VA,77424
24557,VA,45635
24558,VA,51327
24562,VA,46345
24563,VA,45161
24565,VA,42402
24566,VA,43875
24569,VA,43972
24571,VA,57522
24572,VA,48791
24574,VA,55181
24577,VA,42821
24578,VA,58993
24579,VA,40625
24580,VA,44908
24586,VA,47120
24588,VA,52735
24589,VA,44481
24590,VA,58411
24592,VA,46261
24593,VA,56101
24594,VA,45469
24597,VA,46574
24598,VA,51787
24599,VA,40700
24602,VA,32400
24603,VA,41025
24605,VA,58690
24609,VA,50876
24613,VA,43861
24614,VA,51514
24620,VA,39444
24622,VA,40365
24630,VA,46192
24631,VA,41700
24634,VA,38930
24637,VA,60179
24639,VA,38744
24641,VA,50134
24646,VA,41590
24649,VA,43519
24651,VA,65941
24656,VA,49152
24701,WV,44570
24712,WV,51513
24715,WV,37780
24726,WV,45650
24731,WV,40182
24733,WV,37197
24736,WV,33576
24740,WV,48876
24747,WV,36557
24801,WV,43077
24808,WV,41661
24815,WV,34670
24818,WV,40015
24822,WV,42012
24823,WV,41463
24827,WV,44585
24828,WV,37976
24839,WV,41384
24844,WV,43114
24849,WV,46554
24850,WV,38413
24860,WV,44412
24868,WV,33865
24870,WV,46489
24872,WV,39281
24873,WV,37868
24874,WV,56116
24879,WV,39550
24882,WV,37953
24892,WV,32931
24901,WV,65058
24910,WV,43744
24915,WV,39378
24916,WV,44194
24918,WV,44594
24920,WV,34861
24924,WV,37190
24925,WV,58766
24927,WV,38931
24931,WV,49733
24934,WV,41104
24935,WV,43794
24938,WV,49868
24941,WV,41985
24944,WV,52053
24945,WV,55204
24946,WV,41748
24951,WV,48343
24954,WV,44461
24957,WV,57856
24963,WV,46994
24966,WV,38956
24970,WV,41447
24976,WV,43793
24977,WV,48230
24981,WV,41075
24983,WV,43291
24986,WV,43724
24991,WV,41235
25003,WV,53186
25005,WV,61509
25007,WV,47456
25009,WV,43530
25015,WV,48263
25019,WV,35989
25024,WV,43227
25030,WV,45405
25033,WV,52121
25035,WV,38271
25039,WV,41722
25043,WV,44731
25044,WV,41572
25045,WV,52303
25049,WV,48540
25053,WV,48498
25059,WV,44659
25060,WV,41033
25063,WV,42842
25064,WV,44262
25067,WV,44548
25071,WV,59391
25075,WV,34740
25081,WV,46204
25082,WV,62743
25083,WV,40950
25085,WV,42550
25103,WV,38838
25106,WV,43217
25107,WV,37963
25108,WV,47313
25111,WV,43341
25113,WV,42133
25114,WV,37900
25118,WV,39273
25119,WV,35800
25121,WV,44271
25123,WV,46925
25124,WV,59497
25125,WV,40830
25130,WV,54058
25132,WV,31181
25133,WV,46027
25136,WV,44330
25139,WV,59440
25140,WV,39875
25142,WV,33358
25143,WV,45354
25148,WV,33690
25154,WV,48086
25159,WV,52247
25160,WV,42900
25161,WV,35618
25164,WV,42735
25165,WV,45061
25168,WV,52429
25169,WV,38825
25173,WV,39953
25174,WV,46938
25177,WV,46025
25181,WV,43981
25187,WV,42832
25193,WV,49427
25202,WV,53089
25206,WV,41861
25208,WV,43634
25209,WV,45735
25213,WV,75455
25214,WV,42147
25234,WV,58974
25235,WV,56424
25239,WV,47933
25241,WV,62192
25243,WV,45002
25244,WV,41657
25245,WV,59614
25248,WV,55992
25251,WV,58373
25252,WV,53139
25253,WV,50249
25259,WV,52675
25260,WV,44879
25261,WV,55030
25262,WV,59280
25264,WV,57953
25266,WV,48071
25267,WV,47093
25268,WV,62768
25270,WV,47918
25271,WV,53871
25275,WV,50778
25276,WV,47055
25285,WV,44984
25286,WV,49719
25287,WV,51404
25301,WV,66202
25302,WV,49754
25303,WV,58555
25304,WV,93920
25306,WV,45422
25309,WV,65583
25311,WV,61971
25312,WV,53350
25313,WV,57744
25314,WV,117364
25315,WV,37821
25320,WV,51433
25401,WV,43069
25403,WV,71885
25404,WV,48657
25405,WV,54028
25411,WV,50614
25413,WV,54272
25414,WV,77456
25419,WV,60157
25420,WV,56624
25422,WV,51464
25425,WV,70898
25427,WV,59295
25428,WV,55757
25430,WV,62102
25431,WV,36185
25434,WV,47602
25437,WV,53026
25438,WV,51391
25442,WV,79537
25443,WV,89937
25444,WV,49680
25446,WV,68590
25501,WV,41471
25502,WV,43479
25503,WV,41296
25504,WV,67827
25505,WV,32590
25506,WV,40652
25508,WV,56050
25510,WV,57094
25511,WV,39186
25512,WV,36018
25514,WV,43744
25515,WV,44093
25517,WV,37369
25520,WV,39526
25521,WV,42988
25523,WV,57760
25524,WV,45094
25526,WV,72116
25529,WV,42956
25530,WV,48874
25535,WV,63432
25537,WV,46601
25540,WV,36863
25541,WV,56240
25545,WV,65184
25547,WV,44394
25550,WV,50827
25555,WV,52190
25557,WV,38676
25559,WV,53746
25560,WV,82553
25564,WV,48446
25565,WV,37861
25567,WV,47546
25570,WV,43964
25571,WV,42892
