zipcode,state,avg_income
74953,OK,51982
74954,OK,44620
74955,OK,44471
74956,OK,39387
74957,OK,37295
74959,OK,42640
74960,OK,36573
74962,OK,48626
74963,OK,39005
74964,OK,36132
74965,OK,40558
74966,OK,48562
75001,TX,115707
75002,TX,104826
75006,TX,55959
75007,TX,73941
75009,TX,118337
75010,TX,89992
75013,TX,144589
75019,TX,143158
75020,TX,57013
75021,TX,54334
75022,TX,210284
75023,TX,77910
75024,TX,141309
75025,TX,110650
75028,TX,113074
75032,TX,129848
75034,TX,170294
75035,TX,118570
75038,TX,82794
75039,TX,109894
75040,TX,44478
75041,TX,39496
75042,TX,36812
75043,TX,50861
75044,TX,67268
75048,TX,84517
75050,TX,45367
75051,TX,35860
75052,TX,53168
75054,TX,97990
75056,TX,98072
75057,TX,45865
75058,TX,98760
75060,TX,42123
75061,TX,41194
75062,TX,52700
75063,TX,111751
75065,TX,72335
75067,TX,52397
75068,TX,78151
75069,TX,93852
75070,TX,91624
75071,TX,101024
75074,TX,62357
75075,TX,81316
75076,TX,71841
75077,TX,111041
75078,TX,159983
75080,TX,93643
75081,TX,63701
75082,TX,110448
75087,TX,102114
75088,TX,75105
75089,TX,72449
75090,TX,44496
75092,TX,63780
75093,TX,193063
75094,TX,120206
75098,TX,74618
75102,TX,54528
75103,TX,64642
75104,TX,60925
75105,TX,53050
75109,TX,70205
75110,TX,45346
75114,TX,66137
75115,TX,53449
75116,TX,42902
75117,TX,60181
75119,TX,51313
75124,TX,53007
75125,TX,43077
75126,TX,72306
75127,TX,45733
75134,TX,37350
75135,TX,66746
75137,TX,54864
75140,TX,50184
75141,TX,35108
75142,TX,56992
75143,TX,53560
75144,TX,62344
75146,TX,43801
75147,TX,52921
75148,TX,52033
75149,TX,41055
75150,TX,41490
75152,TX,58083
75153,TX,37568
75154,TX,61821
75155,TX,42019
75156,TX,52322
75158,TX,61558
75159,TX,47234
75160,TX,54794
75161,TX,54884
75163,TX,60206
75165,TX,62891
75166,TX,76543
75167,TX,85353
75169,TX,53152
75172,TX,32110
75173,TX,65067
75180,TX,35424
75181,TX,54257
75182,TX,132212
75189,TX,69498
75201,TX,289949
75202,TX,104524
75203,TX,34627
75204,TX,111974
75205,TX,524103
75206,TX,122439
75207,TX,83817
75208,TX,79544
75209,TX,267914
75210,TX,23255
75211,TX,35503
75212,TX,33838
75214,TX,178509
75215,TX,36982
75216,TX,28274
75217,TX,31194
75218,TX,111772
75219,TX,173314
75220,TX,152001
75223,TX,48510
75224,TX,36705
75225,TX,548645
75226,TX,66404
75227,TX,35177
75228,TX,42739
75229,TX,199213
75230,TX,322133
75231,TX,69527
75232,TX,35927
75233,TX,40836
75234,TX,70177
75235,TX,49227
75236,TX,40223
75237,TX,28468
75238,TX,98298
75240,TX,92253
75241,TX,29835
75243,TX,52825
75244,TX,130541
75246,TX,50128
75247,TX,105870
75248,TX,138622
75249,TX,46807
75251,TX,95849
75252,TX,113201
75253,TX,34220
75254,TX,104204
75287,TX,69727
75401,TX,38159
75402,TX,65078
75407,TX,53448
75409,TX,65018
75410,TX,54609
75411,TX,51877
75412,TX,52385
75414,TX,65675
75416,TX,49332
75417,TX,52342
75418,TX,54843
75420,TX,50639
75421,TX,46795
75422,TX,61016
75423,TX,56284
75424,TX,67607
75426,TX,43328
75428,TX,43980
75431,TX,44076
75432,TX,48616
75433,TX,54472
75435,TX,43294
75436,TX,51836
75437,TX,57694
75438,TX,63487
75439,TX,49243
75440,TX,63411
75442,TX,63391
75446,TX,52237
75447,TX,56822
75448,TX,44027
75449,TX,40229
75450,TX,53330
75451,TX,51437
75452,TX,63535
75453,TX,55255
75454,TX,91205
75455,TX,48374
75457,TX,59685
75459,TX,62849
75460,TX,38145
75462,TX,70810
75468,TX,54715
75469,TX,48621
75470,TX,39950
75471,TX,44543
75472,TX,50773
75473,TX,66619
75474,TX,50775
75476,TX,58392
75477,TX,40881
75478,TX,48250
75479,TX,52403
75480,TX,73352
75481,TX,49735
75482,TX,54054
75486,TX,59302
75487,TX,42583
75488,TX,55241
75490,TX,66004
75491,TX,63500
75492,TX,53908
75494,TX,52825
75495,TX,88466
75496,TX,51875
75497,TX,71072
75501,TX,41975
75503,TX,91417
75550,TX,41100
75551,TX,54492
75554,TX,50947
75555,TX,51468
75556,TX,51079
75558,TX,56467
75559,TX,49335
75560,TX,44140
75561,TX,46983
75563,TX,49235
75566,TX,41462
75567,TX,51436
75568,TX,45532
75569,TX,45678
75570,TX,48049
75571,TX,46406
75572,TX,45878
75574,TX,49002
75601,TX,64079
75602,TX,41659
75603,TX,63443
75604,TX,56653
75605,TX,81502
75630,TX,51942
75631,TX,60205
75633,TX,62237
75638,TX,46623
75639,TX,56711
75640,TX,61056
75643,TX,57216
75644,TX,54870
75645,TX,57432
75647,TX,53201
75650,TX,66016
75651,TX,55096
75652,TX,59424
75654,TX,53668
75656,TX,49048
75657,TX,50183
75661,TX,53919
75662,TX,52724
75667,TX,51502
75668,TX,42283
75669,TX,60856
75670,TX,37469
75672,TX,62796
75681,TX,48123
75683,TX,46782
75684,TX,47976
75686,TX,52809
75691,TX,57586
75692,TX,53791
75693,TX,66458
75701,TX,58281
75702,TX,30736
75703,TX,94648
75704,TX,44047
75705,TX,40937
75706,TX,40998
75707,TX,74503
75708,TX,34795
75709,TX,72434
75750,TX,57861
75751,TX,52207
75752,TX,61871
75754,TX,62494
75755,TX,52653
75756,TX,55237
75757,TX,85381
75758,TX,61270
75760,TX,47844
75762,TX,77852
75763,TX,61493
75765,TX,57752
75766,TX,48330
75770,TX,64947
75771,TX,70850
75773,TX,55740
75778,TX,51917
75783,TX,52613
75784,TX,41530
75785,TX,48855
75789,TX,63026
75790,TX,52832
75791,TX,70930
75792,TX,47515
75801,TX,48415
75803,TX,50477
75831,TX,55711
75833,TX,64434
75835,TX,47841
75838,TX,59546
75839,TX,51939
75840,TX,63429
75844,TX,62327
75845,TX,46605
75846,TX,52617
75847,TX,53496
75850,TX,54152
75851,TX,57755
75852,TX,50414
75853,TX,57528
75855,TX,48447
75856,TX,51790
75859,TX,80556
75860,TX,54342
75861,TX,49120
75862,TX,46079
75901,TX,53660
75904,TX,53818
75925,TX,45731
75926,TX,49794
75928,TX,37700
75929,TX,53494
75930,TX,47924
75931,TX,75582
75932,TX,59412
75933,TX,49842
75935,TX,56204
75936,TX,55913
75937,TX,47552
75938,TX,52763
75939,TX,45759
75941,TX,44777
75943,TX,60793
75944,TX,55326
75946,TX,47708
75948,TX,67701
75949,TX,51623
75951,TX,52600
75954,TX,58403
75956,TX,56932
75959,TX,59229
75960,TX,49366
75961,TX,45013
75964,TX,40968
75965,TX,74075
75966,TX,48659
75968,TX,51380
75969,TX,54083
75972,TX,43718
75973,TX,52347
75974,TX,48235
75975,TX,51185
75977,TX,46578
75979,TX,50027
75980,TX,52511
76001,TX,71205
76002,TX,54477
76006,TX,61177
76008,TX,150997
76009,TX,51469
76010,TX,31246
76011,TX,47219
76012,TX,75492
76013,TX,67553
76014,TX,35534
76015,TX,52553
76016,TX,88599
76017,TX,67083
76018,TX,46189
76020,TX,71767
76021,TX,73634
76022,TX,53236
76023,TX,60690
76028,TX,73414
76031,TX,50603
76033,TX,58844
76034,TX,253003
76035,TX,89621
76036,TX,62529
76039,TX,65752
76040,TX,49158
76041,TX,50611
76043,TX,68687
76044,TX,76893
76048,TX,69755
76049,TX,87446
76050,TX,73258
76051,TX,99845
76052,TX,91815
76053,TX,50709
76054,TX,90462
76055,TX,46636
76058,TX,55394
76059,TX,44990
76060,TX,78225
76061,TX,53888
76063,TX,88542
76064,TX,81370
76065,TX,87914
76066,TX,91117
76067,TX,46622
76070,TX,88547
76071,TX,64566
76073,TX,70398
76077,TX,73407
76078,TX,67994
76082,TX,63167
76084,TX,53806
76085,TX,74351
76086,TX,58598
76087,TX,95141
76088,TX,82740
76092,TX,343293
76093,TX,58599
76102,TX,398025
76103,TX,41169
76104,TX,38546
76105,TX,27849
76106,TX,33403
76107,TX,190178
76108,TX,63625
76109,TX,223474
76110,TX,57436
76111,TX,39828
76112,TX,41734
76114,TX,53886
76115,TX,41513
76116,TX,69441
76117,TX,41561
76118,TX,58544
76119,TX,30364
76120,TX,49182
76123,TX,57858
76126,TX,129528
76127,TX,35769
76131,TX,64062
76132,TX,113303
76133,TX,49090
76134,TX,41609
76135,TX,61837
76137,TX,58214
76140,TX,44065
76148,TX,50067
76155,TX,53797
76164,TX,35088
76177,TX,73791
76179,TX,78932
76180,TX,57905
76182,TX,88941
76201,TX,37628
76205,TX,59733
76207,TX,76950
76208,TX,72180
76209,TX,45880
76210,TX,78279
76225,TX,67627
76226,TX,162031
76227,TX,75815
76228,TX,55293
76230,TX,57820
76233,TX,70320
76234,TX,76630
76238,TX,68645
76239,TX,65108
76240,TX,61721
76244,TX,80543
76245,TX,74402
76247,TX,75314
76248,TX,133512
76249,TX,75532
76250,TX,87100
76251,TX,60666
76252,TX,80993
76255,TX,57484
76258,TX,82164
76259,TX,73940
76262,TX,184000
76264,TX,60749
76265,TX,68614
76266,TX,67638
76270,TX,69810
76271,TX,62666
76272,TX,74345
76273,TX,61982
76301,TX,42727
76302,TX,57736
76305,TX,58754
76306,TX,40005
76308,TX,80533
76309,TX,61975
76310,TX,70403
76311,TX,35640
76351,TX,54616
76354,TX,52649
76357,TX,65133
76360,TX,50767
76363,TX,38609
76365,TX,59663
76366,TX,69365
76367,TX,60609
76371,TX,50898
76372,TX,49942
76374,TX,63204
76377,TX,53175
76379,TX,61922
76380,TX,62042
76384,TX,47174
76389,TX,63050
76401,TX,58608
76424,TX,53548
76426,TX,63364
76427,TX,59916
76430,TX,77578
76431,TX,59447
76432,TX,51316
76433,TX,80023
76435,TX,49222
76437,TX,56433
76442,TX,50266
76443,TX,61021
76444,TX,50166
76445,TX,39493
76446,TX,52483
76448,TX,64627
76449,TX,76087
76450,TX,74952
76453,TX,105794
76454,TX,46846
76455,TX,41494
76457,TX,65636
76458,TX,63579
76460,TX,57058
76462,TX,86855
76463,TX,67450
76464,TX,44452
76470,TX,41275
76471,TX,46073
76472,TX,70429
76474,TX,50100
76475,TX,58110
76476,TX,69297
76483,TX,71304
76484,TX,69280
76486,TX,57070
76487,TX,79823
76491,TX,55429
76501,TX,47213
76502,TX,69847
76504,TX,39710
76511,TX,48056
76513,TX,73515
76518,TX,51266
76519,TX,50380
76520,TX,48765
76522,TX,44741
76524,TX,53759
76525,TX,49557
76527,TX,69048
76528,TX,53154
76530,TX,55965
76531,TX,66912
76534,TX,65355
76537,TX,55256
76538,TX,62296
76539,TX,58093
76541,TX,28594
76542,TX,47066
76543,TX,34839
76544,TX,34602
76548,TX,57677
76549,TX,40091
76550,TX,68156
76554,TX,52889
76556,TX,56001
76557,TX,52363
76559,TX,55531
76561,TX,50757
76566,TX,58818
76567,TX,53106
76569,TX,52960
76570,TX,46512
76571,TX,104701
76574,TX,54220
76577,TX,64941
76578,TX,60139
76579,TX,56379
76621,TX,63188
76622,TX,53214
76624,TX,57593
76626,TX,58917
76627,TX,50000
76629,TX,52918
76630,TX,63772
76631,TX,61631
76632,TX,41059
76633,TX,90096
76634,TX,61424
76635,TX,40208
76636,TX,62949
76637,TX,65556
76638,TX,100845
76639,TX,48804
76640,TX,47202
76641,TX,45658
76642,TX,55277
76643,TX,61257
76645,TX,52002
76648,TX,48581
76649,TX,62468
76651,TX,53340
76652,TX,54897
76653,TX,53635
76655,TX,76298
76656,TX,57336
76657,TX,95102
76660,TX,40827
76661,TX,37113
76664,TX,48368
76665,TX,53907
76666,TX,42941
76667,TX,46057
76670,TX,47139
76671,TX,52391
76673,TX,57464
76676,TX,49193
76679,TX,46088
76681,TX,39761
76682,TX,55235
76687,TX,71066
76689,TX,69880
76690,TX,47111
76691,TX,59887
76692,TX,57110
76693,TX,49105
76701,TX,48695
76704,TX,24113
76705,TX,41475
76706,TX,42818
76707,TX,29872
76708,TX,53856
76710,TX,70566
76711,TX,34536
76712,TX,86670
76801,TX,49600
76802,TX,55175
76821,TX,49764
76823,TX,47015
76825,TX,52227
76827,TX,71313
76832,TX,112623
76834,TX,54279
76837,TX,47549
76844,TX,53839
76849,TX,51629
76853,TX,58169
76854,TX,42138
76856,TX,65601
76857,TX,54001
76859,TX,52213
76861,TX,61203
76864,TX,52648
76866,TX,62570
76870,TX,46018
76871,TX,51416
76872,TX,68140
76875,TX,64782
76877,TX,46108
76878,TX,56325
76890,TX,45733
76901,TX,59065
76903,TX,40868
76904,TX,82650
76905,TX,52142
76932,TX,83828
76933,TX,62486
76934,TX,50488
76935,TX,97445
76936,TX,58118
76937,TX,49980
76941,TX,91023
76943,TX,69659
76945,TX,55118
76950,TX,80150
76951,TX,92210
76957,TX,140640
77002,TX,273011
77003,TX,73518
77004,TX,85244
77005,TX,420741
77006,TX,145385
77007,TX,165344
77008,TX,151715
77009,TX,84358
77010,TX,631582
77011,TX,35428
77012,TX,32474
77013,TX,35119
77014,TX,38755
77015,TX,40135
77016,TX,29675
77017,TX,36832
77018,TX,134486
77019,TX,385915
77020,TX,36724
77021,TX,43728
77022,TX,32024
77023,TX,42922
77024,TX,472285
77025,TX,140305
77026,TX,29351
77027,TX,249397
77028,TX,28190
77029,TX,35066
77030,TX,177468
77031,TX,41948
77032,TX,40067
77033,TX,28176
77034,TX,38758
77035,TX,52433
77036,TX,31627
77037,TX,35035
77038,TX,34514
77039,TX,32859
77040,TX,60608
77041,TX,84372
77042,TX,77482
77043,TX,86183
77044,TX,71366
77045,TX,35571
77046,TX,215185
77047,TX,43716
77048,TX,35505
77049,TX,48217
77050,TX,33877
77051,TX,29862
77053,TX,33335
77054,TX,50752
77055,TX,125164
77056,TX,302146
77057,TX,137304
77058,TX,73845
77059,TX,161539
77060,TX,28789
77061,TX,39132
77062,TX,89959
77063,TX,70055
77064,TX,56702
77065,TX,56520
77066,TX,47150
77067,TX,33516
77068,TX,68208
77069,TX,100148
77070,TX,69098
77071,TX,47526
77072,TX,31160
77073,TX,40185
77074,TX,37954
77075,TX,40929
77076,TX,33095
77077,TX,104024
77078,TX,29714
77079,TX,167073
77080,TX,52178
77081,TX,38176
77082,TX,61841
77083,TX,39075
77084,TX,51863
77085,TX,35876
77086,TX,34455
77087,TX,35342
77088,TX,36530
77089,TX,53894
77090,TX,35655
77091,TX,35266
77092,TX,48347
77093,TX,30392
77094,TX,163320
77095,TX,76496
77096,TX,98102
77098,TX,195422
77099,TX,31899
77301,TX,41983
77302,TX,69902
77303,TX,53900
77304,TX,87557
77306,TX,39963
77316,TX,122717
77318,TX,88322
77320,TX,49490
77327,TX,48447
77328,TX,54384
77331,TX,64621
77335,TX,45352
77336,TX,84470
77338,TX,42538
77339,TX,91195
77340,TX,55346
77345,TX,151423
77346,TX,86400
77351,TX,56231
77354,TX,97062
77355,TX,96434
77356,TX,118685
77357,TX,54779
77358,TX,63945
77359,TX,53253
77360,TX,49362
77362,TX,90055
77363,TX,53657
77364,TX,53951
77365,TX,69529
77371,TX,49662
77372,TX,52615
77373,TX,52056
77375,TX,83062
77377,TX,106160
77378,TX,53959
77379,TX,107333
77380,TX,151362
77381,TX,196388
77382,TX,212760
77384,TX,108262
77385,TX,76630
77386,TX,103279
77388,TX,73392
77389,TX,146939
77396,TX,61391
77401,TX,344941
77406,TX,113429
77407,TX,75760
77414,TX,58147
77417,TX,47150
77418,TX,89430
77420,TX,56090
77422,TX,67877
77423,TX,63858
77426,TX,95194
77429,TX,103999
77430,TX,82783
77433,TX,100353
77434,TX,43119
77435,TX,71614
77437,TX,58680
77441,TX,178360
77442,TX,59902
77444,TX,56602
77445,TX,59075
77447,TX,77740
77449,TX,46519
77450,TX,103057
77455,TX,61494
77459,TX,108615
77461,TX,65224
77465,TX,55169
77469,TX,71495
77471,TX,48403
77474,TX,62520
77477,TX,50293
77478,TX,138936
77479,TX,161277
77480,TX,67591
77482,TX,62009
77484,TX,66220
77485,TX,56747
77486,TX,68559
77488,TX,49647
77489,TX,42263
77493,TX,79113
77494,TX,134422
77498,TX,68104
77502,TX,39957
77503,TX,43673
77504,TX,47948
77505,TX,75660
77506,TX,33952
77510,TX,69771
77511,TX,60065
77514,TX,61793
77515,TX,64077
77517,TX,79114
77518,TX,49659
77519,TX,58645
77520,TX,48487
77521,TX,59877
77523,TX,96340
77530,TX,42783
77531,TX,55252
77532,TX,68852
77534,TX,82147
77535,TX,63955
77536,TX,72477
77538,TX,64575
77539,TX,63150
77541,TX,51823
77545,TX,48277
77546,TX,118665
77547,TX,37606
77550,TX,54360
77551,TX,53720
77554,TX,124194
77560,TX,57364
77562,TX,61129
77563,TX,61620
77564,TX,59370
77565,TX,113864
77566,TX,90569
77568,TX,48988
77571,TX,65504
77573,TX,97251
77575,TX,62728
77577,TX,61398
77578,TX,95190
77581,TX,86779
77583,TX,64617
77584,TX,94358
77585,TX,58700
77586,TX,110344
77587,TX,36268
77590,TX,47851
77591,TX,44660
77597,TX,74938
77598,TX,49112
77611,TX,69026
77612,TX,62377
77616,TX,56040
77619,TX,58851
77622,TX,69922
77624,TX,52412
77625,TX,64085
77627,TX,72459
77630,TX,60118
77632,TX,69886
77640,TX,42034
77642,TX,42396
77651,TX,82894
77655,TX,63368
77656,TX,55478
77657,TX,81698
77659,TX,80289
77660,TX,54211
77662,TX,54034
77664,TX,58356
77665,TX,63717
77701,TX,33093
77702,TX,58384
77703,TX,28886
77705,TX,49437
77706,TX,114061
77707,TX,61973
77708,TX,45375
77713,TX,75461
77801,TX,32973
77802,TX,67637
77803,TX,33645
77807,TX,68517
77808,TX,80230
77830,TX,68024
77831,TX,52973
77833,TX,66408
77835,TX,82784
77836,TX,67135
77837,TX,51390
77840,TX,37611
77845,TX,100419
77853,TX,58742
77856,TX,63148
77857,TX,61921
77859,TX,45409
77861,TX,83939
77864,TX,49075
77865,TX,61193
77868,TX,53726
77871,TX,62647
77872,TX,59030
77873,TX,66276
77879,TX,51058
77880,TX,79873
77901,TX,42681
77904,TX,83219
77905,TX,69505
77954,TX,86166
77957,TX,57876
77962,TX,64574
77963,TX,69956
77964,TX,69577
77968,TX,91108
77971,TX,63302
77974,TX,66604
77975,TX,62145
77979,TX,57403
77983,TX,52997
77984,TX,87661
77990,TX,60514
77994,TX,198670
77995,TX,63011
78002,TX,39892
78003,TX,62531
78004,TX,101046
78005,TX,61742
78006,TX,137490
78008,TX,82907
78009,TX,71723
78010,TX,58682
78011,TX,67498
78012,TX,45166
78013,TX,93781
78014,TX,84009
78015,TX,154253
78016,TX,55739
78017,TX,55249
78022,TX,66200
78023,TX,106990
78024,TX,116225
78025,TX,61403
78026,TX,72809
78027,TX,116528
78028,TX,69606
78039,TX,55611
78040,TX,27425
78041,TX,51315
78043,TX,35711
78045,TX,62502
78046,TX,30153
78052,TX,51167
78055,TX,90112
78056,TX,100767
78057,TX,54058
78058,TX,71738
78059,TX,51461
78061,TX,46041
78063,TX,73707
78064,TX,64041
78065,TX,44134
78066,TX,84636
78067,TX,35525
78069,TX,41576
78070,TX,101530
78071,TX,68842
78072,TX,121450
78073,TX,41350
78076,TX,35892
78101,TX,73711
78102,TX,46661
78108,TX,69605
78109,TX,47819
78112,TX,39935
78113,TX,110750
78114,TX,64137
78116,TX,352757
78117,TX,206548
78118,TX,123426
78119,TX,79187
78121,TX,85366
78122,TX,48661
78123,TX,71225
78124,TX,66865
78130,TX,65134
78132,TX,120667
78133,TX,77535
78140,TX,49340
78141,TX,81977
78148,TX,55581
78151,TX,94851
78152,TX,72035
78154,TX,70087
78155,TX,56768
78159,TX,59290
78160,TX,68175
78161,TX,55765
78163,TX,108356
78164,TX,164032
78201,TX,37117
78202,TX,34126
78203,TX,28366
78204,TX,54563
78205,TX,238775
78207,TX,26977
78208,TX,35852
78209,TX,206417
78210,TX,38978
78211,TX,28980
78212,TX,120371
78213,TX,48401
78214,TX,30925
78215,TX,98766
78216,TX,68140
78217,TX,47929
78218,TX,46748
78219,TX,33426
78220,TX,31372
78221,TX,34982
78222,TX,41345
78223,TX,38595
78224,TX,34980
78225,TX,31609
78226,TX,29173
78227,TX,32331
78228,TX,34913
78229,TX,46541
78230,TX,91351
78231,TX,167155
78232,TX,99007
78233,TX,45446
78234,TX,47766
78235,TX,42817
78236,TX,42035
78237,TX,27235
78238,TX,40074
78239,TX,48771
78240,TX,52842
78242,TX,30288
78244,TX,41824
78245,TX,48535
78247,TX,58710
78248,TX,153654
78249,TX,68667
78250,TX,50647
78251,TX,50792
78252,TX,45288
78253,TX,70290
78254,TX,63396
78255,TX,142027
78256,TX,115407
78257,TX,189334
78258,TX,122693
78259,TX,92141
78260,TX,122413
78261,TX,111157
78263,TX,66809
78264,TX,38257
78266,TX,132218
78330,TX,55286
78332,TX,46084
78336,TX,52823
78340,TX,56200
78343,TX,54122
78344,TX,45647
78349,TX,36094
78353,TX,39813
78355,TX,35404
78357,TX,53605
78361,TX,41888
78362,TX,54290
78363,TX,47514
78368,TX,47313
78369,TX,68000
78370,TX,57908
78372,TX,60136
78373,TX,118682
78374,TX,75205
78375,TX,43666
78376,TX,32466
78377,TX,54702
78379,TX,80300
78380,TX,53961
78382,TX,71345
78383,TX,90529
78384,TX,39189
78387,TX,50940
78389,TX,48674
78390,TX,47989
78391,TX,39469
78393,TX,53251
78401,TX,117048
78402,TX,73233
78404,TX,62836
78405,TX,27319
78406,TX,32565
78407,TX,32147
78408,TX,30477
78409,TX,41876
78410,TX,63984
78411,TX,64172
78412,TX,52087
78413,TX,67190
78414,TX,78813
78415,TX,38912
78416,TX,30558
78417,TX,34369
78418,TX,74656
78501,TX,43645
78503,TX,51596
78504,TX,68909
78516,TX,33672
78520,TX,38787
78521,TX,33359
78526,TX,46084
78536,TX,37700
78537,TX,30160
78538,TX,31505
78539,TX,58108
78541,TX,39578
78542,TX,36041
78550,TX,42617
78552,TX,54037
78557,TX,34143
78559,TX,38126
78560,TX,38237
78563,TX,56440
78566,TX,40285
78569,TX,38990
78570,TX,30756
78572,TX,47285
78573,TX,42852
78574,TX,36872
78575,TX,88440
78576,TX,33440
78577,TX,34835
78578,TX,48236
78580,TX,34735
78582,TX,37869
78583,TX,42079
78584,TX,31525
78586,TX,34127
78588,TX,39371
78589,TX,35074
78591,TX,45161
78593,TX,32928
78595,TX,32417
78596,TX,42738
78597,TX,105497
78598,TX,51046
78602,TX,62757
78605,TX,69703
78606,TX,79766
78608,TX,66611
78609,TX,67534
78610,TX,73594
78611,TX,70924
78612,TX,54819
78613,TX,94894
78614,TX,67078
78615,TX,64209
78616,TX,43850
78617,TX,39589
78618,TX,81476
78619,TX,169344
78620,TX,132918
78621,TX,53006
78623,TX,82079
78624,TX,91775
78626,TX,65798
78628,TX,117281
78629,TX,66586
78631,TX,59173
78632,TX,57397
78633,TX,113527
78634,TX,63991
78636,TX,79717
78638,TX,65022
78639,TX,80132
78640,TX,52157
78641,TX,92365
78642,TX,92664
78643,TX,67126
78644,TX,50838
78645,TX,105701
78648,TX,52861
78650,TX,62186
78652,TX,78288
78653,TX,53230
78654,TX,73926
78655,TX,57072
78656,TX,41087
78657,TX,160173
78659,TX,59686
78660,TX,66665
78662,TX,61161
78663,TX,127886
78664,TX,62098
78665,TX,83993
78666,TX,49154
78669,TX,152121
78671,TX,60671
78672,TX,47947
78676,TX,96956
78681,TX,100275
78701,TX,355456
78702,TX,79820
78703,TX,386442
78704,TX,117144
78705,TX,64394
78717,TX,113437
78719,TX,38142
78721,TX,48241
78722,TX,81316
78723,TX,70230
78724,TX,38622
78725,TX,49976
78726,TX,102925
78727,TX,81860
78728,TX,55738
78729,TX,68212
78730,TX,273805
78731,TX,233497
78732,TX,207362
78733,TX,300399
78734,TX,151635
78735,TX,194506
78736,TX,98896
78737,TX,155117
78738,TX,252558
78739,TX,172770
78741,TX,45986
78742,TX,36109
78744,TX,43866
78745,TX,59347
78746,TX,525096
78747,TX,60957
78748,TX,66859
78749,TX,97035
78750,TX,114562
78751,TX,79330
78752,TX,46493
78753,TX,42909
78754,TX,54177
78756,TX,120458
78757,TX,102330
78758,TX,56066
78759,TX,112094
78801,TX,45188
78827,TX,37431
78828,TX,53854
78829,TX,39504
78830,TX,56976
78833,TX,45637
78834,TX,54375
78838,TX,117403
78839,TX,36298
78840,TX,46282
78850,TX,66656
78852,TX,38881
78861,TX,58040
78870,TX,49317
78873,TX,56930
78877,TX,46036
78879,TX,70530
78880,TX,58098
78881,TX,48789
78883,TX,77807
78884,TX,66838
78886,TX,52696
78931,TX,60683
78932,TX,94862
78933,TX,106892
78934,TX,68968
78935,TX,75805
78938,TX,49693
78940,TX,76635
78941,TX,63331
78942,TX,63550
78943,TX,34500
78944,TX,66890
78945,TX,76744
78946,TX,56136
78947,TX,69658
78948,TX,63756
78949,TX,83495
78950,TX,82128
78953,TX,64550
78954,TX,114653
78956,TX,61800
78957,TX,56921
78959,TX,41413
78962,TX,69081
78963,TX,57412
79001,TX,48915
79005,TX,82950
79007,TX,60955
79009,TX,41744
79012,TX,114513
79013,TX,35088
79014,TX,84556
79015,TX,73116
79018,TX,51700
79019,TX,66240
79022,TX,68648
79024,TX,52364
79027,TX,61512
79029,TX,53353
79031,TX,50941
79034,TX,62476
79035,TX,49478
79036,TX,68258
79039,TX,64334
79040,TX,80111
79041,TX,43817
79042,TX,56830
79043,TX,40559
79044,TX,58072
79045,TX,47260
79046,TX,56290
79052,TX,53402
79057,TX,54905
79059,TX,73445
79061,TX,71100
79062,TX,68910
79063,TX,69729
79064,TX,45607
79065,TX,57097
79068,TX,69276
79070,TX,68829
79072,TX,45589
79079,TX,55870
79080,TX,56178
79081,TX,66584
79082,TX,48183
79083,TX,67238
79084,TX,59881
79086,TX,61994
79087,TX,52676
79088,TX,49561
79092,TX,66548
79095,TX,53200
79096,TX,68373
79097,TX,64054
79098,TX,52683
79101,TX,69545
79102,TX,45375
79103,TX,37435
79104,TX,30187
79106,TX,49755
79107,TX,30271
79108,TX,48879
79109,TX,72590
79110,TX,46549
79111,TX,45638
79118,TX,67712
79119,TX,109999
79121,TX,102592
79124,TX,116143
79201,TX,51378
79225,TX,47678
79226,TX,43553
79227,TX,44736
79229,TX,53725
79235,TX,52643
79237,TX,37625
79241,TX,49727
79244,TX,45948
79245,TX,38705
79248,TX,41000
79250,TX,54607
79252,TX,48190
79255,TX,48494
79256,TX,42163
79257,TX,54054
79261,TX,41217
79311,TX,54993
79312,TX,37586
79313,TX,49984
79316,TX,49782
79322,TX,47340
79323,TX,69109
79325,TX,62926
79329,TX,70066
79331,TX,64249
79336,TX,60874
79339,TX,47571
79342,TX,62738
79343,TX,45785
79345,TX,48678
79346,TX,48364
79347,TX,47906
79350,TX,44560
79351,TX,64867
79355,TX,67981
79356,TX,59378
79357,TX,41255
79358,TX,72354
79359,TX,49350
79360,TX,62135
79363,TX,73048
79364,TX,49046
79366,TX,121047
79367,TX,49866
79370,TX,57208
79371,TX,57355
79372,TX,72854
79373,TX,59935
79377,TX,47408
79379,TX,49196
79381,TX,74852
79382,TX,76168
79401,TX,29708
79403,TX,33412
79404,TX,32376
79407,TX,70367
79410,TX,57882
79411,TX,29434
79412,TX,32687
79413,TX,53519
79414,TX,37332
79415,TX,32922
79416,TX,58242
79423,TX,78514
79424,TX,99833
79501,TX,51587
79502,TX,55991
79504,TX,55068
79505,TX,44890
79506,TX,61644
79508,TX,76023
79510,TX,53244
79511,TX,99144
79512,TX,59268
79520,TX,48401
79521,TX,52583
79525,TX,55032
79526,TX,73650
79527,TX,68168
79528,TX,59370
79529,TX,44979
79530,TX,52969
79532,TX,51172
79533,TX,37247
79536,TX,55389
79538,TX,43681
79541,TX,78200
79543,TX,56455
79544,TX,47892
79545,TX,62577
79546,TX,54904
79547,TX,50907
79549,TX,65210
79553,TX,49910
79556,TX,52827
