zip_code,lat,lng,temp,pressure,humidity,wind_speed,clouds
00824,17.74,-64.7,24.4,1019,85,3.13,20
00821,17.74,-64.7,24.4,1019,85,3.13,20
00820,17.74,-64.7,24.4,1019,85,3.13,20
00851,17.73,-64.8,23.84,1017,73,3.13,20
00830,18.33,-64.79,23.88,1017,86,4.63,0
00822,17.74,-64.7,24.4,1019,85,3.13,20
00841,17.71,-64.88,23.87,1017,73,3.09,20
00805,18.34,-64.93,24.25,1017,86,4.63,0
00823,17.74,-64.7,24.4,1019,85,3.13,20
00902,18.4,-66.06,23.41,1016,86,3.6,40
00850,17.76,-64.82,23.63,1019,85,3.13,20
00804,18.35,-64.93,23.28,1017,86,4.63,0
00913,18.45,-66.04,23.63,1017,85,3.6,40
00911,18.45,-66.06,23.67,1017,85,3.6,40
00910,18.4,-66.06,23.41,1016,86,3.6,40
00914,18.4,-66.06,23.41,1016,86,3.6,40
00907,18.45,-66.08,23.63,1016,85,3.6,40
00917,18.42,-66.05,23.55,1016,85,3.6,40
00909,18.44,-66.07,23.61,1016,85,3.6,40
00918,18.42,-66.07,23.53,1016,85,3.6,40
00912,18.45,-66.06,23.67,1017,85,3.6,40
00906,18.46,-66.09,23.68,1016,85,3.6,40
00915,18.44,-66.05,23.59,1017,85,3.6,40
00919,18.4,-66.06,23.41,1016,86,3.6,40
00926,18.35,-66.05,22.65,1016,86,3.6,40
00916,18.4,-66.06,23.41,1016,86,3.6,40
00920,18.41,-66.09,23.49,1016,85,3.6,40
00924,18.4,-66.01,23.4,1017,86,3.6,40
00923,18.41,-66.04,23.47,1016,85,3.6,40
00921,18.39,-66.09,23.41,1016,85,3.6,40
00928,18.4,-66.06,23.41,1016,86,3.6,40
00922,18.4,-66.06,23.41,1016,86,3.6,40
00933,18.4,-66.06,23.41,1016,86,3.6,40
00925,18.4,-66.05,23.36,1016,86,3.6,40
00927,18.4,-66.06,23.41,1016,86,3.6,40
00929,18.4,-66.06,23.41,1016,86,3.6,40
00930,18.4,-66.06,23.41,1016,86,3.6,40
00935,18.4,-66.06,23.41,1016,86,3.6,40
00934,18.41,-66.12,23.44,1016,85,3.6,40
00931,18.4,-66.06,23.41,1016,86,3.6,40
00951,18.43,-66.25,23.66,1016,82,3.58,6
00937,18.4,-66.06,23.41,1016,86,3.6,40
00970,18.38,-66.11,23.21,1016,85,3.6,40
00936,18.4,-66.07,23.47,1016,86,3.6,40
00965,18.43,-66.11,23.63,1016,85,3.6,40
00953,18.39,-66.25,23.53,1016,82,3.05,7
00954,18.39,-66.25,23.53,1016,82,3.05,7
00939,18.4,-66.06,23.41,1016,86,3.6,40
00955,18.4,-66.06,23.41,1016,86,3.6,40
00950,18.46,-66.23,23.85,1016,82,4.04,6
00940,18.4,-66.06,23.41,1016,86,3.6,40
00958,18.28,-66.13,21.16,1016,85,1.59,8
00960,18.42,-66.15,23.56,1016,85,3.6,40
00949,18.44,-66.25,23.68,1016,82,3.71,6
00961,18.41,-66.17,23.37,1017,85,3.6,40
00959,18.39,-66.15,23.45,1016,85,3.6,40
00963,18.43,-66.11,23.63,1016,85,3.6,40
00956,18.32,-66.17,22.54,1016,85,2.17,8
00984,18.4,-65.98,23.45,1017,86,3.6,40
00976,18.36,-66.01,23.22,1016,86,3.6,40
01001,42.0702,-72.6227,7.97,1014,89,0.45,100
01002,42.3671,-72.4646,6.87,1015,91,1.53,97
00952,18.42,-66.19,23.4,1017,85,3.6,40
00969,18.38,-66.11,23.21,1016,85,3.6,40
00971,18.32,-66.12,21.97,1016,86,3.6,40
00968,18.41,-66.1,23.47,1016,85,3.6,40
00975,18.4,-66.06,23.41,1016,86,3.6,40
00962,18.44,-66.15,23.99,1016,85,3.6,40
00987,18.34,-65.94,22.07,1017,87,3.6,40
01007,42.2751,-72.411,7.06,1014,85,0.0,100
00966,18.4,-66.12,23.33,1016,85,3.6,40
00985,18.41,-65.95,23.51,1017,86,3.6,40
00977,18.36,-66.01,23.22,1016,86,3.6,40
00981,18.4,-65.98,23.45,1017,86,3.6,40
01003,42.3919,-72.5248,7.35,1015,93,1.48,97
00957,18.37,-66.19,23.19,1016,82,2.87,7
01008,42.1829,-72.9361,5.27,1014,92,0.0,100
00979,18.44,-66.03,23.61,1017,85,3.6,40
00978,18.37,-66.01,23.15,1016,86,3.6,40
00983,18.4,-65.98,23.45,1017,86,3.6,40
01005,42.4097,-72.1084,4.89,1015,94,1.89,97
01004,42.3845,-72.5132,7.39,1015,93,1.5,97
00982,18.41,-65.99,23.52,1017,85,3.6,40
00986,18.4,-65.98,23.45,1017,86,3.6,40
00988,18.4,-65.98,23.45,1017,86,3.6,40
01009,42.2061,-72.3405,6.69,1014,76,0.0,100
01014,42.1707,-72.6048,7.68,1014,89,0.45,100
01010,42.1165,-72.1885,5.17,1013,87,2.18,96
01011,42.2794,-72.9888,7.08,1014,89,2.77,97
01012,42.3923,-72.8256,5.84,1015,82,1.71,99
01013,42.1487,-72.6079,7.93,1014,89,0.45,100
01020,42.1764,-72.5761,7.65,1014,89,0.0,100
01022,42.1934,-72.5544,7.62,1014,89,0.0,100
01030,42.0718,-72.6751,7.74,1014,89,0.45,100
01035,42.3606,-72.5715,7.7,1014,90,0.0,100
01029,42.1909,-73.0517,5.31,1014,90,1.79,94
01032,42.4404,-72.7995,5.43,1014,80,1.58,99
01021,42.1707,-72.6048,7.68,1014,89,0.45,100
01028,42.0672,-72.5056,7.48,1014,85,0.0,100
01034,42.1127,-72.952,5.86,1013,84,1.79,96
01026,42.4633,-72.9202,5.64,1008,59,2.5,98
01036,42.0648,-72.4318,6.82,1014,83,0.0,100
01027,42.2668,-72.669,7.73,1014,90,0.0,100
01033,42.2557,-72.52,7.53,1014,89,0.0,100
01040,42.202,-72.6262,7.71,1014,89,0.0,100
01039,42.3818,-72.7032,6.7,1014,90,1.41,99
01041,42.2043,-72.6162,7.81,1014,90,0.0,100
01037,42.3479,-72.2253,5.63,1015,94,1.8,98
01031,42.3322,-72.1986,5.12,1015,94,1.87,98
01054,42.4682,-72.4993,7.1,1015,91,1.42,95
01066,42.4067,-72.6339,7.71,1013,90,1.41,98
01059,42.4104,-72.5309,7.58,1015,93,1.46,97
01050,42.2653,-72.8733,7.18,1014,91,0.0,100
01056,42.1728,-72.471,7.57,1014,84,0.0,100
01053,42.3543,-72.7034,7.3,1014,90,1.44,99
01071,42.1471,-72.8403,6.43,1015,92,0.45,100
01057,42.101,-72.3196,6.47,1014,93,2.0,97
01062,42.3219,-72.6928,7.45,1014,90,0.0,100
01038,42.3844,-72.6167,7.71,1013,91,1.44,98
01069,42.1762,-72.3288,6.56,1014,76,0.0,100
01061,42.3696,-72.636,7.73,1013,90,1.45,98
01063,42.3179,-72.6402,7.69,1014,90,0.0,100
01070,42.5144,-72.9183,5.56,1014,49,2.51,98
01072,42.482,-72.4213,5.72,1015,66,1.54,100
01075,42.2375,-72.5811,7.75,1014,89,0.0,100
01086,42.1734,-72.848,6.74,1014,92,0.45,100
01074,42.3854,-72.0954,5.23,1015,79,1.95,97
01090,42.1707,-72.6048,7.68,1014,89,0.45,100
01088,42.3906,-72.6469,7.55,1013,91,1.42,98
01081,42.0627,-72.2046,4.7,1014,87,2.27,95
01060,42.3223,-72.6313,7.76,1014,90,0.0,100
01084,42.3903,-72.8709,6.14,1015,77,2.0,98
01082,42.2618,-72.2583,6.29,1015,93,1.9,99
01083,42.204,-72.1994,5.63,1015,87,2.05,98
01077,42.0511,-72.7706,7.62,1014,91,0.0,100
01068,42.348,-72.0513,4.53,1014,73,2.57,100
01079,42.1929,-72.3296,6.73,1014,76,0.0,100
01089,42.1151,-72.6411,7.81,1014,89,0.45,100
01093,42.4427,-72.6525,6.96,1015,90,1.37,98
01096,42.4085,-72.778,5.71,1015,90,1.47,99
01106,42.0507,-72.5676,7.78,1014,86,0.45,100
01080,42.1819,-72.3624,7.15,1014,76,0.0,100
01144,42.1018,-72.5915,7.98,1014,87,0.45,100
01085,42.1251,-72.7495,7.87,1014,91,0.0,100
01116,42.1707,-72.6048,7.68,1014,89,0.45,100
01073,42.2247,-72.7194,7.68,1014,90,0.0,100
01108,42.0853,-72.5584,7.73,1014,87,0.45,100
01098,42.3843,-72.9314,5.7,1014,58,2.46,98
01097,42.164,-72.8295,7.64,1014,92,0.45,100
01101,42.1015,-72.5898,7.98,1014,87,0.45,100
01105,42.0999,-72.5783,7.75,1014,87,0.45,100
01102,42.1707,-72.6048,7.68,1014,89,0.45,100
01152,42.1707,-72.6048,7.68,1014,89,0.45,100
01129,42.1223,-72.4876,7.58,1014,86,0.0,100
01115,42.1029,-72.5916,7.93,1014,87,0.45,100
01095,42.1245,-72.4464,7.47,1014,84,0.0,100
01104,42.1288,-72.5778,7.71,1014,88,0.45,100
01195,42.1,-72.58,7.75,1014,87,0.45,100
01094,42.3582,-72.1408,5.56,1015,94,1.91,98
01109,42.1145,-72.5543,7.69,1014,87,0.45,100
01128,42.0944,-72.4889,7.61,1014,86,0.0,100
01111,42.1707,-72.6048,7.68,1014,89,0.45,100
01118,42.0929,-72.5274,7.65,1014,87,0.45,100
01107,42.1179,-72.6065,7.99,1014,88,0.45,100
01151,42.1532,-72.505,7.65,1014,86,0.0,100
01220,42.6223,-73.1172,7.31,1018,51,1.79,99
01223,42.3594,-73.1203,5.57,1013,71,3.09,100
01201,42.4531,-73.2471,7.24,1012,71,3.09,100
01103,42.1029,-72.5887,7.88,1014,87,0.45,100
01138,42.1707,-72.6048,7.68,1014,89,0.45,100
01203,42.3929,-73.2285,6.55,1013,72,3.09,100
01119,42.1247,-72.5121,7.64,1014,87,0.0,100
01133,42.1,-72.59,7.98,1014,87,0.45,100
01092,42.2029,-72.229,5.74,1015,87,2.03,98
01202,42.3929,-73.2285,6.55,1013,72,3.09,100
01230,42.1959,-73.3607,7.46,1009,89,3.18,88
01222,42.0596,-73.3202,7.02,1013,49,3.07,92
01224,42.5126,-73.1929,6.96,1012,59,3.09,100
01225,42.5611,-73.158,7.27,1014,58,3.09,100
01229,42.2793,-73.3435,7.16,1013,85,3.09,100
01139,42.1707,-72.6048,7.68,1014,89,0.45,100
01226,42.475,-73.1603,6.79,1012,59,3.09,100
01199,42.1199,-72.605,7.84,1014,88,0.45,100
01227,42.4737,-73.1662,6.83,1012,59,3.09,100
01235,42.4298,-73.0724,5.33,1011,59,3.09,100
01243,42.3561,-73.0104,5.32,1014,66,3.03,97
01237,42.5173,-73.2282,6.82,1012,60,3.09,100
01238,42.299,-73.2317,7.13,1012,82,3.09,100
01247,42.6955,-73.08,6.62,1013,56,1.79,100
01236,42.2653,-73.3745,7.3,1011,85,3.09,100
01242,42.3386,-73.2509,7.1,1013,79,3.09,100
01240,42.3642,-73.2713,6.88,1013,79,3.09,100
01254,42.3784,-73.3645,7.08,1013,80,3.09,100
01252,42.1986,-73.4462,7.35,1009,86,3.07,89
01245,42.1867,-73.2065,5.91,1014,90,3.23,89
01256,42.577,-73.0233,4.57,1018,53,1.79,99
01244,42.1228,-73.254,5.57,1014,62,3.27,89
01258,42.1012,-73.4566,5.54,1013,90,2.92,94
01253,42.1931,-73.0918,5.83,1013,90,1.79,93
01257,42.1001,-73.3611,7.24,1013,90,3.04,92
01264,42.22,-73.1979,6.65,1011,90,3.25,89
01262,42.301,-73.3223,7.0,1013,83,3.09,100
01255,42.1094,-73.1163,6.1,1013,69,1.79,92
01259,42.078,-73.2609,6.03,1014,69,3.21,90
01342,42.5406,-72.6072,7.62,1015,79,1.21,96
01302,42.5222,-72.6242,7.68,1015,80,1.27,96
01267,42.7089,-73.2036,8.12,1013,58,1.79,100
01301,42.6013,-72.6236,7.58,1009,78,1.03,97
01270,42.515,-73.0412,4.7,1008,46,3.36,99
01266,42.3348,-73.3825,7.23,1013,81,3.09,100
01263,42.3929,-73.2285,6.55,1013,72,3.09,100
01339,42.608,-72.8901,6.92,1015,51,0.45,99
01337,42.6952,-72.5772,6.31,1011,78,0.73,97
01260,42.2779,-73.2773,7.22,1013,85,3.09,100
01330,42.5232,-72.811,5.67,1014,72,1.65,98
01331,42.5959,-72.2267,5.91,1015,74,1.54,100
01351,42.5429,-72.5328,7.47,1015,79,1.23,95
01379,42.5656,-72.4009,5.53,1015,74,1.54,100
01347,42.5566,-72.5181,7.32,1015,75,1.54,100
01354,42.6404,-72.4995,7.21,1012,75,1.54,100
01340,42.679,-72.7265,6.85,1015,74,0.45,99
01341,42.5138,-72.7025,6.83,1014,77,1.29,98
01360,42.6887,-72.451,7.13,1013,75,1.54,100
01346,42.6853,-72.8391,5.54,1015,71,0.45,99
01338,42.5736,-72.8213,6.45,1015,76,0.45,99
01364,42.6129,-72.2924,5.97,1015,76,1.54,100
01375,42.4539,-72.5676,7.51,1015,88,1.4,96
01344,42.6076,-72.4292,6.87,1015,74,1.54,100
01349,42.582,-72.4926,7.08,1012,75,1.54,100
01376,42.5954,-72.5557,7.18,1009,78,1.04,96
01373,42.4756,-72.6153,7.61,1015,88,1.35,97
01350,42.7215,-72.9762,5.16,1013,57,2.38,100
01355,42.5146,-72.3062,6.52,1015,66,1.54,100
01366,42.4898,-72.1893,4.92,1015,66,1.54,100
01441,42.5459,-71.9106,4.0,1014,72,0.0,0
01380,42.5534,-72.3927,5.67,1015,74,1.54,100
01343,42.6427,-72.9862,5.58,1014,46,2.68,99
01367,42.6953,-72.9258,5.64,1015,54,0.45,99
01368,42.6722,-72.1964,4.78,1014,76,1.54,100
01432,42.5591,-71.5788,4.83,1014,74,0.0,0
01370,42.6022,-72.7391,7.33,1015,77,0.45,98
01420,42.5796,-71.8031,4.76,1014,74,0.0,0
01378,42.6671,-72.3397,4.93,1015,77,1.54,100
01436,42.5936,-72.0646,4.52,1015,73,1.66,94
01462,42.5884,-71.7266,4.62,1014,73,0.0,0
01430,42.6496,-71.9267,3.76,1013,74,0.0,0
01453,42.5274,-71.7563,4.93,1014,72,0.0,0
01451,42.4986,-71.5753,4.3,1014,74,1.61,82
01464,42.5734,-71.6483,4.65,1015,73,0.0,0
01460,42.5401,-71.4877,4.79,1013,75,2.57,0
01463,42.6689,-71.5934,4.83,1013,73,0.0,0
01431,42.6745,-71.8174,4.07,1014,74,0.0,0
01434,42.5385,-71.6115,4.75,1015,74,1.54,86
01470,42.6112,-71.5745,4.6,1013,74,0.0,0
01452,42.4865,-72.0012,4.34,1015,73,2.0,97
01450,42.6124,-71.5584,4.57,1013,73,0.0,0
01438,42.5631,-72.037,4.21,1015,73,1.78,95
01440,42.574,-71.9898,3.99,1015,73,0.0,0
01468,42.546,-72.065,3.89,1015,72,1.76,95
01505,42.3377,-71.731,4.53,1014,77,1.84,97
01501,42.2055,-71.8391,4.94,1015,81,0.45,97
01475,42.6789,-72.0475,4.53,1014,76,0.0,75
01467,42.4871,-71.6131,4.6,1014,74,1.62,86
01473,42.5483,-71.9096,4.04,1014,72,0.0,0
01503,42.3844,-71.6356,4.85,1013,76,1.72,87
01472,42.6043,-71.6273,4.84,1016,74,0.0,0
01471,42.6112,-71.5745,4.65,1013,74,0.0,0
01506,42.1991,-72.0989,5.28,1014,80,2.57,100
01477,42.69,-72.01,4.23,1014,76,0.89,75
01474,42.6678,-71.7522,4.85,1014,75,0.0,0
01469,42.6525,-71.6896,4.93,1014,74,0.0,0
01504,42.0287,-71.5269,4.78,1013,87,3.09,0
01508,42.1459,-71.9884,4.64,1014,83,2.23,96
01517,42.46,-71.89,3.44,1014,71,0.0,0
01518,42.1228,-72.1178,4.94,1013,88,2.19,96
01519,42.2004,-71.6868,4.66,1015,77,1.92,91
01523,42.451,-71.6868,4.95,1014,74,1.67,93
01521,42.0403,-72.1544,4.98,1013,87,2.28,94
01520,42.342,-71.8414,4.53,1014,77,1.92,99
01507,42.1379,-71.9664,4.43,1013,83,2.2,96
01509,42.1731,-71.9787,4.38,1014,82,2.22,97
01515,42.2193,-72.0481,5.18,1014,78,2.57,100
01510,42.4181,-71.6828,4.73,1015,75,1.71,92
01522,42.3755,-71.8706,4.4,1014,75,1.91,98
01516,42.0528,-71.7509,4.37,1014,78,0.45,92
01525,42.0973,-71.6448,4.84,1015,83,1.94,86
01524,42.237,-71.9188,4.35,1015,82,0.45,98
01526,42.0945,-71.7476,4.71,1014,78,2.04,93
01527,42.1968,-71.7644,4.93,1014,77,2.01,97
01529,42.0331,-71.5798,4.58,1013,86,3.09,0
01536,42.2297,-71.7037,4.94,1014,77,1.93,93
01540,42.1129,-71.8687,4.92,1015,83,2.12,95
01535,42.2665,-72.0821,4.81,1014,79,2.57,100
01542,42.1997,-71.9069,4.6,1015,82,0.45,97
01541,42.4508,-71.8762,3.96,1014,71,0.0,0
01531,42.3198,-72.1306,4.81,1015,94,1.99,98
01538,42.0876,-71.6412,4.89,1015,83,1.94,86
01532,42.3182,-71.6464,4.91,1014,79,1.79,88
01537,42.1655,-71.886,4.77,1015,82,0.45,96
01550,42.075,-72.0353,5.46,1014,85,2.22,95
01545,42.2848,-71.7205,4.44,1014,80,1.9,96
01543,42.3762,-71.949,4.01,1015,74,2.57,100
01534,42.1494,-71.6564,4.76,1015,81,1.91,88
01562,42.2441,-71.9906,4.58,1016,79,2.57,100
01560,42.176,-71.6927,4.94,1015,77,1.94,91
01566,42.1126,-72.0842,5.22,1013,86,2.21,96
01561,42.4435,-71.6861,4.88,1014,74,1.68,93
01568,42.1756,-71.6032,4.76,1015,82,1.85,83
01564,42.4354,-71.7752,4.66,1014,72,0.0,0
01580,42.26,-71.61,4.86,1013,77,1.8,84
01546,42.3648,-71.8969,4.43,1015,75,1.96,98
01582,42.26,-71.61,4.86,1013,77,1.8,84
01612,42.3066,-71.9202,3.82,1016,77,0.45,98
01570,42.0521,-71.8486,4.86,1014,85,2.12,93
01581,42.2679,-71.6176,5.01,1014,76,1.81,85
01608,42.2624,-71.8003,4.87,1016,81,0.45,99
01569,42.0744,-71.6329,4.84,1014,84,0.45,85
01590,42.1266,-71.7552,4.3,1014,79,2.03,94
01586,42.1712,-71.8037,4.59,1014,83,2.05,96
01585,42.2441,-72.1511,5.39,1015,87,2.07,99
01571,42.0489,-71.8932,5.08,1014,84,2.15,93
01607,42.2303,-71.7938,4.91,1015,81,0.45,98
01605,42.2894,-71.7888,4.35,1015,79,1.96,99
01583,42.3584,-71.7838,4.72,1015,77,1.85,99
01588,42.1153,-71.6644,4.58,1015,82,1.94,88
01701,42.3007,-71.4255,4.98,1012,83,0.89,64
01615,42.2626,-71.8023,4.87,1016,81,0.45,99
01606,42.311,-71.7958,4.43,1015,78,1.93,99
01601,42.2626,-71.8023,4.87,1016,81,0.45,99
01603,42.245,-71.838,4.96,1015,80,0.45,98
01610,42.2492,-71.8108,4.92,1015,81,0.45,99
01613,42.2933,-71.802,4.57,1016,79,0.45,99
01604,42.2541,-71.7746,4.74,1015,81,0.45,99
01614,42.2626,-71.8023,4.87,1016,81,0.45,99
01602,42.2703,-71.8417,4.59,1015,79,0.45,99
01611,42.2373,-71.875,4.52,1015,81,0.45,98
01609,42.2826,-71.8277,4.69,1016,79,0.45,99
01653,42.3648,-71.8969,4.36,1015,75,1.96,98
01704,42.4464,-71.4594,4.95,1013,77,2.57,0
01719,42.4884,-71.5178,4.73,1014,75,2.57,0
01703,42.4464,-71.4594,4.95,1013,77,2.57,0
01748,42.219,-71.5302,4.38,1014,83,0.89,76
01654,42.26,-71.8,4.88,1016,81,0.45,99
01741,42.5286,-71.3519,4.97,1013,76,2.57,0
01720,42.4751,-71.4483,5.04,1013,75,2.57,0
01721,42.2539,-71.4583,4.91,1013,82,0.45,67
01740,42.4365,-71.6076,4.42,1012,75,1.66,85
01746,42.2026,-71.4361,4.72,1013,86,0.89,67
01702,42.2822,-71.4339,5.08,1013,85,0.45,65
01731,42.4567,-71.2795,5.17,1013,80,2.57,0
01718,42.4851,-71.4328,4.86,1013,76,2.57,0
01742,42.4567,-71.3747,5.13,1013,78,2.57,0
01747,42.1268,-71.5376,4.71,1013,85,1.83,79
01803,42.5089,-71.2004,5.01,1011,81,2.57,0
01760,42.2875,-71.3574,5.09,1013,84,2.06,0
01773,42.4217,-71.3137,4.97,1013,80,2.57,0
01754,42.4321,-71.455,5.04,1013,78,2.57,0
01756,42.0967,-71.5499,4.62,1014,85,1.86,80
01772,42.2939,-71.532,4.85,1013,81,1.71,76
01784,42.2376,-71.562,4.75,1014,82,1.77,79
01705,42.4464,-71.4594,4.94,1013,77,2.57,0
01757,42.1511,-71.5274,4.57,1013,85,1.8,77
01775,42.4308,-71.515,4.97,1013,76,2.57,0
01749,42.3918,-71.5609,5.01,1012,76,1.67,80
01776,42.3837,-71.4282,5.07,1012,79,2.57,0
01655,42.3648,-71.8969,4.31,1015,75,1.96,98
01810,42.6496,-71.1565,4.83,1014,79,0.0,0
01807,42.48,-71.15,5.28,1012,82,4.12,0
01745,42.2934,-71.5028,4.62,1012,83,0.89,73
01822,42.5584,-71.2689,4.76,1013,77,2.57,0
01752,42.3509,-71.5434,4.65,1012,78,1.69,78
01808,42.5,-71.12,5.24,1013,83,4.12,0
01801,42.4829,-71.1574,5.3,1012,82,4.12,0
01805,42.5048,-71.1956,4.96,1011,81,2.57,0
01730,42.4843,-71.2768,5.2,1013,80,2.57,0
01821,42.5519,-71.2518,5.05,1013,79,2.57,0
01815,42.4793,-71.1523,5.3,1012,82,4.12,0
01778,42.3486,-71.3588,5.03,1012,82,2.57,0
01827,42.6739,-71.4952,4.78,1013,74,0.0,0
