zipcode,state,avg_income,Zips.primary_city,latitude,longitude,Zips.county,Zips.estimated_population
1301,MA,54437,Greenfield,42.58,-72.59,Franklin County,13381
1330,MA,68706,Ashfield,42.53,-72.78,Franklin County,1345
1331,MA,52100,Athol,42.59,-72.23,Worcester County,10562
1337,MA,63565,Bernardston,42.66,-72.55,Franklin County,2438
1338,MA,62166,Buckland,42.6,-72.78,Franklin County,0
1339,MA,58721,Charlemont,42.63,-72.88,Franklin County,1250
1340,MA,57917,Colrain,42.66,-72.68,Franklin County,1581
1341,MA,93434,Conway,42.51,-72.68,Franklin County,1541
1342,MA,78969,Deerfield,42.55,-72.6,Franklin County,1238
1344,MA,52635,Erving,42.6,-72.4,Franklin County,1247
1346,MA,53173,Heath,42.66,-72.83,Franklin County,0
1349,MA,48483,Millers Falls,42.59,-72.55,Franklin County,697
1351,MA,64524,Montague,42.53,-72.53,Franklin County,2016
1354,MA,63791,Gill,42.7,-72.43,Franklin County,1338
1355,MA,63438,New Salem,42.5,-72.33,Franklin County,803
1360,MA,63808,Northfield,42.7,-72.43,Franklin County,2627
1364,MA,47782,Orange,42.59,-72.3,Franklin County,6044
1366,MA,77485,Petersham,42.48,-72.18,Worcester County,1104
1367,MA,54517,Rowe,42.7,-72.9,Franklin County,444
1368,MA,65615,Royalston,42.68,-72.18,Worcester County,1081
1370,MA,63384,Shelburne Falls,42.6,-72.74,Franklin County,3439
1373,MA,79071,South Deerfield,42.47,-72.59,Franklin County,4019
1375,MA,66780,Sunderland,42.46,-72.58,Franklin County,2777
1376,MA,44897,Turners Falls,42.59,-72.55,Franklin County,3968
1378,MA,53215,Warwick,42.68,-72.33,Franklin County,611
1379,MA,50335,Wendell,42.55,-72.4,Franklin County,625
1420,MA,47901,Fitchburg,42.58,-71.81,Worcester County,28652
1430,MA,81544,Ashburnham,42.63,-71.9,Worcester County,5364
1431,MA,71580,Ashby,42.68,-71.81,Middlesex County,2749
1432,MA,75940,Ayer,42.56,-71.58,Middlesex County,6017
1434,MA,86881,Devens,42.53,-71.61,Worcester County,0
1436,MA,53808,Baldwinville,42.6,-72.07,Worcester County,2457
1440,MA,51613,Gardner,42.58,-71.98,Worcester County,15067
1450,MA,150068,Groton,42.6,-71.57,Middlesex County,9198
1451,MA,190423,Harvard,42.5,-71.58,Worcester County,4672
1452,MA,80584,Hubbardston,42.48,-72.01,Worcester County,3932
1453,MA,61518,Leominster,42.51,-71.77,Worcester County,34034
1460,MA,118034,Littleton,42.53,-71.47,Middlesex County,8001
1462,MA,83781,Lunenburg,42.59,-71.72,Worcester County,9073
1463,MA,84967,Pepperell,42.66,-71.58,Middlesex County,10100
1464,MA,77901,Shirley,42.54,-71.65,Middlesex County,5028
1468,MA,65757,Templeton,42.55,-72.06,Worcester County,3579
1469,MA,75733,Townsend,42.66,-71.7,Middlesex County,6266
1473,MA,81949,Westminster,42.55,-71.9,Worcester County,6741
1474,MA,76370,West Townsend,42.66,-71.74,Middlesex County,1866
1475,MA,56159,Winchendon,42.68,-72.04,Worcester County,7879
1501,MA,73172,Auburn,42.2,-71.83,Worcester County,14232
1503,MA,107574,Berlin,42.38,-71.63,Worcester County,2462
1504,MA,67722,Blackstone,42.01,-71.5,Worcester County,7808
1505,MA,136548,Boylston,42.35,-71.73,Worcester County,3993
1506,MA,64061,Brookfield,42.21,-72.1,Worcester County,2920
1507,MA,82590,Charlton,42.13,-71.96,Worcester County,10873
1510,MA,61076,Clinton,42.41,-71.68,Worcester County,11365
1515,MA,68454,East Brookfield,42.22,-72.04,Worcester County,1985
1516,MA,80834,Douglas,42.05,-71.73,Worcester County,7565
1518,MA,109811,Fiskdale,42.12,-72.11,Worcester County,2639
1519,MA,115747,Grafton,42.2,-71.68,Worcester County,6093
1520,MA,99297,Holden,42.35,-71.85,Worcester County,12865
1521,MA,71059,Holland,42.05,-72.15,Hampden County,2069
1522,MA,87002,Jefferson,42.38,-71.87,Worcester County,2984
1523,MA,113957,Lancaster,42.45,-71.66,Worcester County,4777
1524,MA,68060,Leicester,42.25,-71.9,Worcester County,5678
1527,MA,72497,Millbury,42.19,-71.76,Worcester County,11467
1529,MA,66677,Millville,42.03,-71.58,Worcester County,2734
1531,MA,70800,New Braintree,42.31,-72.13,Worcester County,865
1532,MA,144782,Northborough,42.31,-71.64,Worcester County,13113
1534,MA,86435,Northbridge,42.15,-71.65,Worcester County,4939
1535,MA,60896,North Brookfield,42.27,-72.08,Worcester County,3925
1536,MA,101900,North Grafton,42.23,-71.69,Worcester County,5828
1537,MA,61322,North Oxford,42.16,-71.88,Worcester County,1951
1540,MA,65431,Oxford,42.11,-71.87,Worcester County,9660
1541,MA,114416,Princeton,42.45,-71.86,Worcester County,3224
1542,MA,66300,Rochdale,42.2,-71.9,Worcester County,1907
1543,MA,81490,Rutland,42.36,-71.95,Worcester County,6893
1545,MA,126228,Shrewsbury,42.3,-71.71,Worcester County,30759
1550,MA,46001,Southbridge,42.08,-72.03,Worcester County,13355
1560,MA,89184,South Grafton,42.17,-71.68,Worcester County,3675
1562,MA,63011,Spencer,42.24,-71.99,Worcester County,9747
1564,MA,99213,Sterling,42.43,-71.75,Worcester County,7104
1566,MA,96829,Sturbridge,42.09,-72.06,Worcester County,5934
1568,MA,116107,Upton,42.17,-71.61,Worcester County,6440
1569,MA,79333,Uxbridge,42.08,-71.6,Worcester County,11159
1570,MA,57930,Webster,42.04,-71.87,Worcester County,13308
1571,MA,64505,Dudley,42.05,-71.93,Worcester County,9200
1581,MA,129324,Westborough,42.26,-71.61,Worcester County,16691
1583,MA,83279,West Boylston,42.36,-71.78,Worcester County,5947
1585,MA,77316,West Brookfield,42.23,-72.14,Worcester County,3585
1588,MA,73095,Whitinsville,42.11,-71.67,Worcester County,7937
1590,MA,112597,Sutton,42.15,-71.76,Worcester County,7702
1602,MA,62947,Worcester,42.26,-71.8,Worcester County,18196
1603,MA,43417,Worcester,42.26,-71.8,Worcester County,14610
1604,MA,49443,Worcester,42.26,-71.8,Worcester County,26294
1605,MA,47022,Worcester,42.26,-71.8,Worcester County,18175
1606,MA,61044,Worcester,42.26,-71.8,Worcester County,16439
1607,MA,44227,Worcester,42.26,-71.8,Worcester County,6146
1608,MA,46989,Worcester,42.26,-71.8,Worcester County,2396
1609,MA,94879,Worcester,42.26,-71.8,Worcester County,11815
1610,MA,32128,Worcester,42.26,-71.8,Worcester County,12571
1611,MA,55072,Cherry Valley,42.23,-71.87,Worcester County,1777
1612,MA,96201,Paxton,42.31,-71.93,Worcester County,3934
1701,MA,106651,Framingham,42.3,-71.43,Middlesex County,27821
1702,MA,64280,Framingham,42.3,-71.43,Middlesex County,23402
1718,MA,102333,Village Of Nagog Woods,42.51,-71.41,Middlesex County,580
1719,MA,132633,Boxborough,42.5,-71.5,Middlesex County,4749
1720,MA,160462,Acton,42.48,-71.46,Middlesex County,19114
1721,MA,110929,Ashland,42.25,-71.46,Middlesex County,14769
1730,MA,170270,Bedford,42.48,-71.26,Middlesex County,11940
1731,MA,69793,Hanscom Afb,42.46,-71.28,Middlesex County,1343
1740,MA,180892,Bolton,42.43,-71.6,Worcester County,4456
1741,MA,343083,Carlisle,42.53,-71.35,Middlesex County,4692
1742,MA,320734,Concord,42.45,-71.35,Middlesex County,15042
1745,MA,97673,Fayville,42.29,-71.5,Worcester County,430
1746,MA,132856,Holliston,42.2,-71.43,Middlesex County,12696
1747,MA,87370,Hopedale,42.12,-71.54,Worcester County,5323
1748,MA,196311,Hopkinton,42.22,-71.52,Middlesex County,13078
1749,MA,82046,Hudson,42.39,-71.56,Middlesex County,16503
1752,MA,76542,Marlborough,42.34,-71.54,Middlesex County,31660
1754,MA,88962,Maynard,42.42,-71.45,Middlesex County,8873
1756,MA,114974,Mendon,42.1,-71.55,Worcester County,5234
1757,MA,73006,Milford,42.14,-71.51,Worcester County,22801
1760,MA,134182,Natick,42.28,-71.35,Middlesex County,28611
1770,MA,432894,Sherborn,42.23,-71.36,Middlesex County,3937
1772,MA,254363,Southborough,42.3,-71.51,Worcester County,8678
1773,MA,379705,Lincoln,42.41,-71.3,Middlesex County,4870
1775,MA,149427,Stow,42.43,-71.5,Middlesex County,6132
1776,MA,278158,Sudbury,42.36,-71.4,Middlesex County,16252
1778,MA,305229,Wayland,42.36,-71.36,Middlesex County,12273
1801,MA,82273,Woburn,42.48,-71.15,Middlesex County,33608
1803,MA,108412,Burlington,42.5,-71.2,Middlesex County,22104
1810,MA,204242,Andover,42.65,-71.14,Essex County,30346
1821,MA,81013,Billerica,42.55,-71.26,Middlesex County,26961
1824,MA,119227,Chelmsford,42.59,-71.36,Middlesex County,23196
1826,MA,71521,Dracut,42.66,-71.3,Middlesex County,26388
1827,MA,128432,Dunstable,42.66,-71.48,Middlesex County,2850
1830,MA,60216,Haverhill,42.78,-71.08,Essex County,19190
1832,MA,57839,Haverhill,42.78,-71.08,Essex County,17585
1833,MA,112760,Georgetown,42.73,-70.98,Essex County,7314
1834,MA,88315,Groveland,42.75,-71.03,Essex County,5915
1835,MA,70410,Haverhill,42.78,-71.08,Essex County,11875
1840,MA,30794,Lawrence,42.7,-71.16,Essex County,3383
1841,MA,31192,Lawrence,42.7,-71.16,Essex County,33432
1843,MA,39891,Lawrence,42.7,-71.16,Essex County,18352
1844,MA,64236,Methuen,42.71,-71.18,Essex County,40836
1845,MA,135985,North Andover,42.7,-71.11,Essex County,24329
1850,MA,43374,Lowell,42.63,-71.32,Middlesex County,11001
1851,MA,49517,Lowell,42.63,-71.32,Middlesex County,23694
1852,MA,55456,Lowell,42.63,-71.32,Middlesex County,23950
1854,MA,46877,Lowell,42.63,-71.32,Middlesex County,17446
1860,MA,81554,Merrimac,42.83,-71,Essex County,5611
1862,MA,84622,North Billerica,42.57,-71.29,Middlesex County,8263
1863,MA,82056,North Chelmsford,42.63,-71.39,Middlesex County,7753
1864,MA,133532,North Reading,42.56,-71.06,Middlesex County,13411
1867,MA,137503,Reading,42.53,-71.1,Middlesex County,21499
1876,MA,85718,Tewksbury,42.61,-71.23,Middlesex County,25645
1879,MA,90530,Tyngsboro,42.68,-71.41,Middlesex County,10293
1880,MA,102550,Wakefield,42.5,-71.06,Middlesex County,22162
1886,MA,139988,Westford,42.58,-71.43,Middlesex County,20376
1887,MA,96270,Wilmington,42.55,-71.16,Middlesex County,20129
1890,MA,301544,Winchester,42.45,-71.14,Middlesex County,19213
1901,MA,37994,Lynn,42.47,-70.96,Essex County,1155
1902,MA,42084,Lynn,42.47,-70.96,Essex County,30268
1904,MA,63779,Lynn,42.47,-70.96,Essex County,15967
1905,MA,44958,Lynn,42.47,-70.96,Essex County,18244
1906,MA,72784,Saugus,42.46,-71.01,Essex County,23413
1907,MA,150515,Swampscott,42.46,-70.89,Essex County,12470
1908,MA,151907,Nahant,42.42,-70.92,Essex County,3119
1913,MA,86904,Amesbury,42.85,-70.92,Essex County,14037
1915,MA,102821,Beverly,42.55,-70.84,Essex County,31324
1921,MA,220682,Boxford,42.67,-70.98,Essex County,7331
1922,MA,119886,Byfield,42.75,-70.93,Essex County,2848
1923,MA,92826,Danvers,42.57,-70.95,Essex County,23360
1929,MA,153006,Essex,42.63,-70.77,Essex County,2928
1930,MA,84739,Gloucester,42.62,-70.66,Essex County,23856
1938,MA,121011,Ipswich,42.67,-70.83,Essex County,11683
1940,MA,176622,Lynnfield,42.53,-71.04,Essex County,10993
1944,MA,303795,Manchester,42.56,-70.76,Essex County,4620
1945,MA,190329,Marblehead,42.5,-70.85,Essex County,18127
1949,MA,132902,Middleton,42.6,-71.01,Essex County,6965
1950,MA,141345,Newburyport,42.81,-70.88,Essex County,15198
1951,MA,185893,Newbury,42.8,-71,Essex County,3207
1952,MA,69134,Salisbury,42.83,-70.84,Essex County,6787
1960,MA,71225,Peabody,42.53,-70.97,Essex County,43688
1966,MA,105949,Rockport,42.64,-70.61,Essex County,6287
1969,MA,102407,Rowley,42.71,-70.87,Essex County,5259
1970,MA,67095,Salem,42.51,-70.9,Essex County,32194
1982,MA,175133,South Hamilton,42.62,-70.86,Essex County,6501
1983,MA,181237,Topsfield,42.63,-70.95,Essex County,5449
1984,MA,228072,Wenham,42.6,-70.88,Essex County,3350
1985,MA,154960,West Newbury,42.8,-71,Essex County,3927
2019,MA,75073,Bellingham,42.09,-71.47,Norfolk County,14707
2021,MA,127326,Canton,42.15,-71.13,Norfolk County,18954
2025,MA,294928,Cohasset,42.23,-70.8,Norfolk County,6515
2026,MA,121308,Dedham,42.24,-71.17,Norfolk County,20528
2030,MA,490888,Dover,42.24,-71.27,Norfolk County,5123
2032,MA,116484,East Walpole,42.15,-71.21,Norfolk County,3705
2035,MA,108971,Foxboro,42.06,-71.24,Norfolk County,14783
2038,MA,110210,Franklin,42.08,-71.38,Norfolk County,27220
2043,MA,269648,Hingham,42.23,-70.88,Plymouth County,19512
2045,MA,89953,Hull,42.3,-70.9,Plymouth County,8990
2048,MA,101494,Mansfield,42.02,-71.21,Bristol County,20294
2050,MA,104242,Marshfield,42.09,-70.7,Plymouth County,19432
2052,MA,214930,Medfield,42.18,-71.3,Norfolk County,11150
2053,MA,117234,Medway,42.13,-71.4,Norfolk County,11358
2054,MA,96317,Millis,42.16,-71.35,Norfolk County,7110
2056,MA,146802,Norfolk,42.11,-71.31,Norfolk County,8410
2061,MA,214214,Norwell,42.16,-70.78,Plymouth County,9372
2062,MA,87832,Norwood,42.18,-71.19,Norfolk County,24326
2066,MA,152511,Scituate,42.18,-70.73,Plymouth County,14992
2067,MA,161093,Sharon,42.11,-71.18,Norfolk County,16154
2071,MA,113590,South Walpole,42.09,-71.27,Norfolk County,934
2072,MA,70170,Stoughton,42.11,-71.1,Norfolk County,23389
2081,MA,122670,Walpole,42.13,-71.24,Norfolk County,16471
2090,MA,259674,Westwood,42.21,-71.21,Norfolk County,13095
2093,MA,119357,Wrentham,42.06,-71.33,Norfolk County,9499
2108,MA,639537,Boston,42.35,-71.06,Suffolk County,3312
2109,MA,392052,Boston,42.35,-71.06,Suffolk County,4145
2110,MA,806318,Boston,42.35,-71.06,Suffolk County,4313
2111,MA,251212,Boston,42.35,-71.06,Suffolk County,4467
2113,MA,90548,Boston,42.35,-71.06,Suffolk County,4799
2114,MA,170939,Boston,42.35,-71.06,Suffolk County,8116
2115,MA,156631,Boston,42.35,-71.06,Suffolk County,9923
2116,MA,643514,Boston,42.35,-71.06,Suffolk County,13687
2118,MA,188066,Boston,42.35,-71.06,Suffolk County,16795
2119,MA,42533,Roxbury,42.35,-71.06,Suffolk County,17302
2120,MA,41204,Roxbury Crossing,42.35,-71.06,Suffolk County,7048
2121,MA,34918,Dorchester,42.35,-71.06,Suffolk County,16415
2122,MA,54436,Dorchester,42.35,-71.06,Suffolk County,16592
2124,MA,49909,Dorchester Center,42.35,-71.06,Suffolk County,33570
2125,MA,55406,Dorchester,42.35,-71.06,Suffolk County,22994
2126,MA,42700,Mattapan,42.26,-71.1,Suffolk County,19266
2127,MA,105786,Boston,42.35,-71.06,Suffolk County,24051
2128,MA,54054,Boston,42.35,-71.06,Suffolk County,27419
2129,MA,154009,Charlestown,42.38,-71.06,Suffolk County,13311
2130,MA,97098,Jamaica Plain,42.3,-71.11,Suffolk County,27060
2131,MA,69462,Roslindale,42.28,-71.13,Suffolk County,23881
2132,MA,103102,West Roxbury,42.28,-71.16,Suffolk County,21756
2134,MA,52883,Allston,42.35,-71.13,Suffolk County,12051
2135,MA,63567,Brighton,42.35,-71.15,Suffolk County,27370
2136,MA,53152,Hyde Park,42.26,-71.11,Suffolk County,23209
2138,MA,226638,Cambridge,42.37,-71.11,Middlesex County,21578
2139,MA,102142,Cambridge,42.37,-71.11,Middlesex County,25969
2140,MA,115617,Cambridge,42.37,-71.11,Middlesex County,14277
2141,MA,101105,Cambridge,42.37,-71.11,Middlesex County,8418
2142,MA,192693,Cambridge,42.37,-71.11,Middlesex County,2011
2143,MA,84477,Somerville,42.39,-71.1,Middlesex County,18622
2144,MA,93998,Somerville,42.39,-71.1,Middlesex County,18051
2145,MA,69176,Somerville,42.39,-71.1,Middlesex County,18704
2148,MA,57173,Malden,42.43,-71.05,Middlesex County,47104
2149,MA,47428,Everett,42.4,-71.05,Middlesex County,30367
2150,MA,44559,Chelsea,42.39,-71.03,Suffolk County,23718
2151,MA,52683,Revere,42.41,-70.99,Suffolk County,38954
2152,MA,78822,Winthrop,42.37,-70.98,Suffolk County,14181
2155,MA,81064,Medford,42.42,-71.1,Middlesex County,44783
2163,MA,108422,Boston,42.35,-71.06,Suffolk County,723
2169,MA,70721,Quincy,42.26,-71,Norfolk County,43214
2170,MA,64138,Quincy,42.26,-71,Norfolk County,16193
2171,MA,81404,Quincy,42.26,-71,Norfolk County,15503
2176,MA,112894,Melrose,42.45,-71.05,Middlesex County,23311
2180,MA,92017,Stoneham,42.47,-71.09,Middlesex County,19086
2184,MA,91217,Braintree,42.2,-71,Norfolk County,30406
2186,MA,166651,Milton,42.24,-71.08,Norfolk County,22628
2188,MA,72720,Weymouth,42.2,-70.94,Norfolk County,12116
2189,MA,68237,East Weymouth,42.2,-70.94,Norfolk County,11769
2190,MA,82743,South Weymouth,42.2,-70.94,Norfolk County,13851
2191,MA,77716,North Weymouth,42.2,-70.94,Norfolk County,7287
2199,MA,708960,Boston,42.35,-71.06,Suffolk County,1239
2210,MA,333336,Boston,42.35,-71.06,Suffolk County,1495
2215,MA,96357,Boston,42.35,-71.06,Suffolk County,7098
2301,MA,44087,Brockton,42.08,-71.02,Plymouth County,44024
2302,MA,46944,Brockton,42.08,-71.02,Plymouth County,25132
2322,MA,71369,Avon,42.11,-71.03,Norfolk County,3831
2324,MA,84488,Bridgewater,41.98,-70.97,Plymouth County,19223
2330,MA,67698,Carver,41.88,-70.76,Plymouth County,9328
2332,MA,191314,Duxbury,42.04,-70.67,Plymouth County,11874
2333,MA,76927,East Bridgewater,42.03,-70.95,Plymouth County,11875
2338,MA,73466,Halifax,41.98,-70.86,Plymouth County,6682
2339,MA,125908,Hanover,42.11,-70.81,Plymouth County,12397
2341,MA,79083,Hanson,42.06,-70.85,Plymouth County,8504
2343,MA,64943,Holbrook,42.14,-71,Norfolk County,9085
2346,MA,66299,Middleboro,41.86,-70.9,Plymouth County,19462
2347,MA,89685,Lakeville,41.85,-70.95,Plymouth County,9319
2351,MA,76891,Abington,42.11,-70.95,Plymouth County,13780
2356,MA,135043,North Easton,42.05,-71.1,Bristol County,10331
2359,MA,90744,Pembroke,42.06,-70.8,Plymouth County,15037
2360,MA,87298,Plymouth,41.95,-70.66,Plymouth County,44333
2364,MA,95246,Kingston,41.99,-70.71,Plymouth County,10556
2367,MA,86759,Plympton,41.95,-70.81,Plymouth County,2488
2368,MA,57333,Randolph,42.17,-71.05,Norfolk County,26599
2370,MA,65416,Rockland,42.13,-70.91,Plymouth County,14690
2375,MA,93462,South Easton,42.03,-71.1,Bristol County,8528
2379,MA,80937,West Bridgewater,42.01,-71,Plymouth County,6030
2382,MA,67144,Whitman,42.08,-70.93,Plymouth County,12411
2420,MA,282291,Lexington,42.44,-71.23,Middlesex County,13148
2421,MA,292219,Lexington,42.44,-71.23,Middlesex County,15237
2445,MA,284645,Brookline,42.32,-71.14,Norfolk County,16149
2446,MA,190979,Brookline,42.32,-71.14,Norfolk County,21302
2451,MA,95364,Waltham,42.38,-71.24,Middlesex County,14526
2452,MA,96990,Waltham,42.38,-71.24,Middlesex County,9731
2453,MA,74937,Waltham,42.38,-71.24,Middlesex County,20076
2458,MA,210710,Newton,42.33,-71.2,Middlesex County,10355
2459,MA,409796,Newton Center,42.31,-71.19,Middlesex County,16153
2460,MA,185508,Newtonville,42.35,-71.2,Middlesex County,7764
2461,MA,235013,Newton Highlands,42.31,-71.2,Middlesex County,6253
2462,MA,164901,Newton Lower Falls,42.33,-71.25,Middlesex County,1184
2464,MA,125058,Newton Upper Falls,42.31,-71.22,Middlesex County,2480
2465,MA,341756,West Newton,42.35,-71.22,Middlesex County,10288
2466,MA,176054,Auburndale,42.34,-71.24,Middlesex County,5838
2467,MA,383993,Chestnut Hill,42.31,-71.16,Norfolk County,13071
2468,MA,451825,Waban,42.32,-71.23,Middlesex County,5140
2472,MA,94631,Watertown,42.36,-71.17,Middlesex County,26221
2474,MA,126648,Arlington,42.41,-71.16,Middlesex County,22275
2476,MA,142188,Arlington,42.41,-71.16,Middlesex County,14383
2478,MA,208735,Belmont,42.39,-71.18,Middlesex County,21169
2481,MA,633307,Wellesley Hills,42.31,-71.27,Norfolk County,13012
2482,MA,400978,Wellesley,42.3,-71.28,Norfolk County,8821
2492,MA,322581,Needham,42.28,-71.24,Norfolk County,17587
2493,MA,843457,Weston,42.36,-71.26,Middlesex County,9839
2494,MA,186377,Needham Heights,42.28,-71.24,Norfolk County,7910
2532,MA,71794,Buzzards Bay,41.75,-70.61,Barnstable County,8780
2535,MA,165694,Chilmark,41.34,-70.74,Dukes County,1000
2536,MA,81650,East Falmouth,41.56,-70.55,Barnstable County,16726
2537,MA,106248,East Sandwich,41.73,-70.43,Barnstable County,5529
2538,MA,50513,East Wareham,41.77,-70.64,Plymouth County,3657
2539,MA,90925,Edgartown,41.38,-70.53,Dukes County,4236
2540,MA,103844,Falmouth,41.56,-70.62,Barnstable County,5909
2542,MA,46368,Buzzards Bay,41.75,-70.61,Barnstable County,581
2543,MA,147504,Woods Hole,41.52,-70.66,Barnstable County,834
2554,MA,101777,Nantucket,41.27,-70.1,Nantucket County,7752
2556,MA,116891,North Falmouth,41.64,-70.63,Barnstable County,3327
2559,MA,84314,Pocasset,41.69,-70.63,Barnstable County,2864
2562,MA,87457,Sagamore Beach,41.79,-70.53,Barnstable County,2870
2563,MA,86820,Sandwich,41.75,-70.49,Barnstable County,9499
2568,MA,75055,Vineyard Haven,41.45,-70.6,Dukes County,5903
2571,MA,62566,Wareham,41.76,-70.71,Plymouth County,8360
2576,MA,59961,West Wareham,41.78,-70.75,Plymouth County,3479
2601,MA,46453,Hyannis,41.65,-70.29,Barnstable County,10685
2630,MA,131172,Barnstable,41.7,-70.3,Barnstable County,1895
2631,MA,84347,Brewster,41.76,-70.08,Barnstable County,8575
2632,MA,79173,Centerville,41.66,-70.34,Barnstable County,9476
2633,MA,157945,Chatham,41.67,-69.96,Barnstable County,3482
2635,MA,117545,Cotuit,41.62,-70.44,Barnstable County,3159
2638,MA,91292,Dennis,41.73,-70.2,Barnstable County,2894
2639,MA,50233,Dennis Port,41.66,-70.13,Barnstable County,2683
2642,MA,77028,Eastham,41.83,-69.96,Barnstable County,3336
2644,MA,73500,Forestdale,41.68,-70.5,Barnstable County,3812
2645,MA,74084,Harwich,41.69,-70.07,Barnstable County,8325
2646,MA,98595,Harwich Port,41.66,-70.06,Barnstable County,1742
2648,MA,80516,Marstons Mills,41.67,-70.4,Barnstable County,6749
2649,MA,86859,Mashpee,41.65,-70.48,Barnstable County,12354
2650,MA,116644,North Chatham,41.7,-69.95,Barnstable County,861
2653,MA,91268,Orleans,41.79,-70,Barnstable County,4418
2655,MA,151345,Osterville,41.62,-70.38,Barnstable County,3222
2657,MA,79424,Provincetown,42.06,-70.2,Barnstable County,3084
2659,MA,82550,South Chatham,41.68,-70.02,Barnstable County,985
2660,MA,67603,South Dennis,41.7,-70.15,Barnstable County,5219
2664,MA,61847,South Yarmouth,41.67,-70.2,Barnstable County,8289
2667,MA,71657,Wellfleet,41.93,-70.03,Barnstable County,2145
2668,MA,96218,West Barnstable,41.7,-70.37,Barnstable County,2937
2670,MA,80719,West Dennis,41.66,-70.16,Barnstable County,1294
2671,MA,82325,West Harwich,41.67,-70.11,Barnstable County,971
2673,MA,57069,West Yarmouth,41.65,-70.24,Barnstable County,6986
2675,MA,87168,Yarmouth Port,41.7,-70.22,Barnstable County,5862
2702,MA,82615,Assonet,41.78,-71.06,Bristol County,3833
2703,MA,68532,Attleboro,41.93,-71.29,Bristol County,36164
2715,MA,78575,Dighton,41.81,-71.11,Bristol County,2622
2717,MA,77302,East Freetown,41.75,-70.97,Bristol County,4357
2718,MA,64490,East Taunton,41.87,-71.01,Bristol County,5968
2719,MA,65942,Fairhaven,41.63,-70.9,Bristol County,13392
2720,MA,51332,Fall River,41.71,-71.1,Bristol County,22304
2721,MA,39976,Fall River,41.71,-71.1,Bristol County,18264
2723,MA,38356,Fall River,41.71,-71.1,Bristol County,10441
2724,MA,39926,Fall River,41.71,-71.1,Bristol County,11903
2725,MA,61991,Somerset,41.73,-71.15,Bristol County,2190
2726,MA,70210,Somerset,41.73,-71.15,Bristol County,13724
2738,MA,126321,Marion,41.7,-70.76,Plymouth County,4357
2739,MA,119336,Mattapoisett,41.66,-70.8,Plymouth County,5697
2740,MA,43317,New Bedford,41.66,-70.93,Bristol County,28944
2743,MA,69228,Acushnet,41.68,-70.9,Bristol County,9079
2744,MA,38387,New Bedford,41.66,-70.93,Bristol County,8050
2745,MA,51081,New Bedford,41.66,-70.93,Bristol County,19536
2746,MA,34581,New Bedford,41.66,-70.93,Bristol County,8919
2747,MA,77929,North Dartmouth,41.64,-71,Bristol County,15533
2748,MA,104922,South Dartmouth,41.55,-70.98,Bristol County,10032
2760,MA,85696,North Attleboro,41.97,-71.33,Bristol County,22964
2762,MA,85952,Plainville,42,-71.33,Norfolk County,7456
2763,MA,94776,Attleboro Falls,41.97,-71.3,Bristol County,1856
2764,MA,77069,North Dighton,41.85,-71.15,Bristol County,3638
2766,MA,86162,Norton,41.96,-71.18,Bristol County,15129
2767,MA,82802,Raynham,41.93,-71.04,Bristol County,11607
2769,MA,103755,Rehoboth,41.83,-71.26,Bristol County,10452
2770,MA,93279,Rochester,41.73,-70.81,Plymouth County,4715
2771,MA,83427,Seekonk,41.81,-71.33,Bristol County,12579
2777,MA,73887,Swansea,41.75,-71.18,Bristol County,14102
2779,MA,81804,Berkley,41.85,-71.08,Bristol County,5580
2780,MA,54657,Taunton,41.9,-71.09,Bristol County,39589
2790,MA,82882,Westport,41.66,-71.1,Bristol County,13765
2804,RI,65523,Ashaway,41.42,-71.78,Washington County,2518
2806,RI,184821,Barrington,41.73,-71.31,Bristol County,15163
2808,RI,54661,Bradford,41.39,-71.75,Washington County,2043
2809,RI,80033,Bristol,41.67,-71.27,Bristol County,16829
2812,RI,78931,Carolina,41.47,-71.64,Washington County,1368
2813,RI,85561,Charlestown,41.38,-71.65,Washington County,6822
2814,RI,75530,Chepachet,41.91,-71.7,Providence County,6606
2815,RI,71476,Clayville,41.77,-71.66,Providence County,0
2816,RI,67850,Coventry,41.68,-71.66,Kent County,27787
2817,RI,87489,West Greenwich,41.63,-71.65,Kent County,5436
2818,RI,137830,East Greenwich,41.63,-71.5,Kent County,16723
2822,RI,85254,Exeter,41.56,-71.68,Washington County,5183
2825,RI,75161,Foster,41.85,-71.76,Providence County,4719
2827,RI,74840,Greene,41.69,-71.74,Kent County,2027
2828,RI,82269,Greenville,41.87,-71.55,Providence County,6569
2830,RI,70244,Harrisville,41.96,-71.67,Providence County,5420
2831,RI,101590,Hope,41.75,-71.56,Providence County,3532
2832,RI,70623,Hope Valley,41.51,-71.72,Washington County,4094
2833,RI,60070,Hopkinton,41.45,-71.78,Washington County,559
2835,RI,168861,Jamestown,41.48,-71.36,Newport County,5079
2837,RI,93299,Little Compton,41.5,-71.16,Newport County,3047
2838,RI,52512,Manville,41.96,-71.47,Providence County,2736
2839,RI,61735,Mapleville,41.97,-71.69,Providence County,1601
2840,RI,84601,Newport,41.47,-71.3,Newport County,17022
2842,RI,74938,Middletown,41.51,-71.27,Newport County,13797
2852,RI,97186,North Kingstown,41.55,-71.46,Washington County,20118
2857,RI,83657,North Scituate,41.83,-71.63,Providence County,7729
2858,RI,63896,Oakland,41.96,-71.64,Providence County,0
