zipcode,state,avg_income,Zips.primary_city,latitude,longitude,Zips.county,Zips.estimated_population
16505,PA,83464,Erie,42.12,-80.08,Erie County,15563
16506,PA,81584,Erie,42.12,-80.08,Erie County,21081
16507,PA,35127,Erie,42.12,-80.08,Erie County,6232
16508,PA,43899,Erie,42.12,-80.08,Erie County,13574
16509,PA,63537,Erie,42.12,-80.08,Erie County,23284
16510,PA,51034,Erie,42.12,-80.08,Erie County,21150
16511,PA,51250,Erie,42.12,-80.08,Erie County,9286
16601,PA,50101,Altoona,40.5,-78.4,Blair County,25207
16602,PA,47807,Altoona,40.5,-78.4,Blair County,23325
16611,PA,54515,Alexandria,40.55,-78.1,Huntingdon County,2046
16613,PA,51740,Ashville,40.55,-78.54,Cambria County,1347
16617,PA,47400,Bellwood,40.6,-78.33,Blair County,2311
16621,PA,51493,Broad Top,40.2,-78.14,Huntingdon County,571
16622,PA,47520,Calvin,40.3,-78.03,Huntingdon County,0
16623,PA,52952,Cassville,40.29,-78.02,Huntingdon County,0
16625,PA,44636,Claysburg,40.29,-78.44,Blair County,2928
16627,PA,43947,Coalport,40.74,-78.53,Clearfield County,1654
16630,PA,50716,Cresson,40.46,-78.58,Cambria County,3731
16635,PA,74719,Duncansville,40.42,-78.42,Blair County,10059
16636,PA,56189,Dysart,40.6,-78.5,Cambria County,675
16637,PA,45316,East Freedom,40.32,-78.45,Blair County,2042
16639,PA,43945,Fallentimber,40.66,-78.48,Cambria County,818
16640,PA,50044,Flinton,40.7,-78.47,Cambria County,792
16641,PA,49474,Gallitzin,40.48,-78.55,Cambria County,2222
16646,PA,48084,Hastings,40.66,-78.7,Cambria County,2154
16647,PA,59415,Hesston,40.39,-78.11,Huntingdon County,664
16648,PA,85473,Hollidaysburg,40.43,-78.39,Blair County,13559
16650,PA,48475,Hopewell,40.13,-78.26,Bedford County,1522
16651,PA,49654,Houtzdale,40.82,-78.35,Clearfield County,2781
16652,PA,53420,Huntingdon,40.49,-78.01,Huntingdon County,11322
16655,PA,50710,Imler,40.24,-78.54,Bedford County,1368
16656,PA,41368,Irvona,40.77,-78.55,Clearfield County,1051
16657,PA,48569,James Creek,40.33,-78.18,Huntingdon County,1147
16659,PA,48475,Loysburg,40.17,-78.37,Bedford County,0
16661,PA,46465,Madera,40.82,-78.44,Clearfield County,783
16662,PA,56756,Martinsburg,40.31,-78.32,Blair County,4714
16664,PA,53157,New Enterprise,40.16,-78.37,Bedford County,1655
16666,PA,45272,Osceola Mills,40.85,-78.26,Clearfield County,2432
16667,PA,48785,Osterburg,40.18,-78.53,Bedford County,1254
16668,PA,49736,Patton,40.63,-78.64,Cambria County,2944
16669,PA,53196,Petersburg,40.57,-78.04,Huntingdon County,1835
16673,PA,53166,Roaring Spring,40.33,-78.39,Blair County,4696
16674,PA,43352,Robertsdale,40.17,-78.09,Huntingdon County,517
16678,PA,47972,Saxton,40.21,-78.24,Bedford County,2219
16679,PA,39705,Six Mile Run,40.15,-78.2,Bedford County,649
16680,PA,50904,Smithmill,40.76,-78.4,Clearfield County,0
16683,PA,60636,Spruce Creek,40.62,-78.14,Huntingdon County,0
16685,PA,51146,Todd,40.26,-78.1,Huntingdon County,0
16686,PA,50577,Tyrone,40.67,-78.24,Blair County,11386
16689,PA,45831,Waterfall,40.12,-78.06,Fulton County,0
16691,PA,48905,Wells Tannery,40.09,-78.18,Fulton County,0
16692,PA,48021,Westover,40.74,-78.68,Clearfield County,613
16693,PA,46002,Williamsburg,40.46,-78.2,Blair County,3430
16695,PA,46691,Woodbury,40.22,-78.36,Bedford County,829
16701,PA,53463,Bradford,41.96,-78.64,McKean County,13447
16720,PA,44577,Austin,41.63,-78.08,Potter County,1137
16726,PA,44566,Cyclone,41.82,-78.58,McKean County,453
16727,PA,58072,Derrick City,41.97,-78.55,McKean County,0
16729,PA,50022,Duke Center,41.96,-78.5,McKean County,667
16731,PA,47772,Eldred,41.95,-78.38,McKean County,2396
16732,PA,43805,Gifford,41.85,-78.56,McKean County,0
16735,PA,52400,Kane,41.66,-78.8,McKean County,5119
16738,PA,50875,Lewis Run,41.87,-78.66,McKean County,1079
16740,PA,47177,Mount Jewett,41.72,-78.64,McKean County,1034
16743,PA,50256,Port Allegany,41.81,-78.27,McKean County,3348
16744,PA,47280,Rew,41.9,-78.5,McKean County,0
16745,PA,44316,Rixford,41.92,-78.45,McKean County,511
16746,PA,42876,Roulette,41.77,-78.16,Potter County,983
16748,PA,52541,Shinglehouse,41.96,-78.19,Potter County,2418
16749,PA,50740,Smethport,41.8,-78.44,McKean County,3388
16750,PA,49900,Turtlepoint,41.88,-78.32,McKean County,0
16801,PA,88201,State College,40.79,-77.85,Centre County,21293
16802,PA,14510,University Park,40.8,-77.85,Centre County,458
16803,PA,84280,State College,40.79,-77.85,Centre County,15132
16820,PA,48938,Aaronsburg,40.86,-77.39,Centre County,867
16821,PA,47688,Allport,40.97,-78.21,Clearfield County,0
16822,PA,50866,Beech Creek,41.07,-77.58,Clinton County,1958
16823,PA,59796,Bellefonte,40.91,-77.76,Centre County,19473
16827,PA,108913,Boalsburg,40.77,-77.79,Centre County,3952
16828,PA,64996,Centre Hall,40.84,-77.68,Centre County,3930
16829,PA,49281,Clarence,41.08,-77.87,Centre County,597
16830,PA,47715,Clearfield,41.02,-78.43,Clearfield County,10880
16832,PA,44139,Coburn,40.85,-77.49,Centre County,0
16833,PA,47597,Curwensville,40.97,-78.51,Clearfield County,4315
16836,PA,46276,Frenchville,41.14,-78.24,Clearfield County,944
16838,PA,49911,Grampian,40.96,-78.61,Clearfield County,1628
16839,PA,40434,Grassflat,41.01,-78.11,Clearfield County,0
16840,PA,39780,Hawk Run,40.94,-78.21,Clearfield County,0
16841,PA,55714,Howard,41.01,-77.65,Centre County,4357
16844,PA,56422,Julian,40.91,-77.93,Centre County,2236
16845,PA,45442,Karthaus,41.11,-78.12,Clearfield County,593
16852,PA,40487,Madisonburg,40.94,-77.49,Centre County,0
16854,PA,43547,Millheim,40.89,-77.47,Centre County,848
16858,PA,50232,Morrisdale,41.01,-78.22,Clearfield County,2991
16859,PA,43113,Moshannon,41.02,-78.04,Centre County,431
16860,PA,46882,Munson,40.96,-78.18,Clearfield County,0
16861,PA,42792,New Millport,40.88,-78.48,Clearfield County,0
16863,PA,49182,Olanta,40.9,-78.5,Clearfield County,651
16865,PA,76309,Pennsylvania Furnace,40.72,-77.98,Centre County,1593
16866,PA,50601,Philipsburg,40.89,-78.21,Centre County,6561
16870,PA,107539,Port Matilda,40.79,-78.05,Centre County,6289
16872,PA,44592,Rebersburg,40.94,-77.49,Centre County,1026
16874,PA,49971,Snow Shoe,41.02,-77.95,Centre County,1099
16875,PA,64403,Spring Mills,40.86,-77.57,Centre County,3258
16877,PA,76641,Warriors Mark,40.7,-78.11,Huntingdon County,1474
16878,PA,51289,West Decatur,40.94,-78.36,Clearfield County,1583
16879,PA,41741,Winburne,40.97,-78.15,Clearfield County,0
16881,PA,44137,Woodland,40.99,-78.38,Clearfield County,1828
16882,PA,38677,Woodward,40.92,-77.3,Centre County,0
16901,PA,59784,Wellsboro,41.74,-77.3,Tioga County,8404
16912,PA,48523,Blossburg,41.68,-77.06,Tioga County,1516
16914,PA,52701,Columbia Cross Roads,41.83,-76.8,Bradford County,1910
16915,PA,55352,Coudersport,41.77,-78.01,Potter County,4741
16917,PA,52489,Covington,41.74,-77.07,Tioga County,1200
16920,PA,47085,Elkland,41.98,-77.31,Tioga County,1521
16921,PA,50778,Gaines,41.78,-77.54,Tioga County,0
16922,PA,48891,Galeton,41.73,-77.64,Potter County,1639
16923,PA,47277,Genesee,41.98,-77.9,Potter County,1091
16925,PA,52989,Gillett,41.95,-76.79,Bradford County,2775
16926,PA,56642,Granville Summit,41.71,-76.77,Bradford County,779
16927,PA,42237,Harrison Valley,41.92,-77.67,Potter County,0
16928,PA,59120,Knoxville,41.95,-77.43,Tioga County,1100
16929,PA,52530,Lawrenceville,41.99,-77.12,Tioga County,1840
16930,PA,76538,Liberty,41.55,-77.1,Tioga County,1089
16932,PA,60545,Mainesburg,41.78,-76.96,Tioga County,551
16933,PA,55752,Mansfield,41.8,-77.07,Tioga County,4762
16935,PA,56763,Middlebury Center,41.89,-77.3,Tioga County,1047
16936,PA,51747,Millerton,41.98,-76.95,Tioga County,1846
16938,PA,50814,Morris,41.65,-77.27,Tioga County,606
16942,PA,47527,Osceola,41.98,-77.38,Tioga County,689
16943,PA,52204,Sabinsville,41.84,-77.54,Tioga County,0
16946,PA,53552,Tioga,41.9,-77.13,Tioga County,2152
16947,PA,60566,Troy,41.78,-76.78,Bradford County,3727
16948,PA,47288,Ulysses,41.9,-77.75,Potter County,1295
16950,PA,50820,Westfield,41.91,-77.54,Tioga County,2595
17002,PA,42303,Allensville,40.53,-77.81,Huntingdon County,513
17003,PA,68069,Annville,40.33,-76.5,Lebanon County,9333
17004,PA,46102,Belleville,40.6,-77.72,Mifflin County,3683
17006,PA,45592,Blain,40.33,-77.51,Perry County,837
17007,PA,83050,Boiling Springs,40.15,-77.13,Cumberland County,5354
17009,PA,41573,Burnham,40.63,-77.56,Mifflin County,1673
17011,PA,77730,Camp Hill,40.24,-76.92,Cumberland County,28574
17013,PA,59194,Carlisle,40.2,-77.2,Cumberland County,27763
17015,PA,74475,Carlisle,40.15,-77.26,Cumberland County,19054
17017,PA,53048,Dalmatia,40.65,-76.87,Northumberland County,1547
17018,PA,70814,Dauphin,40.36,-76.93,Dauphin County,4070
17019,PA,75750,Dillsburg,40.11,-77.03,York County,15958
17020,PA,55332,Duncannon,40.39,-77.02,Perry County,7807
17021,PA,49990,East Waterford,40.36,-77.67,Juniata County,861
17022,PA,70789,Elizabethtown,40.15,-76.59,Lancaster County,24660
17023,PA,52071,Elizabethville,40.54,-76.81,Dauphin County,2913
17024,PA,59431,Elliottsburg,40.36,-77.26,Perry County,1648
17025,PA,69889,Enola,40.28,-76.93,Cumberland County,14850
17026,PA,58359,Fredericksburg,40.45,-76.42,Lebanon County,3214
17028,PA,56061,Grantville,40.39,-76.68,Dauphin County,3221
17029,PA,38356,Granville,40.54,-77.6,Mifflin County,0
17030,PA,50802,Gratz,40.6,-76.71,Dauphin County,776
17032,PA,60469,Halifax,40.46,-76.93,Dauphin County,7247
17033,PA,85562,Hershey,40.28,-76.64,Dauphin County,13190
17034,PA,37817,Highspire,40.2,-76.78,Dauphin County,2155
17035,PA,45905,Honey Grove,40.42,-77.55,Juniata County,681
17036,PA,102133,Hummelstown,40.26,-76.71,Dauphin County,20463
17037,PA,50444,Ickesburg,40.49,-77.29,Perry County,809
17038,PA,54985,Jonestown,40.41,-76.48,Lebanon County,7158
17040,PA,56522,Landisburg,40.34,-77.3,Perry County,2260
17042,PA,62219,Lebanon,40.34,-76.42,Lebanon County,31671
17043,PA,79743,Lemoyne,40.24,-76.89,Cumberland County,5157
17044,PA,46700,Lewistown,40.59,-77.57,Mifflin County,16868
17045,PA,54467,Liverpool,40.57,-76.99,Perry County,2805
17046,PA,41984,Lebanon,40.34,-76.42,Lebanon County,24928
17047,PA,52387,Loysville,40.38,-77.33,Perry County,2050
17048,PA,45647,Lykens,40.56,-76.69,Dauphin County,2895
17049,PA,53675,Mc Alisterville,40.65,-77.28,Juniata County,2680
17050,PA,99497,Mechanicsburg,40.24,-77.02,Cumberland County,29639
17051,PA,49680,Mc Veytown,40.49,-77.74,Mifflin County,3613
17052,PA,45579,Mapleton Depot,40.37,-77.97,Huntingdon County,1395
17053,PA,60813,Marysville,40.33,-76.93,Perry County,4585
17055,PA,81283,Mechanicsburg,40.21,-77,Cumberland County,31415
17057,PA,55497,Middletown,40.19,-76.7,Dauphin County,18622
17058,PA,44107,Mifflin,40.56,-77.4,Juniata County,1462
17059,PA,53241,Mifflintown,40.57,-77.39,Juniata County,6026
17060,PA,43966,Mill Creek,40.43,-77.92,Huntingdon County,1046
17061,PA,56142,Millersburg,40.54,-76.95,Dauphin County,5854
17062,PA,58469,Millerstown,40.55,-77.15,Perry County,3470
17063,PA,44571,Milroy,40.71,-77.58,Mifflin County,2699
17065,PA,53896,Mount Holly Springs,40.11,-77.18,Cumberland County,3792
17066,PA,42384,Mount Union,40.38,-77.88,Mifflin County,4009
17067,PA,56767,Myerstown,40.37,-76.3,Lebanon County,12456
17068,PA,54205,New Bloomfield,40.41,-77.18,Perry County,3577
17070,PA,65683,New Cumberland,40.23,-76.87,York County,14615
17072,PA,60062,New Kingstown,40.23,-77.02,Cumberland County,0
17073,PA,63902,Newmanstown,40.35,-76.21,Lebanon County,4480
17074,PA,50880,Newport,40.47,-77.13,Perry County,6280
17078,PA,69077,Palmyra,40.3,-76.59,Lebanon County,18518
17082,PA,51710,Port Royal,40.53,-77.39,Juniata County,2754
17084,PA,59603,Reedsville,40.65,-77.6,Mifflin County,3704
17086,PA,50860,Richfield,40.69,-77.12,Juniata County,1974
17087,PA,59427,Richland,40.35,-76.25,Lebanon County,2418
17090,PA,57222,Shermans Dale,40.33,-77.19,Perry County,4609
17094,PA,50077,Thompsontown,40.56,-77.23,Juniata County,1986
17098,PA,45923,Williamstown,40.58,-76.61,Dauphin County,2055
17099,PA,38792,Yeagertown,40.64,-77.58,Mifflin County,998
17101,PA,39767,Harrisburg,40.27,-76.88,Dauphin County,1215
17102,PA,46442,Harrisburg,40.27,-76.88,Dauphin County,5246
17103,PA,29180,Harrisburg,40.27,-76.88,Dauphin County,9016
17104,PA,30400,Harrisburg,40.27,-76.88,Dauphin County,14435
17109,PA,46702,Harrisburg,40.27,-76.88,Dauphin County,20032
17110,PA,63399,Harrisburg,40.27,-76.88,Dauphin County,20981
17111,PA,65132,Harrisburg,40.27,-76.88,Dauphin County,26273
17112,PA,83710,Harrisburg,40.27,-76.88,Dauphin County,31324
17113,PA,39226,Harrisburg,40.27,-76.88,Dauphin County,9193
17201,PA,49046,Chambersburg,39.93,-77.65,Franklin County,24638
17202,PA,67783,Chambersburg,39.92,-77.71,Franklin County,22756
17211,PA,44835,Artemas,39.76,-78.4,Bedford County,0
17212,PA,55787,Big Cove Tannery,39.84,-78.05,Fulton County,538
17213,PA,55773,Blairs Mills,40.25,-77.77,Huntingdon County,503
17214,PA,60327,Blue Ridge Summit,39.73,-77.46,Franklin County,1069
17215,PA,46546,Burnt Cabins,40.06,-77.9,Fulton County,0
17219,PA,50664,Doylesburg,40.22,-77.7,Franklin County,0
17220,PA,48580,Dry Run,40.17,-77.76,Franklin County,0
17221,PA,44587,Fannettsburg,40.05,-77.83,Franklin County,564
17222,PA,60073,Fayetteville,39.91,-77.56,Franklin County,9448
17223,PA,51569,Fort Littleton,40.06,-77.93,Fulton County,0
17224,PA,54377,Fort Loudon,39.94,-77.87,Franklin County,1589
17225,PA,66353,Greencastle,39.79,-77.72,Franklin County,16582
17228,PA,54240,Harrisonville,39.97,-78.08,Fulton County,1041
17229,PA,50175,Hustontown,40.03,-78.01,Fulton County,1060
17233,PA,52463,Mc Connellsburg,39.93,-77.99,Fulton County,4467
17236,PA,59184,Mercersburg,39.83,-77.9,Franklin County,7396
17237,PA,47395,Mont Alto,39.83,-77.55,Franklin County,1359
17238,PA,59027,Needmore,39.86,-78.15,Fulton County,1648
17239,PA,52200,Neelyton,40.13,-77.85,Huntingdon County,0
17240,PA,53816,Newburg,40.13,-77.55,Cumberland County,2880
17241,PA,55181,Newville,40.17,-77.4,Cumberland County,10546
17243,PA,50148,Orbisonia,40.24,-77.89,Huntingdon County,1058
17244,PA,52652,Orrstown,40.05,-77.6,Franklin County,1977
17246,PA,46390,Pleasant Hall,40.02,-77.7,Franklin County,0
17252,PA,51280,Saint Thomas,39.92,-77.8,Franklin County,3333
17255,PA,53593,Shade Gap,40.18,-77.86,Huntingdon County,934
17257,PA,54111,Shippensburg,40.04,-77.52,Cumberland County,19964
17260,PA,47530,Shirleysburg,40.29,-77.87,Huntingdon County,976
17262,PA,50993,Spring Run,40.15,-77.71,Franklin County,856
17264,PA,49521,Three Springs,40.19,-77.98,Huntingdon County,1911
17265,PA,48739,Upperstrasburg,40.06,-77.76,Franklin County,0
17266,PA,50978,Walnut Bottom,40.09,-77.37,Cumberland County,512
17267,PA,54088,Warfordsburg,39.77,-78.2,Fulton County,2358
17268,PA,55589,Waynesboro,39.75,-77.58,Franklin County,23390
17271,PA,50270,Willow Hill,40.11,-77.77,Franklin County,0
17301,PA,60353,Abbottstown,39.88,-76.98,Adams County,3702
17302,PA,58787,Airville,39.82,-76.39,York County,2518
17304,PA,55097,Aspers,39.97,-77.23,Adams County,2262
17307,PA,55175,Biglerville,39.93,-77.24,Adams County,4661
17309,PA,59967,Brogue,39.86,-76.45,York County,1809
17313,PA,56318,Dallastown,39.89,-76.64,York County,9131
17314,PA,61982,Delta,39.72,-76.32,York County,4978
17315,PA,56204,Dover,40,-76.84,York County,22466
17316,PA,66696,East Berlin,39.93,-76.97,Adams County,7396
17319,PA,66975,Etters,40.15,-76.79,York County,9562
17320,PA,66717,Fairfield,39.78,-77.36,Adams County,7137
17321,PA,70612,Fawn Grove,39.72,-76.45,York County,2022
17322,PA,63818,Felton,39.85,-76.56,York County,5414
17324,PA,56298,Gardners,40.04,-77.18,Cumberland County,3924
17325,PA,69600,Gettysburg,39.83,-77.23,Adams County,21798
17327,PA,69734,Glen Rock,39.79,-76.73,York County,6728
17329,PA,76975,Glenville,39.76,-76.85,York County,2514
17331,PA,88771,Hanover,39.81,-76.98,York County,45273
17339,PA,90708,Lewisberry,40.13,-76.86,York County,6334
17340,PA,62308,Littlestown,39.74,-77.08,Adams County,9626
17344,PA,42982,Mc Sherrystown,39.8,-77.01,Adams County,3074
17345,PA,53545,Manchester,40.06,-76.72,York County,6656
17347,PA,63519,Mount Wolf,40.06,-76.7,York County,5372
17349,PA,87701,New Freedom,39.73,-76.69,York County,7362
17350,PA,58076,New Oxford,39.86,-77.05,Adams County,11002
17352,PA,66939,New Park,39.76,-76.5,York County,1176
17353,PA,61578,Orrtanna,39.88,-77.38,Adams County,2711
17356,PA,59365,Red Lion,39.89,-76.6,York County,19451
17360,PA,77783,Seven Valleys,39.85,-76.76,York County,4812
17361,PA,72001,Shrewsbury,39.77,-76.68,York County,4993
17362,PA,65773,Spring Grove,39.88,-76.86,York County,12157
17363,PA,72648,Stewartstown,39.75,-76.59,York County,8466
17364,PA,54619,Thomasville,39.92,-76.87,York County,3473
17365,PA,68390,Wellsville,40.05,-76.94,York County,2344
17366,PA,51125,Windsor,39.91,-76.58,York County,4740
17368,PA,62704,Wrightsville,40.02,-76.53,York County,6513
17370,PA,58440,York Haven,40.11,-76.71,York County,5191
17372,PA,60622,York Springs,40,-77.11,Adams County,3503
17401,PA,27138,York,39.96,-76.73,York County,12004
17402,PA,71665,York,39.96,-76.73,York County,29261
17403,PA,69320,York,39.96,-76.73,York County,30052
17404,PA,59822,York,39.96,-76.73,York County,31101
17406,PA,64155,York,39.96,-76.73,York County,19428
17407,PA,73656,York,39.96,-76.73,York County,1961
17408,PA,66487,York,39.95,-76.81,York County,19082
17501,PA,55795,Akron,40.15,-76.2,Lancaster County,3973
17502,PA,62319,Bainbridge,40.09,-76.67,Lancaster County,2212
17505,PA,63340,Bird In Hand,40.05,-76.18,Lancaster County,1455
17509,PA,55596,Christiana,39.95,-75.99,Lancaster County,3511
17512,PA,50984,Columbia,40.03,-76.49,Lancaster County,15064
17516,PA,68213,Conestoga,39.93,-76.36,Lancaster County,4159
17517,PA,66632,Denver,40.23,-76.13,Lancaster County,13251
17518,PA,57688,Drumore,39.83,-76.25,Lancaster County,976
17519,PA,74545,East Earl,40.14,-76.02,Lancaster County,4783
17520,PA,60522,East Petersburg,40.1,-76.35,Lancaster County,4377
17522,PA,59456,Ephrata,40.18,-76.18,Lancaster County,26753
17527,PA,65400,Gap,39.98,-76.02,Lancaster County,5197
17529,PA,59720,Gordonville,40.04,-76.1,Lancaster County,2967
17532,PA,61150,Holtwood,39.82,-76.33,Lancaster County,2932
17535,PA,53988,Kinzers,40.01,-76.04,Lancaster County,1957
17536,PA,58932,Kirkwood,39.82,-76.09,Lancaster County,2181
17538,PA,81706,Landisville,40.09,-76.41,Lancaster County,5913
17540,PA,60700,Leola,40.09,-76.18,Lancaster County,8322
17543,PA,90510,Lititz,40.15,-76.3,Lancaster County,37403
17545,PA,70004,Manheim,40.16,-76.39,Lancaster County,18860
17547,PA,60085,Marietta,40.05,-76.55,Lancaster County,6154
17551,PA,69812,Millersville,40,-76.35,Lancaster County,6480
17552,PA,66949,Mount Joy,40.11,-76.5,Lancaster County,15530
17554,PA,59237,Mountville,40.04,-76.43,Lancaster County,6330
17555,PA,59883,Narvon,40.12,-75.97,Lancaster County,5673
17557,PA,62610,New Holland,40.1,-76.09,Lancaster County,11650
17560,PA,52811,New Providence,39.9,-76.23,Lancaster County,4249
17562,PA,51937,Paradise,40,-76.12,Lancaster County,3421
17563,PA,51182,Peach Bottom,39.76,-76.18,Lancaster County,3089
17565,PA,70319,Pequea,39.9,-76.31,Lancaster County,2316
17566,PA,58827,Quarryville,39.89,-76.16,Lancaster County,9799
17569,PA,75065,Reinholds,40.27,-76.11,Lancaster County,5056
17572,PA,55040,Ronks,40.01,-76.16,Lancaster County,2894
17576,PA,42778,Smoketown,40.04,-76.21,Lancaster County,0
17578,PA,68526,Stevens,40.23,-76.18,Lancaster County,5511
17579,PA,75001,Strasburg,39.98,-76.18,Lancaster County,5307
17581,PA,54327,Terre Hill,40.15,-76.05,Lancaster County,1098
17582,PA,71619,Washington Boro,39.98,-76.43,Lancaster County,1881
17584,PA,70227,Willow Street,39.98,-76.27,Lancaster County,8112
17601,PA,88258,Lancaster,40.04,-76.3,Lancaster County,44773
17602,PA,55596,Lancaster,40.04,-76.3,Lancaster County,39757
17603,PA,59487,Lancaster,40.04,-76.3,Lancaster County,49093
17701,PA,51732,Williamsport,41.23,-77.03,Lycoming County,32448
17702,PA,51775,Williamsport,41.23,-77.03,Lycoming County,9025
17724,PA,51220,Canton,41.65,-76.85,Bradford County,3884
17728,PA,61023,Cogan Station,41.31,-77.03,Lycoming County,4701
17737,PA,54998,Hughesville,41.23,-76.72,Lycoming County,5359
17740,PA,52070,Jersey Shore,41.2,-77.26,Lycoming County,10809
17744,PA,50898,Linden,41.27,-77.15,Lycoming County,2679
17745,PA,50078,Lock Haven,41.13,-77.45,Clinton County,12059
17747,PA,54942,Loganton,41.03,-77.3,Clinton County,2257
17751,PA,54757,Mill Hall,41.1,-77.49,Clinton County,5945
17752,PA,50457,Montgomery,41.17,-76.87,Lycoming County,3973
17754,PA,73940,Montoursville,41.24,-76.92,Lycoming County,11190
17756,PA,57854,Muncy,41.2,-76.78,Lycoming County,9759
17758,PA,51908,Muncy Valley,41.35,-76.6,Sullivan County,858
17760,PA,54341,North Bend,41.37,-77.7,Clinton County,0
17764,PA,40000,Renovo,41.32,-77.74,Clinton County,1727
17765,PA,53873,Roaring Branch,41.55,-76.89,Tioga County,887
17768,PA,51871,Shunk,41.56,-76.76,Sullivan County,0
17771,PA,58590,Trout Run,41.39,-77.08,Lycoming County,2727
17772,PA,54763,Turbotville,41.1,-76.76,Northumberland County,2076
17774,PA,52391,Unityville,41.24,-76.52,Lycoming County,966
17776,PA,61218,Waterville,41.32,-77.35,Lycoming County,0
17777,PA,52177,Watsontown,41.08,-76.86,Northumberland County,5704
17801,PA,45790,Sunbury,40.86,-76.78,Northumberland County,13584
17810,PA,49184,Allenwood,41.09,-76.9,Union County,1638
17812,PA,43410,Beaver Springs,40.74,-77.22,Snyder County,1262
17813,PA,46989,Beavertown,40.75,-77.16,Snyder County,1626
17814,PA,53455,Benton,41.19,-76.38,Columbia County,3821
17815,PA,62353,Bloomsburg,41,-76.45,Columbia County,19934
17820,PA,57114,Catawissa,40.95,-76.46,Columbia County,4897
17821,PA,76851,Danville,40.96,-76.61,Montour County,15793
17823,PA,52798,Dornsife,40.75,-76.76,Northumberland County,1074
17824,PA,71005,Elysburg,40.86,-76.54,Northumberland County,3703
17827,PA,50110,Freeburg,40.76,-76.94,Snyder County,669
17830,PA,54492,Herndon,40.71,-76.85,Northumberland County,1739
17834,PA,49741,Kulpmont,40.79,-76.47,Northumberland County,2884
17837,PA,87588,Lewisburg,40.96,-76.89,Union County,12169
17840,PA,47164,Locust Gap,40.79,-76.43,Northumberland County,0
17841,PA,45759,Mc Clure,40.7,-77.31,Mifflin County,3650
17842,PA,49052,Middleburg,40.78,-77.04,Snyder County,6917
17844,PA,53503,Mifflinburg,40.92,-77.04,Union County,8338
17845,PA,43659,Millmont,40.86,-77.23,Union County,1790
17846,PA,62500,Millville,41.12,-76.52,Columbia County,3179
17847,PA,48905,Milton,41,-76.85,Northumberland County,9775
17851,PA,39989,Mount Carmel,40.79,-76.41,Northumberland County,5842
17853,PA,48161,Mount Pleasant Mills,40.69,-77,Snyder County,2567
17855,PA,55538,New Berlin,40.88,-76.98,Union County,974
17856,PA,53267,New Columbia,41.04,-76.88,Union County,2949
17857,PA,53632,Northumberland,40.89,-76.79,Northumberland County,6690
17859,PA,54211,Orangeville,41.07,-76.41,Columbia County,2632
17860,PA,66856,Paxinos,40.83,-76.64,Northumberland County,1910
17864,PA,49527,Port Trevorton,40.7,-76.91,Snyder County,1809
17866,PA,43904,Coal Township,40.78,-76.54,Northumberland County,6587
17870,PA,61192,Selinsgrove,40.8,-76.86,Snyder County,10612
17872,PA,38244,Shamokin,40.78,-76.55,Northumberland County,7558
17876,PA,50085,Shamokin Dam,40.85,-76.82,Snyder County,1381
17878,PA,54750,Stillwater,41.15,-76.36,Columbia County,1355
17881,PA,42743,Trevorton,40.78,-76.67,Northumberland County,1192
17886,PA,48736,West Milton,41.01,-76.8,Union County,692
17888,PA,47050,Wilburton,40.81,-76.38,Columbia County,0
17889,PA,70399,Winfield,40.9,-76.87,Union County,2531
17901,PA,62575,Pottsville,40.67,-76.2,Schuylkill County,19275
17921,PA,53023,Ashland,40.78,-76.34,Schuylkill County,5064
17922,PA,69556,Auburn,40.59,-76.09,Schuylkill County,4204
17925,PA,50038,Brockton,40.77,-76.04,Schuylkill County,0
17929,PA,49348,Cressona,40.63,-76.19,Schuylkill County,1411
17931,PA,49422,Frackville,40.78,-76.23,Schuylkill County,4272
17934,PA,33200,Gilberton,40.79,-76.22,Schuylkill County,0
17935,PA,35695,Girardville,40.79,-76.28,Schuylkill County,1285
17938,PA,58517,Hegins,40.66,-76.48,Schuylkill County,2277
17941,PA,53052,Klingerstown,40.66,-76.62,Schuylkill County,716
17948,PA,37307,Mahanoy City,40.81,-76.13,Schuylkill County,3660
17952,PA,45663,Mary D,40.75,-76.06,Schuylkill County,0
17953,PA,44747,Middleport,40.72,-76.08,Schuylkill County,0
17954,PA,39425,Minersville,40.69,-76.25,Schuylkill County,3667
17957,PA,49518,Muir,40.59,-76.51,Schuylkill County,0
17959,PA,46004,New Philadelphia,40.71,-76.11,Schuylkill County,1178
17960,PA,66034,New Ringgold,40.68,-75.99,Schuylkill County,3493
17961,PA,81385,Orwigsburg,40.65,-76.1,Schuylkill County,5985
17963,PA,55368,Pine Grove,40.54,-76.38,Schuylkill County,8027
17964,PA,57745,Pitman,40.7,-76.51,Schuylkill County,615
17965,PA,45927,Port Carbon,40.69,-76.16,Schuylkill County,1811
17967,PA,52675,Ringtown,40.85,-76.23,Schuylkill County,2146
17968,PA,57783,Sacramento,40.64,-76.61,Schuylkill County,0
17970,PA,39926,Saint Clair,40.72,-76.19,Schuylkill County,2656
17972,PA,55525,Schuylkill Haven,40.62,-76.17,Schuylkill County,9691
17976,PA,36933,Shenandoah,40.81,-76.2,Schuylkill County,4842
17978,PA,52257,Spring Glen,40.63,-76.64,Schuylkill County,0
17980,PA,49583,Tower City,40.58,-76.55,Schuylkill County,2920
