zip,cbsa
89037,29820
74043,46140
53138,39540
22544,99999
19470,37980
66636,45820
12512,39100
19961,20100
15290,38300
29921,99999
49674,45900
04644,99999
35142,13820
82942,40540
26296,21180
27556,25780
81231,99999
71212,33740
77453,20900
23398,99999
13674,48060
53802,38420
86538,99999
84623,99999
14529,18500
99734,99999
71339,99999
40032,31140
44881,15340
96796,28180
14035,15380
29647,24940
08213,12100
79968,21340
79002,37420
54643,99999
28355,41820
39635,32620
72659,34260
41451,99999
20579,47900
72427,27860
39217,27140
72053,30780
22989,47900
04234,99999
95675,99999
38765,99999
55010,33460
32654,23540
16234,99999
27968,28620
72312,25760
23628,47260
16039,38300
36766,99999
73032,99999
56670,13420
78673,12420
20439,47900
39115,99999
39148,27140
60038,16980
93276,12540
46345,33140
76523,99999
93750,23420
18349,20700
21105,12580
65038,99999
98623,99999
25692,99999
17570,29540
08072,37980
22833,25500
29227,17900
24606,14140
20128,47900
99609,99999
49063,99999
16312,47620
00624,49500
00624,38660
00723,41980
00723,25020
00729,41980
01230,38340
01370,44140
01532,14460
01532,49340
01603,49340
01701,14460
01702,14460
01834,14460
01930,14460
01985,14460
02038,14460
02081,14460
02575,47240
02744,39300
02745,39300
02859,39300
02885,39300
03077,14460
03446,28300
03464,28300
04017,38860
04010,99999
04072,38860
04061,38860
04473,12620
04471,99999
04660,99999
05150,30100
05465,15540
05773,40860
05873,12740
05873,99999
05824,99999
06268,25540
06370,35980
06470,14860
06510,35300
06525,35300
07006,35620
07043,35620
07059,35620
07112,35620
07465,35620
07460,35620
07649,35620
07627,35620
07641,35620
07722,35620
07840,10900
07840,35620
08009,37980
08021,37980
08075,37980
08086,37980
08221,12100
08105,37980
08102,37980
10033,35620
11202,35620
11224,35620
11235,35620
11697,35620
11714,35620
10514,35620
11976,35620
12023,10580
12047,10580
12110,10580
12090,24020
12090,10580
12194,10580
12443,28740
12459,99999
12485,99999
12516,26460
12860,24020
12804,24020
12941,99999
12974,99999
12983,99999
12983,31660
13029,45060
13042,45060
13042,46540
13159,45060
13159,18660
13160,12180
13203,45060
13452,11220
13452,24100
13502,46540
13494,46540
13634,48060
14517,40380
14625,40380
14750,27460
14813,99999
14850,27060
15088,38300
15227,38300
15429,38300
15559,43740
15559,99999
15650,38300
15637,38300
16056,38300
16124,49660
16133,49660
16240,99999
16240,38300
16822,44300
16822,30820
17021,16540
17021,26500
17021,99999
17021,25420
17073,29540
17073,30140
17073,39740
17084,30380
17527,37980
17527,29540
17814,42540
17814,48700
17814,99999
17814,14100
17837,30260
18014,10900
18073,37980
18346,20700
18507,42540
18519,42540
18848,42380
18844,99999
18844,42540
18801,99999
19004,37980
19468,37980
19465,37980
19505,37980
19505,39740
19510,39740
19899,37980
20680,15680
20678,47900
20722,47900
20770,47900
20771,47900
21531,99999
21723,12580
21663,20660
21802,41540
20111,47900
20180,47900
20182,47900
20197,47900
22046,47900
22408,99999
22408,47900
23059,40060
23150,40060
23308,99999
23236,40060
23359,99999
23451,47260
23455,47260
23824,40060
23824,99999
23841,40060
23930,99999
23890,40060
23890,99999
24017,40220
24072,99999
24121,40220
24121,31340
24134,14140
24134,13980
24149,13980
24149,99999
24248,99999
24269,99999
24277,99999
24323,99999
24538,31340
24884,99999
27017,34340
27244,15500
27244,24660
27244,99999
27284,49180
27284,24660
27355,20500
27355,24660
27502,20500
27502,39580
27517,20500
27515,20500
27573,20500
27571,39580
27602,39580
27604,39580
27875,99999
27920,28620
28025,16740
28017,43140
28073,43140
28033,16740
28090,16740
28090,43140
28090,25860
28234,16740
28327,38240
28717,19000
29059,36700
29059,16700
28654,35900
28654,25860
28676,35900
28676,34340
28428,48900
28439,99999
28752,32000
28752,99999
28752,22580
28785,11700
28783,14820
28783,19000
28539,27340
29073,17900
29584,99999
29171,17900
29673,24860
29649,99999
29649,24940
29706,16740
29482,16700
30005,12060
30189,12060
30145,40660
30145,12060
30183,12060
30290,12060
30301,12060
30311,12060
30120,12060
30105,40660
30105,44900
30052,12060
30071,12060
30021,12060
30093,12060
30344,12060
30750,16860
31055,99999
30663,12060
30513,99999
30525,99999
30527,99999
30527,23580
30833,99999
31012,99999
31012,20140
30575,23580
30575,27600
31320,25980
32043,27260
32043,37260
32058,27260
32058,99999
32137,19660
32206,27260
39845,99999
39842,99999
39842,10500
39825,12460
39825,99999
31624,48180
31624,20060
31408,42340
31805,17980
32348,99999
32305,45220
32459,18880
32507,37860
34476,36100
33010,33100
33064,33100
34449,23540
34449,26140
32617,36100
32562,37860
34947,38940
33183,33100
33163,33100
33713,45300
33743,45300
33834,29460
33834,48100
33613,45300
33523,45300
32829,36740
32856,36740
33810,45300
33810,29460
33815,29460
33585,45540
33950,39460
34677,45300
35010,10760
35010,33860
35054,13820
34611,45300
34209,35840
34743,36740
35085,13820
35759,26620
35804,26620
36089,99999
36017,21640
35630,22520
35619,18980
35619,19460
35236,13820
35904,23460
35579,46220
35579,27530
35579,99999
36201,11500
36910,99999
36869,17980
38635,32820
38635,99999
36874,12220
36874,17980
38920,24980
38920,99999
36801,12220
36801,29300
36775,33860
36775,42820
36456,99999
36373,20020
38771,26940
38655,99999
38655,37060
38655,46180
38665,99999
38665,32820
39092,99999
39082,27140
39755,44260
39755,48500
39503,25060
39208,27140
39296,27140
39201,27140
39192,24900
39192,99999
39192,27140
37031,34980
39364,32940
39464,25620
39464,29860
37148,34980
37140,99999
38008,99999
37920,42940
37920,28940
38028,32820
37327,16860
37327,99999
37308,99999
37308,16860
37220,34980
37860,34100
37881,28700
37881,99999
37881,34100
37853,28940
37878,28940
37866,28940
37410,16860
38075,32820
38075,99999
38075,15140
25414,47900
25523,26580
25523,16620
26142,37620
26180,99999
26180,37620
26147,99999
26102,37620
38372,99999
38310,99999
38122,32820
25880,13220
25530,26580
38482,34980
26537,34060
41040,17140
41040,99999
41774,99999
41749,99999
41603,99999
42027,32460
42027,37140
42087,37140
40422,19220
40472,99999
40472,40080
26815,99999
40003,23180
40003,31140
40019,31140
26750,19060
40050,31140
41164,99999
41164,26580
41240,99999
41425,34460
41425,99999
41146,26580
41501,99999
41314,99999
40324,30460
40316,34460
42102,14540
42266,99999
42266,17300
42303,36980
44074,17460
44076,11780
44076,49660
44026,17460
44055,17460
42459,99999
42461,99999
42461,21780
42355,36980
42361,99999
43567,99999
43567,45780
43938,48260
44306,10420
44720,15940
44720,10420
44647,15940
44676,99999
44676,49300
44883,45660
45205,17140
45122,17140
43358,18140
43358,13340
43760,18140
43760,49780
43788,99999
45369,44220
45369,18140
45338,24820
45338,99999
45338,19430
45373,19430
45069,17140
43845,18740
45650,99999
45652,39020
46304,16980
46307,16980
46227,26900
46231,26900
46142,26900
46034,26900
46039,29020
46039,23140
46039,99999
46068,29020
46068,99999
46404,16980
46544,43780
46835,23060
47715,21780
48039,19820
47403,14020
47403,99999
47957,16980
47957,99999
47840,26900
47840,45460
47352,35220
47352,99999
47352,18220
48095,19820
48322,19820
49284,29620
49284,12980
49284,27100
48111,11460
48111,19820
48111,33780
48467,99999
48386,19820
48502,22420
48504,22420
48618,34380
48618,99999
48618,33220
48865,24340
49088,28020
49302,24340
49073,99999
49073,29620
49120,43780
49120,35660
49331,24340
49415,34740
49415,24340
49307,13660
49307,99999
50135,19780
50173,99999
50173,32260
50627,99999
50627,47940
50569,22700
50849,99999
49896,31940
50032,19780
50122,99999
50122,11180
49663,15620
49806,99999
49837,21540
52637,99999
52637,15460
52778,99999
52778,34700
52739,34700
52739,99999
52776,34700
52776,99999
52776,26980
57252,99999
57434,10100
57434,99999
57656,99999
57355,99999
57355,26700
57276,15100
52310,16300
52310,99999
52356,99999
52356,26980
52245,26980
57066,99999
57055,43620
51546,36540
52208,99999
52208,16300
52162,99999
57747,99999
57758,39660
57758,99999
53024,33340
53044,43100
53033,33340
69149,99999
69343,99999
68504,30700
68512,30700
68446,99999
68316,99999
68106,36540
68107,36540
68142,36540
68152,36540
68818,99999
68620,99999
68834,30420
68834,99999
68733,99999
68733,43580
68803,24260
68777,99999
68823,99999
53222,33340
53504,99999
53504,31540
54452,48140
54452,99999
54521,99999
54888,99999
54245,31820
54228,31820
54428,99999
54437,99999
53805,38420
53805,99999
53954,99999
53954,31540
53959,12660
53924,99999
53924,12660
53533,31540
53566,31540
54630,99999
54113,11540
54944,11540
54944,36780
55769,24330
55769,20260
55923,49100
55923,40340
55927,40340
55736,24330
55736,20260
55347,33460
55105,33460
55074,33460
55036,99999
55987,49100
55961,40340
55961,12380
55969,49100
55991,40340
56050,33460
56050,31860
58362,99999
58480,99999
58496,99999
58496,27420
60447,16980
60446,16980
56716,24220
56716,99999
57255,99999
58265,99999
58256,24220
56461,14660
56461,99999
56131,49380
56131,99999
56277,48820
56277,99999
60410,16980
58776,99999
60426,16980
61756,19500
61756,99999
61748,14010
61748,37900
62053,41180
61570,37900
60922,99999
60922,28100
61856,16580
61317,36837
61401,19340
61401,23660
61401,99999
61415,31380
61415,37900
61415,99999
62301,39500
62260,41180
62239,41180
62265,41180
62281,41180
62262,99999
62262,41180
60068,16980
60112,16980
60140,16980
62979,99999
62665,27300
62665,99999
62801,34500
62801,41180
62801,99999
62801,16460
62633,99999
62612,27300
62612,44100
62612,99999
62934,99999
60171,16980
63102,41180
60615,16980
63131,41180
64130,28140
64850,27900
64850,99999
64848,99999
64848,27900
64752,28140
64752,99999
64064,28140
64088,28140
63501,28860
63534,99999
63534,33620
63361,99999
63361,27620
63368,41180
63359,41180
63359,99999
63359,33020
63339,99999
63465,22800
64402,99999
64651,99999
64443,41140
64448,41140
63781,99999
63781,16020
63801,99999
63801,43460
63877,99999
63877,28380
63851,99999
63939,38740
65040,27620
65040,99999
65025,27620
65025,17860
66053,28140
66609,45820
66717,99999
66616,45820
65775,48460
65775,99999
65779,99999
65790,48460
65790,99999
65542,40620
65542,99999
65548,99999
65548,48460
65483,99999
65615,14700
65591,99999
65443,99999
66219,28140
66204,28140
65721,44180
65661,99999
66762,38260
66762,99999
70090,35380
70121,35380
67449,99999
67601,25700
67510,26740
67156,49060
70040,35380
71909,26300
71909,30780
71822,45500
71923,11660
71923,99999
71923,31680
71957,99999
72173,42620
72173,30780
71465,99999
71639,38220
71639,99999
71202,33740
71207,33740
71055,99999
71055,33380
71002,35060
72076,30780
72113,30780
71403,99999
71403,22860
71404,10780
71404,99999
72370,14180
72437,27860
73044,36420
73099,36420
73083,36420
72944,22900
72944,99999
72512,99999
72482,12900
72482,99999
72639,99999
73121,36420
73101,36420
73541,30020
74868,99999
74829,99999
74630,38620
74630,99999
74630,21420
74547,32540
74547,99999
74119,46140
74954,22900
75007,19100
74901,99999
74339,33060
75243,19100
75477,37580
75208,19100
75103,99999
75109,18620
75117,99999
75070,19100
75440,99999
75459,43300
75661,30980
76096,19100
75928,99999
75931,99999
75790,99999
75790,46340
75975,30980
75975,99999
75956,99999
77074,26420
77377,26420
77002,26420
76450,33420
76450,99999
76639,18620
76640,47380
76433,99999
76433,44500
76433,24180
77096,26420
77026,26420
77404,13060
77802,17780
77803,17780
77706,13140
78469,18580
77879,17780
78246,41700
78610,12420
76544,28660
76527,99999
76527,28660
76527,12420
76518,99999
76578,12420
76578,99999
78573,32580
78597,15180
76856,99999
78010,41700
78010,28500
79705,33260
79606,10180
79057,99999
79057,37420
78959,12420
78959,99999
78703,12420
78737,12420
79508,10180
80456,19740
80744,99999
80758,99999
80911,17820
80136,19740
80916,17820
81101,99999
81020,99999
85011,38060
82053,16940
81401,33940
81154,99999
81240,15860
82922,99999
87014,24380
85701,46060
85335,38060
86404,29420
85628,35700
87111,10740
87199,10740
84123,41620
84762,99999
84078,46860
84081,41620
88242,26020
88415,99999
88346,40760
87729,99999
84525,99999
84025,36260
90029,31080
90245,31080
89183,29820
90057,31080
91345,31080
91360,37100
90723,31080
93105,42200
93224,12540
93241,12540
93268,12540
95320,44700
95380,32900
95380,33700
91917,41740
93644,31460
93703,23420
93456,42200
95376,44700
95334,32900
93555,40140
93555,12540
93510,31080
92027,41740
92584,40140
92128,41740
92130,41740
92085,41740
92501,40140
92241,40140
92251,20940
92255,40140
91201,31080
92707,31080
92815,31080
92673,31080
91776,31080
91722,31080
91701,40140
91715,31080
91708,40140
95948,17020
95948,49700
94517,41860
94519,41860
95403,42220
95468,46380
95018,42100
95005,42100
95050,41940
94404,41860
94903,41860
95066,42100
94565,41860
95821,40900
95829,40900
96754,28180
96815,46520
96749,25900
94708,41860
94598,41860
95608,40900
83660,36620
83660,14260
83612,99999
59803,33540
59262,99999
59457,99999
59479,99999
59214,99999
59324,99999
83848,41760
83204,38540
83236,13940
97201,38900
97146,11820
97527,24420
97527,32780
97534,24420
97503,32780
97303,41420
97209,38900
97862,25840
98004,42660
97823,25840
97823,99999
97391,35440
98038,42660
98051,42660
98077,42660
98382,38820
98382,99999
98629,38900
98550,10140
98570,16500
98304,42660
98304,16500
98329,14740
98329,42660
98168,42660
98221,99999
98221,34580
98145,42660
98444,42660
98416,42660
98823,48300
98823,34180
99129,44060
99166,99999
98943,21260
99344,28420
99344,34180
99344,36830
01101,44140
01436,49340
02142,14460
02650,12700
03279,30100
03885,14460
04256,30340
04951,99999
05843,12740
05843,99999
06083,25540
07101,35620
07463,35620
08804,10900
08804,35620
08886,10900
10044,35620
12168,26460
12168,10580
12843,24020
13112,45060
13167,45060
13780,99999
14134,36460
14134,15380
14423,40380
16443,21500
16839,20180
17224,16540
17224,99999
17088,30140
17518,29540
17980,25420
17980,39060
19503,39740
22035,47900
23110,40060
23827,47260
24038,40220
24283,99999
24283,13720
27016,49180
27845,40260
28222,16740
28297,16740
30049,12060
30648,12020
30425,44340
30425,99999
32033,27260
34441,26140
34958,38940
34276,35840
34106,34940
34745,36740
34789,36740
38761,24900
38761,26940
39286,27140
38023,32820
37359,46100
37359,99999
37384,16860
25329,16620
26222,99999
25008,13220
38352,99999
38352,27180
26520,34060
40865,99999
42002,37140
41535,99999
41238,99999
42273,14540
43439,45780
44510,49660
45416,19430
47166,31140
47946,99999
47946,16980
48414,29620
49342,13660
50058,16140
50058,19780
50058,99999
49934,26340
49436,99999
51056,99999
51056,43580
52552,36900
52552,99999
57374,43620
57374,33580
57272,99999
57272,47980
52536,36900
52536,99999
68055,99999
68925,25580
69217,99999
68433,99999
68629,99999
68629,35740
53522,99999
53522,31540
54545,99999
55733,20260
56019,99999
56019,35580
58332,99999
58065,99999
56434,99999
56358,33460
56358,99999
56302,41060
56181,21860
56520,47420
56581,99999
62045,41180
60924,99999
61864,16580
61425,15460
62860,99999
62875,99999
62875,16460
62875,41180
64847,99999
63438,25300
63438,39500
64427,41140
64427,32340
64165,28140
65755,99999
66115,28140
67102,49060
67953,99999
70755,12940
72057,30780
72057,38220
71433,99999
71433,10780
72449,99999
73053,99999
72928,22900
72928,99999
73749,99999
73566,99999
73658,99999
74724,99999
75574,45500
76035,24180
76035,19100
78057,37770
78057,41700
79111,11100
79358,30220
79358,31180
79085,99999
80420,19740
85067,38060
82332,99999
90748,31080
91944,41740
92427,40140
91116,31080
92623,31080
95151,41940
96094,99999
96116,99999
83604,14260
59871,99999
59433,99999
83340,25200
97102,99999
97102,11820
99180,99999
99209,44060
01531,49340
03838,99999
04051,99999
13072,99999
13072,45060
17129,25420
18503,42540
18920,37980
21612,20660
24322,99999
32423,99999
33465,33100
33915,15980
35813,26620
36790,13820
37401,16860
25141,99999
25141,16620
25564,16620
41837,99999
41503,99999
41543,99999
42541,99999
43010,44220
48432,99999
50048,99999
50048,19780
51061,43580
51061,99999
57243,47980
57243,99999
51540,36540
68044,36540
68044,23340
54531,99999
54769,33460
54769,99999
56386,33460
58740,99999
58740,33500
56525,22020
61857,19180
62831,99999
62831,34500
62898,34500
66683,45820
66833,21380
70789,12940
71325,10780
71325,99999
72932,22900
75381,19100
77342,26660
77971,99999
95387,33700
92074,41740
92502,40140
83425,26820
83808,99999
02133,14460
02541,12700
04261,99999
04231,99999
12173,26460
12547,28740
12847,99999
16622,26500
16565,21500
22535,99999
28542,27340
29151,44940
33854,29460
38027,32820
40066,31140
41365,99999
42367,16420
43755,15740
50206,32260
50206,11180
50206,99999
57574,99999
68854,99999
68734,99999
55724,20260
62272,16060
62272,99999
62444,99999
67065,99999
71249,99999
73156,36420
77219,26420
79548,99999
81071,99999
85236,38060
85726,46060
84622,99999
91943,41740
92052,41740
91012,31080
92684,31080
96048,99999
59247,99999
99511,11260
01009,44140
12045,10580
13063,45060
15015,38300
16856,44300
27907,21020
25083,13220
25083,16620
25019,16620
41812,99999
41351,99999
60009,16980
64741,99999
67656,99999
71910,26300
77235,26420
80432,19740
85333,38060
85333,49740
84091,41620
88321,10740
95378,44700
59640,25740
12932,99999
13784,18660
19113,37980
27130,49180
27627,39580
33595,45300
36581,33660
26568,17220
62059,41180
65727,44180
65660,99999
71353,99999
71353,36660
72440,99999
79342,99999
85311,38060
87827,99999
94083,41860
14539,40380
16250,38300
24026,40220
43531,99999
49610,45900
68945,25580
68945,28260
68320,99999
62306,39500
63849,28380
63849,99999
72430,99999
87064,21580
83431,26820
98639,38900
01224,38340
04764,99999
06267,49340
16674,99999
16674,26500
22082,47900
38333,99999
46859,23060
47036,17140
50275,99999
50231,99999
62962,16020
63350,99999
67658,99999
72052,42620
15770,99999
20753,47900
43902,48540
76874,99999
82615,99999
13643,48060
60678,16980
63784,43460
66412,99999
78156,41700
89007,29820
93014,42200
95253,44700
59411,99999
04922,99999
16732,14620
45351,24820
73553,99999
83283,30860
13806,99999
15020,38300
20913,47900
15624,38300
56591,99999
73770,99999
75157,19100
82428,99999
15489,38300
28552,35100
50427,99999
58716,99999
58716,33500
20159,47900
78050,41700
91222,31080
18254,10900
20372,47900
25772,26580
89823,21220
93633,47300
43934,48540
98061,14740
26576,21900
26559,21900
46302,16980
71213,33740
74431,46140
87310,23700
28123,16740
70537,29180
91189,31080
06246,49340
22649,47900
78295,41700
99151,44060
01152,44140
12069,11220
43403,45780
47324,39980
92321,40140
01865,14460
35560,27530
50304,19780
25916,99999
50127,19780
43510,99999
64162,28140
59434,99999
07097,35620
17246,16540
26543,34060
68861,28260
70551,36660
99744,99999
18341,20700
98493,42660
20523,47900
28424,99999
63145,41180
05840,99999
15953,43740
04063,38860
23341,99999
97242,38900
15259,38300
86544,99999
06030,25540
77582,26420
39463,38100
93642,23420
23293,40060
83728,14260
22626,99999
50110,99999
85744,46060
92328,99999
86053,22380
12420,28740
20993,47900
48177,33780
45674,38580
16246,26860
26671,99999
80429,99999
96084,39820
17932,39060
58644,99999
96769,28180
23347,99999
99563,99999
72329,14180
06156,25540
39407,25620
99756,99999
95656,40900
05746,30100
89438,49080
83735,14260
15510,43740
26667,99999
92182,41740
28750,99999
18968,37980
38393,99999
35119,13820
90846,31080
04082,38860
60932,19180
86011,22380
49430,24340
72322,22620
20456,47900
20415,47900
33730,45300
45787,31930
31067,99999
72615,25460
74556,99999
75121,19100
17247,16540
23943,99999
77875,99999
80257,19740
39762,44260
30289,12060
18653,42540
49281,25880
02663,12700
35551,99999
20201,47900
37089,34980
22109,47900
27594,99999
92862,31080
54976,99999
72553,12900
72066,99999
52204,99999
80256,19740
29844,99999
60670,16980
82010,16940
11499,35620
29476,16700
16413,21500
02713,47240
75443,14300
96726,25900
03751,30100
73184,36420
25644,34350
71828,26260
25634,34350
20580,47900
06022,25540
86512,99999
17081,25420
29447,16700
35074,13820
20509,47900
40018,31140
23066,47260
79846,99999
40266,31140
01263,38340
26435,17220
71480,99999
87654,99999
15485,43740
99755,99999
14061,15380
07870,35620
56047,99999
05823,99999
13623,36300
55791,20260
17342,49620
75458,19100
37730,99999
64864,27900
62719,44100
40941,30940
19409,37980
00601,38660
00676,10380
00692,41980
00714,25020
00767,41980
00795,38660
01085,44140
01420,49340
01568,49340
01612,49340
01720,14460
01772,49340
01772,14460
01913,14460
01907,14460
02269,14460
02539,47240
02659,12700
02655,12700
02770,14460
02770,39300
02760,39300
02790,39300
03043,31700
03443,28300
03586,30100
04022,99999
04250,30340
04259,12300
04355,12300
04347,12300
04628,99999
04623,99999
04853,99999
04923,99999
04765,12620
05056,30100
04981,99999
04987,99999
05262,13540
05142,30100
05672,99999
05675,30100
05602,12740
05747,99999
06070,25540
06443,35300
06422,25540
06422,35300
06479,25540
06479,35300
06614,14860
06877,14860
06905,14860
07017,35620
07031,35620
07456,35620
07424,35620
07503,35620
07513,35620
07660,35620
07605,35620
07704,35620
07878,35620
08202,36140
08311,47220
08620,37980
08620,45940
08620,35620
08610,45940
08610,37980
08701,35620
10281,35620
11050,35620
11416,35620
11563,35620
11702,35620
11793,35620
10510,35620
11971,35620
10532,35620
12009,10580
12125,26460
12207,10580
12430,99999
12590,39100
12856,24020
12815,24020
13108,45060
13165,42900
13165,40380
13212,45060
13214,45060
13820,99999
13820,36580
13842,99999
14001,15380
14001,12860
14072,15380
14301,15380
14454,40380
14420,40380
14572,18500
14572,40380
14623,40380
14709,99999
14838,99999
14838,21300
14843,18500
14843,99999
14772,36460
14822,99999
14822,40380
14905,21300
15110,38300
15106,38300
15317,38300
15558,43740
16051,38300
16051,35260
16102,35260
16314,49660
16314,32740
16314,36340
16232,99999
16232,36340
16803,44300
16947,99999
16947,42380
16933,99999
17022,29540
17022,25420
17018,25420
17066,30380
17066,26500
17350,23900
17740,48700
17740,30820
17744,48700
17745,48700
17745,30820
17830,44980
17876,42780
17878,42540
17878,14100
18036,37980
18036,10900
18062,10900
18062,39740
18512,42540
18615,42540
18631,14100
18705,42540
19405,25420
19405,37980
19355,37980
19506,39740
19703,37980
19707,37980
19540,39740
19540,29540
19933,41540
20005,47900
20616,47900
20598,47900
20814,47900
20792,47900
21123,12580
21215,12580
21702,47900
21733,25180
21754,47900
21813,41540
20105,47900
20121,47900
20184,47900
22191,47900
22207,47900
22834,25500
22835,99999
23060,40060
23075,40060
23093,40060
23093,16820
23093,99999
23103,40060
23301,99999
23435,47260
23454,47260
23503,47260
23866,47260
23866,99999
24060,13980
24054,19260
24054,32300
24370,28700
24370,99999
27040,49180
27048,24660
27214,24660
27315,99999
27317,24660
27295,49180
27511,39580
27520,39580
27523,39580
27523,20500
27597,39580
27597,40580
27703,20500
27703,39580
27816,39580
27816,40580
27837,24780
27837,47820
27888,24780
27888,99999
27888,48980
28036,16740
28081,16740
28097,16740
28097,10620
28151,43140
28173,16740
28205,16740
28323,22180
28712,14820
28638,25860
28658,25860
28633,25860
28606,25860
28606,35900
28425,48900
28365,99999
28365,24140
28399,22180
28399,99999
28781,99999
28747,14820
28747,19000
28525,28820
28525,99999
28521,99999
28521,27340
29142,36700
29150,44940
29138,24940
29138,17900
29138,12260
29805,12260
29575,34820
29379,46420
29302,43900
29664,42860
29451,16700
30009,12060
29934,25940
29934,99999
30188,12060
30115,12060
30034,12060
30019,12060
30216,12060
30216,31420
30102,12060
30710,16860
30710,19140
30740,19140
30740,16860
31057,99999
31119,12060
30622,12060
30622,27600
30622,12020
30669,12020
30669,99999
30517,27600
30517,12060
30517,23580
30457,47080
30457,20140
30457,99999
30446,42340
30446,99999
30548,23580
30548,12060
30548,27600
31309,25980
31211,31420
32025,29380
31645,46660
31645,99999
31638,46660
32086,27260
32114,19660
32102,19660
32102,36740
32130,19660
31730,12460
31730,99999
31798,22340
31798,20060
31798,99999
32250,27260
32439,18880
32465,99999
32465,37460
32771,36740
33024,33100
33136,33100
34990,38940
33454,33100
33473,33100
33475,38940
33196,33100
33320,33100
33707,45300
33857,42700
33804,29460
33584,45300
33912,15980
34737,36740
35045,13820
34105,34940
34108,34940
35133,13820
35757,26620
36005,99999
36005,45980
36072,21640
36083,99999
36039,99999
36006,13820
36006,33860
35651,99999
35651,19460
35401,46220
35233,13820
35211,13820
35951,22840
35951,10700
38646,99999
38610,99999
36915,99999
39039,27140
36703,33860
36703,42820
36856,17980
36421,99999
36473,99999
38748,24740
38748,99999
38680,32820
38769,17380
38685,37060
38685,32820
36567,19300
36603,33660
39665,99999
39665,15020
39662,99999
39662,15020
39662,32620
39483,99999
39520,25060
37015,17300
37015,34980
37019,30280
37134,99999
37150,18260
37150,99999
37150,34980
37171,17300
37171,34980
37771,28940
37924,28940
37659,28700
37659,27740
37683,99999
37683,27740
37656,28700
37656,24620
37656,27740
37705,28940
37352,46100
37355,46100
37345,99999
37345,46100
37337,99999
37337,19420
37337,18900
37876,34100
37876,42940
37601,27740
38041,99999
25503,38580
25514,26580
26205,99999
26330,99999
26330,17220
26330,21900
25123,38580
25123,26580
25261,99999
25268,99999
26037,48260
38570,18260
26430,99999
26710,99999
26710,19060
26710,49020
26372,99999
41011,17140
41074,17140
42064,37140
42064,99999
41701,99999
41847,99999
40509,30460
40176,21060
40176,99999
40205,31140
41179,32500
41179,99999
41179,26580
41301,99999
41263,99999
41514,99999
40383,30460
42337,16420
44113,17460
44085,11780
43506,19580
43506,99999
42757,99999
42757,15820
42757,21060
42539,99999
42712,99999
42712,21060
42647,99999
44128,17460
43609,45780
43556,19580
43556,99999
43607,45780
44646,15940
43040,18140
44875,31900
44875,15340
45820,30620
43119,18140
43105,18140
43076,18140
43145,47920
43145,18140
45303,24820
45304,24820
45304,99999
45304,19430
45213,17140
45201,17140
43348,13340
43739,18140
43318,13340
43318,46500
43766,18140
45327,19430
45327,99999
45327,17140
46580,47700
46619,43780
46703,11420
46615,43780
46705,11420
46705,12140
46250,26900
46226,26900
46041,29200
46041,23140
46041,26900
46041,29020
45775,99999
46065,23140
46065,29200
46051,26900
46402,16980
46217,26900
46815,23060
46748,28340
46748,12140
46748,23060
47630,21780
48035,19820
48028,19820
47431,14020
47436,14020
47436,13260
46996,99999
47022,17140
47834,45460
47834,26900
47903,29200
47303,34620
48340,19820
48367,19820
48326,19820
48363,19820
49228,33780
49228,10300
49274,17740
49274,25880
48615,10940
48615,33220
48312,19820
48166,33780
48180,19820
48178,19820
48178,11460
48125,19820
48133,33780
48204,19820
48215,19820
48748,99999
48634,13020
48634,33220
48858,34380
48858,33220
48817,29620
48873,24340
48873,29620
48838,24340
48834,24340
48819,29620
49045,99999
49045,43780
49026,99999
49026,26090
49330,24340
49330,34740
49330,99999
49417,24340
50237,37800
50237,19780
50541,99999
49895,99999
49895,21540
50028,19780
50028,32260
49640,45900
49507,24340
50316,19780
50421,99999
50475,99999
50475,32380
50436,99999
50477,32380
49777,99999
49815,27020
49776,10980
49776,99999
51048,99999
51048,43580
52755,26980
52755,34700
52755,99999
52554,21840
52554,36900
52554,99999
57301,33580
57226,99999
57226,47980
57571,99999
52339,99999
57039,43620
57021,43620
52057,99999
52161,99999
61230,44580
53015,43100
53015,31820
53202,33340
53158,16980
69021,99999
68967,99999
68967,30420
69170,35820
68462,36540
68462,30700
53115,48580
53132,33340
53139,39540
53139,16980
68757,99999
68757,43580
68523,30700
53233,33340
53521,27500
53521,31540
54494,99999
54494,49220
54494,44620
54465,99999
54484,48140
54820,99999
54820,20260
54903,36780
54824,99999
54772,32860
54738,20740
54738,99999
53952,99999
53576,27500
53554,31540
53554,38420
53556,12660
53556,99999
53588,12660
53588,31540
53588,99999
54703,32860
54703,20740
54622,99999
54722,20740
54024,99999
54111,43020
54111,24580
54162,43020
54162,24580
54941,99999
54960,99999
55406,33460
55409,33460
55734,20260
55360,33460
55340,33460
55080,33460
55040,33460
55043,33460
55044,33460
55021,22060
55021,36940
55431,33460
55446,33460
55321,99999
55321,33460
55321,26780
56069,33460
56069,22060
58327,99999
58545,13900
58545,99999
58703,33500
58647,19860
58647,99999
58369,99999
60456,16980
56734,99999
56728,99999
56373,99999
56373,41060
56164,99999
56303,41060
56119,99999
56119,49380
60429,16980
56575,99999
60465,16980
61728,14010
61728,38700
61749,99999
61749,19500
61749,30660
62220,41180
61525,37900
61561,37900
61611,37900
61604,37900
61883,19180
61364,38700
61364,36837
61376,19940
61376,36837
