zip,cbsa
90006,31080
96107,99999
89115,29820
90063,31080
89509,39900
89432,39900
89435,39900
90272,31080
90278,31080
91340,31080
91324,31080
91325,31080
90701,31080
90717,31080
90721,31080
91902,41740
95391,44700
95391,41860
93702,23420
93422,42020
93301,12540
95361,33700
95361,44700
95338,99999
93518,12540
92404,40140
92587,40140
92308,40140
92327,40140
92225,40140
92225,20940
92243,20940
92254,40140
92801,31080
92799,31080
94074,41860
91706,31080
92857,31080
92614,31080
95938,17020
95052,41940
94923,42220
95117,41940
94560,41860
95817,40900
96734,46520
95673,40900
94706,41860
94580,41860
96141,40900
95223,99999
95633,40900
59044,13740
59101,13740
59101,99999
96821,46520
59008,13740
83706,14260
97055,38900
83442,26820
83607,36620
83607,14260
59741,99999
59741,14580
59736,99999
59872,99999
59313,99999
83864,41760
83401,26820
97202,38900
97122,99999
97636,99999
97525,32780
97538,24420
97637,99999
98024,42660
97758,99999
97826,25840
97333,18700
97333,10540
97386,10540
97370,18700
97370,41420
98368,99999
98406,42660
98392,14740
98587,10140
98595,10140
98614,99999
98358,99999
98166,42660
98146,42660
98520,10140
98225,13380
99901,28540
99702,21820
99522,11260
99207,44060
98926,21260
98841,99999
98856,99999
99025,44060
99503,11260
00902,41980
00981,41980
04448,12620
04860,99999
04986,99999
07021,35620
08065,37980
08346,12100
08906,35620
12441,28740
12747,99999
13147,12180
13158,18660
13158,45060
13164,45060
13683,31660
13739,99999
13776,36580
15847,99999
15901,27780
16375,99999
16877,44300
16877,26500
17347,49620
17983,39060
18405,35620
18405,99999
19032,37980
19375,37980
20645,47900
21524,19060
21861,41540
23056,47260
23126,40060
24363,99999
27974,47260
28508,99999
29528,34820
29916,25940
29916,99999
31402,42340
31532,99999
31532,20060
32124,19660
32241,27260
36321,20020
24874,99999
25009,16620
25711,26580
25650,99999
26412,99999
41568,99999
41817,99999
42035,32460
42035,99999
41862,99999
42742,99999
45647,17060
45647,99999
46349,16980
47220,42980
47858,45460
48501,22420
48807,29620
48807,40980
48807,10940
48872,19820
48872,29620
49081,28020
49106,35660
50233,19780
50007,19780
57279,99999
52251,99999
52030,99999
51530,99999
53011,22540
53011,43100
54748,20740
54822,99999
54756,99999
53926,99999
53926,31540
53932,31540
53932,13180
56045,10660
58464,99999
58278,24220
56388,41060
56680,24330
60934,38700
60539,16980
61826,16580
61830,19500
61830,16580
61263,19340
62244,41180
60065,16980
62462,16660
62462,99999
62462,20820
60186,16980
64001,28140
66431,45820
65626,48460
65626,99999
65673,14700
67062,32700
67062,48620
67566,26740
71355,99999
71406,99999
72368,22620
72368,99999
73189,36420
72533,99999
72768,22220
73944,25100
77052,26420
78159,99999
79355,99999
79604,10180
79530,99999
79530,10180
81029,99999
82931,21740
84329,36260
89310,99999
93270,47300
93553,31080
92309,40140
91023,31080
95428,46380
94581,34900
59859,99999
59527,99999
97137,41420
97627,28900
97537,32780
97357,35440
99139,99999
98862,99999
01081,44140
03048,31700
05360,99999
08554,37980
11568,35620
15921,27780
17223,99999
18823,99999
20849,47900
22948,47900
23045,47260
33011,33100
33688,45300
33848,36740
39322,99999
26291,99999
40915,30940
41713,99999
45841,22300
45841,99999
43128,47920
43128,19430
43333,13340
47964,16980
50836,99999
49637,45900
52752,99999
68365,99999
55020,33460
55020,22060
58048,22020
58048,99999
56580,22020
61519,37900
62965,99999
66094,41140
66094,99999
67059,99999
67954,99999
67954,30580
73669,99999
73669,48220
74450,99999
74450,34780
77244,26420
79778,99999
80812,99999
87187,10740
84726,99999
93437,42200
92871,31080
95543,18860
96093,99999
98393,14740
99519,11260
01438,49340
10175,35620
12085,10580
12858,99999
17981,39060
18461,99999
18842,99999
21824,41540
29938,25940
36120,33860
39302,32940
37605,27740
25112,16620
25007,13220
45034,17140
48311,19820
48659,99999
48659,13020
49667,15620
49468,24340
50452,99999
51053,44740
51053,99999
68736,99999
58219,99999
62862,99999
75607,30980
79240,99999
80293,19740
81248,99999
90749,31080
98555,43220
15655,38300
16352,47620
17727,99999
17727,48700
24485,44420
31561,15260
33757,45300
32912,37340
33970,15980
57261,99999
57724,99999
69161,99999
68326,99999
68669,99999
68669,30700
58570,13900
58570,99999
63538,99999
66091,99999
70728,12940
71276,99999
75608,30980
78768,12420
80745,24540
80745,44540
84201,36260
93664,23420
93641,23420
93641,47300
95681,40900
15553,43740
19109,37980
22433,99999
23250,40060
24168,32300
28093,16740
31126,12060
33882,29460
34673,45300
37815,34100
38025,20540
44199,17460
48619,99999
57224,99999
57271,47980
57271,99999
68182,36540
68659,23340
68659,99999
56216,48820
56594,22020
56594,47420
62706,44100
72166,99999
73033,99999
72851,99999
75372,19100
76307,48660
77613,13140
79087,99999
79453,31180
87036,10740
89437,39900
91609,31080
95913,99999
96049,39820
98952,49420
01971,14460
02666,12700
05494,15540
10911,35620
12874,24020
13201,45060
14475,40380
14754,99999
15951,27780
15937,43740
20725,47900
28738,11700
38303,27180
26404,17220
50862,99999
68981,99999
68981,28260
68332,13100
68332,99999
79117,11100
91395,31080
93604,31460
92513,40140
95565,21700
96039,99999
95668,40900
95668,49700
40261,31140
44325,10420
46885,23060
47647,99999
79842,99999
81602,24060
84710,99999
59535,99999
19936,20100
34692,45300
57787,39660
60682,16980
89430,22280
96011,39820
98355,16500
11770,35620
12433,28740
20554,47900
21252,12580
21872,41540
31418,42340
41834,99999
79490,31180
80036,19740
87713,29780
96014,99999
18083,10900
20435,47900
23108,40060
39569,25060
68946,99999
75470,37580
84536,99999
92605,31080
99118,99999
32777,36740
33124,33100
68837,99999
60956,99999
24025,40220
91365,31080
44661,99999
43805,18740
49922,26340
90507,31080
15680,38300
16840,20180
41366,99999
67631,99999
83841,41760
19052,37980
44068,11780
71414,35060
16530,21500
25777,26580
26534,34060
86039,43320
25818,13220
79058,11100
79058,20300
00721,41980
12454,99999
56685,13420
96106,99999
04662,99999
07846,10900
22509,99999
95026,41940
68109,36540
56328,99999
87543,45340
45378,19430
45378,99999
75378,19100
24737,14140
04570,99999
10988,39100
43740,18140
64858,27900
13163,45060
31421,42340
02217,14460
12724,99999
75221,19100
79719,99999
40576,30460
54926,99999
10503,35620
43738,49780
72526,12900
24894,99999
27985,21020
28671,25860
43926,48260
62726,44100
20066,47900
57737,39660
50318,19780
77970,99999
59623,25740
56084,35580
47382,99999
77326,99999
73556,11060
17568,29540
84316,36260
02564,99999
65111,27620
23424,47260
18611,42540
96808,46520
40292,31140
50831,99999
49717,99999
73425,20340
14518,40380
99146,99999
20375,47900
15240,38300
99251,44060
32138,37260
15775,27780
14766,36460
35139,13820
37132,34980
43251,18140
88268,16100
71659,38220
99765,99999
15754,26860
45131,17140
44690,99999
91756,31080
03850,99999
70718,12940
28666,25860
40618,23180
26572,21900
88244,26020
47225,24700
76953,99999
25755,26580
64002,28140
10130,35620
72169,99999
54649,99999
75689,30980
40153,99999
75425,37580
99782,99999
25685,99999
26422,17220
99624,99999
45699,39020
37845,28940
40847,99999
86507,99999
37851,99999
99677,99999
02344,14460
43287,18140
42638,99999
36470,99999
37997,28940
30756,19140
18231,39060
30109,12060
53159,16980
49314,26090
63066,41180
63840,99999
20811,47900
99602,99999
22217,47900
99589,99999
02358,14460
18251,42540
28375,31300
85926,43320
99791,99999
72445,99999
20894,47900
25911,13220
30464,99999
96773,25900
28288,16740
40620,23180
95431,42220
17528,29540
95840,40900
42063,32460
14563,40380
24627,99999
74187,46140
77334,26660
14168,36460
77367,26660
72474,37500
54429,48140
27570,99999
17858,14100
99552,99999
17177,25420
35440,46220
17130,25420
32111,36100
32512,37860
14430,40380
22214,47900
12107,10580
00653,49500
00921,41980
00956,41980
00971,41980
01032,44140
01108,44140
01254,38340
01301,44140
01360,44140
01373,44140
01463,14460
01938,14460
02065,14460
02108,14460
02324,14460
02379,14460
02464,14460
02703,39300
02764,39300
02871,39300
03054,31700
03103,14460
03103,31700
03245,29060
03245,30100
03440,31700
03266,30100
03748,30100
03458,28300
03458,31700
03574,30100
03574,13620
03584,13620
03602,28300
03602,30100
03583,13620
03901,38860
04038,38860
04055,38860
04221,99999
04421,99999
04612,99999
04643,99999
04736,99999
04956,99999
05051,30100
05201,13540
05454,15540
05673,12740
05739,40860
05775,40860
05775,13540
06053,25540
06018,45860
06106,25540
06357,35980
06426,25540
06511,35300
06612,14860
06825,14860
07011,35620
07081,35620
07058,35620
07111,35620
07208,35620
07444,35620
07675,35620
07712,35620
07726,35620
07885,35620
07934,35620
08020,37980
08045,37980
08054,37980
08234,12100
08690,45940
08830,35620
08827,35620
08827,10900
08876,35620
08904,35620
08903,35620
10456,35620
10314,35620
10313,35620
11249,35620
11239,35620
11361,35620
11364,35620
11510,35620
11516,35620
11579,35620
11738,35620
11741,35620
10573,35620
10577,35620
12170,10580
12121,10580
12188,10580
12508,39100
12566,39100
12566,99999
12566,28740
12582,35620
12582,39100
12569,39100
12725,99999
12725,28740
12836,24020
12836,99999
12936,99999
12924,38460
12957,31660
12996,99999
13206,45060
13406,46540
13413,46540
13368,99999
13338,46540
13304,46540
14047,15380
14502,40380
14608,40380
14719,36460
14783,36460
15063,38300
15112,38300
15133,38300
15120,38300
15127,38300
15136,38300
15148,38300
15228,38300
15233,38300
15236,38300
15327,99999
15282,38300
15417,38300
15644,38300
15834,99999
15834,41260
16049,99999
16049,38300
16046,38300
16052,38300
16327,36340
16327,32740
16507,21500
16646,20180
16646,27780
16926,42380
16935,99999
17035,25420
17035,99999
17063,30380
17063,42780
17257,16540
17257,25420
17307,23900
17307,25420
17355,49620
17512,29540
17538,29540
17751,30820
17841,30260
17841,30380
17841,42780
18034,10900
18067,10900
18328,20700
18328,35620
18501,42540
18833,99999
18833,42380
19128,37980
19134,37980
19508,39740
19525,39740
19525,37980
19529,10900
19529,39740
20624,15680
20637,47900
20737,47900
20769,47900
21162,12580
21155,12580
21229,12580
21244,12580
21231,12580
21713,25180
21713,47900
21654,20660
21787,47900
21787,12580
20135,47900
22150,47900
22079,47900
22205,47900
22485,99999
22511,99999
22712,47900
22844,99999
22844,25500
23076,47260
23168,47260
23226,40060
23234,40060
23471,47260
23509,47260
23601,47260
23523,47260
23604,47260
23605,47260
23860,40060
23944,99999
23917,99999
24090,40220
24265,99999
24330,99999
24315,13980
24315,14140
24445,99999
24482,44420
24554,31340
24527,19260
27007,34340
27009,49180
27252,38240
27252,20500
27282,24660
27331,41820
27371,24660
27371,99999
27429,24660
27516,20500
27537,25780
27537,99999
27537,39580
27572,20500
27559,20500
27608,39580
27856,40580
28016,16740
28034,16740
28088,16740
28328,99999
28339,22180
28792,99999
28792,11700
29047,17900
29047,36700
28642,49180
28642,35900
28457,48900
28501,35100
28501,99999
28501,28820
28377,31300
28377,22180
28396,29900
28512,33980
29130,17900
29582,34820
29642,24860
29360,24860
29369,43900
29209,17900
29163,36700
29240,17900
29666,17900
29666,24940
29682,24860
29653,99999
29653,24940
29466,16700
29945,99999
29945,25940
30168,12060
30108,12060
30241,12060
30241,29300
30097,12060
30328,12060
30733,15660
30733,40660
30736,19140
30736,16860
30731,16860
30731,44900
31066,31420
31075,20140
31068,11140
31068,99999
31093,47580
30453,47080
30453,99999
31008,47580
31008,31420
30545,99999
30576,99999
31322,42340
32202,27260
31811,17980
31602,46660
31546,27700
31569,41220
31525,15260
32110,19660
32083,99999
31780,99999
31780,11140
32211,27260
32350,99999
32340,99999
32254,27260
33065,33100
32608,23540
32609,99999
32609,23540
32626,23540
32618,23540
32570,37860
32536,18880
32744,19660
33076,33100
33090,33100
34974,36380
34974,42700
34974,38940
34974,99999
33401,33100
33167,33100
33306,33100
33265,33100
32819,36740
33702,45300
33760,45300
33682,45300
33733,45300
33840,29460
33625,45300
32940,37340
32909,37340
33782,45300
33558,45300
33603,45300
33601,45300
33907,15980
33936,15980
33936,17500
33947,39460
34654,45300
34609,45300
34114,34940
34221,35840
35802,26620
35747,10700
35756,26620
35903,13820
35903,23460
35903,99999
35201,13820
35206,13820
35214,13820
35172,13820
35958,42460
35593,99999
36116,33860
36251,99999
38868,99999
38868,46180
38930,24900
36521,33660
36575,33660
36547,19300
39096,99999
39183,46980
39641,32620
39641,15020
39641,99999
37073,34980
39189,99999
38001,27180
37738,42940
37687,27740
37216,34980
25413,25180
25428,25180
25515,38580
26288,99999
26338,99999
24925,99999
24747,14140
24984,99999
25301,16620
25154,16620
24945,99999
38175,32820
38558,18900
38563,34980
26541,34060
26377,99999
26570,21900
26570,34060
26619,99999
26678,99999
41063,17140
42050,99999
41564,99999
40437,19220
40437,99999
40460,99999
40241,31140
40108,21060
38257,32280
38257,46460
40025,31140
41311,99999
40372,99999
40372,23180
42211,99999
42211,17300
42151,99999
44022,17460
44053,17460
43521,45780
43521,99999
43435,23380
43410,45660
43410,23380
43623,45780
43946,99999
44445,41400
44491,10420
44491,17460
44491,49660
44626,35420
44626,15940
44473,49660
44637,18740
44637,99999
44609,41400
44609,49660
44449,10420
44449,49660
45804,30620
44905,31900
45812,99999
45812,30620
43068,18140
43107,18140
45236,17140
45220,17140
43343,13340
43343,46500
43343,43380
43793,99999
43777,99999
43777,49780
43777,18140
43802,49780
43213,18140
45065,17140
45067,17140
45769,99999
46312,16980
46325,16980
46383,33140
46383,16980
46374,99999
46374,16980
46032,26900
46013,26900
46767,99999
46767,21140
46767,47700
46767,28340
46761,99999
46761,11420
46845,23060
47620,21780
47802,45460
47597,47180
47462,13260
47462,99999
47462,14020
47150,31140
47203,18020
47123,99999
47025,17140
47006,24700
47006,17140
47006,99999
47992,29200
47992,99999
47949,99999
47949,18820
47380,99999
47359,99999
47334,34620
47334,35220
47368,34620
47368,99999
48342,19820
48376,19820
48505,22420
48529,22420
48154,19820
48183,19820
48188,19820
48104,11460
48124,19820
48150,19820
48208,19820
48762,10980
48762,99999
48820,29620
48881,24340
48862,10940
49015,12980
49015,28020
49345,24340
49336,99999
49336,13660
49336,24340
49426,26090
49426,24340
50251,36820
50251,19780
50223,11180
50574,99999
50055,19780
50055,11180
50055,32260
49660,31220
49660,99999
49646,45900
49630,45900
49707,10980
49707,99999
49621,45900
49503,24340
49504,24340
49834,27020
49745,99999
51241,99999
52640,99999
52640,15460
57382,99999
57382,26700
57375,99999
57375,33580
57471,99999
57471,10100
57246,99999
57521,99999
57362,99999
52402,16300
52255,17540
52255,99999
52501,36820
52501,99999
52501,36900
52324,16300
57014,46820
57014,43620
52064,17540
52064,99999
52134,99999
52201,99999
52201,26980
57785,39660
57785,43940
68066,36540
68050,36540
53019,22540
53185,39540
53185,33340
69132,35820
68424,13100
68424,99999
68516,30700
53140,16980
53147,48580
68723,99999
68770,43580
68822,99999
53508,31540
54541,99999
54563,99999
54530,99999
54880,20260
54875,99999
54414,43020
54414,99999
54414,48140
53955,31540
53572,31540
53577,12660
54636,29100
54175,24580
55005,33460
55424,33460
55746,24330
55746,20260
55763,20260
55784,24330
55939,40340
55382,33460
55382,99999
55382,41060
55110,33460
55077,33460
55119,33460
55304,33460
56062,31860
56062,99999
56062,35580
56039,99999
56039,21860
58401,27420
58573,99999
58436,99999
58549,99999
58654,99999
58602,19860
58068,99999
58068,22020
56732,99999
58060,99999
58060,47420
56425,14660
56229,99999
56229,32140
56230,99999
56113,99999
56113,32140
58759,33500
58759,99999
60418,16980
58853,48780
56547,22020
56678,13420
56678,99999
56626,14660
60511,16980
61705,14010
61764,38700
61740,37900
61740,38700
61820,16580
61729,37900
61729,14010
62075,99999
62075,45380
62217,99999
62223,41180
62226,41180
62082,99999
62082,41180
62082,27300
62097,41180
61536,37900
61455,31380
60560,16980
60941,99999
60941,28100
60521,16980
60523,16980
61876,99999
61876,19180
61440,31380
61440,99999
61261,44580
62311,22800
62311,39500
62311,99999
62293,41180
62363,27300
62363,99999
62340,99999
60035,16980
60043,16980
60030,16980
60050,16980
60115,16980
62703,44100
62685,41180
62691,99999
62814,34500
62814,99999
62806,99999
62830,34500
62830,16460
62688,44100
62544,99999
62544,19500
60085,16980
60096,16980
62907,16060
62907,99999
60181,16980
60159,16980
61072,40420
61081,19940
61081,44580
61108,40420
61070,23300
63115,41180
63121,41180
63023,41180
63023,99999
60637,16980
60646,16980
63135,41180
64116,28140
64120,28140
64124,28140
64844,27900
64108,28140
63557,28860
63557,99999
63540,28860
63330,99999
63345,33020
64485,41140
64635,99999
64676,99999
64642,99999
63847,28380
63932,38740
65026,27620
65026,99999
65051,27620
66046,29940
66608,45820
65762,99999
65810,44180
66025,29940
66025,28140
66027,28140
65613,44180
65332,47660
65332,42740
66224,28140
66441,31740
66441,99999
66432,45820
66432,99999
66432,31740
66411,31740
66411,99999
67037,48620
66830,21380
67072,48620
67072,49060
70127,35380
70373,26380
70438,35380
70438,14220
70438,25220
70526,29180
70577,36660
70070,35380
67732,99999
70772,12940
71753,20980
71753,31620
71861,31620
71861,99999
72211,30780
71603,38220
71603,30780
71225,99999
71225,33740
70811,12940
71016,35060
71016,99999
71301,10780
71303,10780
72315,14180
73072,36420
73059,99999
73059,36420
73098,99999
72730,22220
72734,22220
72653,99999
72653,34260
72658,34260
72662,25460
72662,99999
73109,36420
73572,30020
73542,99999
75025,19100
75002,19100
74936,22900
74880,99999
74880,46140
74159,46140
75045,19100
75207,19100
75134,19100
75075,19100
75147,99999
75147,19100
75147,11980
75643,99999
75672,30980
75672,99999
75683,30980
75683,99999
76201,19100
76227,19100
75751,11980
75751,37300
75754,99999
75766,27380
75778,11980
75778,99999
76132,19100
75979,99999
75946,30980
75946,34860
76270,19100
76270,99999
77083,26420
76689,47380
76689,99999
76689,28660
76442,15220
76442,99999
76448,99999
76629,47380
76629,17780
77243,26420
77263,26420
77336,26420
77223,26420
77017,26420
77388,26420
78404,18580
77904,47020
77541,26420
77534,26420
78521,15180
78118,41700
78118,99999
78208,41700
78244,41700
78116,99999
76571,12420
76571,28660
78230,41700
76882,99999
76906,41660
79323,99999
78861,41700
79036,14420
79036,11100
79036,20300
78841,19620
78664,12420
79423,31180
79413,31180
79932,21340
79903,21340
80004,19740
79911,21340
80479,44460
80741,22820
80741,24540
80741,99999
80741,44540
80750,22820
80120,19740
80030,19740
80526,22660
80218,19740
80135,19740
80135,17820
80922,17820
85051,38060
85212,38060
85012,38060
81647,24060
81521,24300
81635,24300
81635,24060
81610,18780
81435,99999
82633,99999
86001,22380
87022,10740
85716,46060
85345,38060
86333,39150
85541,37740
85539,38060
85539,37740
87123,10740
87117,10740
84633,39340
84662,99999
84096,41620
84080,41620
88118,17580
88118,38780
89016,29820
89419,99999
89118,29820
89122,29820
89511,39900
89447,22280
89703,16180
89703,39900
90840,31080
91303,31080
91307,37100
91307,31080
91326,31080
90623,31080
90716,31080
90404,31080
93205,12540
93101,42200
93116,42200
93730,23420
93706,23420
93380,12540
95330,44700
95337,44700
92394,40140
92596,40140
92307,40140
92285,40140
92320,40140
92088,41740
92242,40140
94028,41860
94028,41940
91773,31080
91755,31080
91789,31080
92886,31080
92842,31080
92629,31080
94114,41860
94510,46700
95054,41940
95002,41940
94133,41860
94124,41860
95991,49700
94503,46700
94503,34900
96061,39780
94574,34900
94574,42220
95726,40900
95212,44700
96112,99999
95609,40900
59041,13740
59063,13740
83611,99999
83629,14260
59802,33540
59403,24500
83350,15420
83210,13940
83212,38540
97603,28900
98033,42660
97411,18300
97426,21660
97450,18300
97450,15060
97225,38900
97846,99999
83824,99999
83824,34140
98074,42660
98558,42660
98626,31020
98331,99999
98331,38820
98133,42660
98513,36500
98252,42660
98260,36020
98812,48300
98812,21260
98812,99999
99204,44060
99216,44060
99224,44060
99022,44060
99016,44060
00970,41980
01503,49340
01503,14460
01534,49340
01749,49340
01749,14460
01863,14460
02454,14460
02562,12700
03782,18180
03782,30100
03765,30100
03837,29060
04109,38860
04212,30340
04543,99999
04961,99999
05455,15540
05666,12740
05742,40860
10986,35620
12775,99999
13144,45060
13744,13780
16639,27780
16639,20180
17581,29540
17760,30820
17859,14100
20090,47900
20889,47900
20177,47900
22624,49020
23130,47260
23255,40060
23417,99999
23845,99999
23894,40060
23894,99999
28454,48900
28454,27340
30031,12060
31156,12060
31010,18380
31205,31420
32139,37260
31796,18380
31796,10500
32627,23540
32616,23540
33956,15980
38603,99999
38725,17380
25511,26580
26562,34060
26562,21900
26562,99999
41722,99999
40140,21060
40140,99999
41352,99999
42753,99999
43464,23380
43464,41780
42729,14540
42729,99999
44653,35420
45897,22300
45628,17060
45788,31930
46175,45460
46175,18820
46175,26900
47619,27540
47619,99999
47619,21780
47527,99999
47527,27540
47342,34620
47342,26900
47342,31980
48074,19820
50256,36820
50256,37800
50214,19780
50214,37800
50857,99999
50006,99999
52224,99999
52224,16300
52077,99999
53008,33340
68532,30700
54835,99999
54810,99999
54670,99999
55390,33460
55029,33460
58418,99999
58530,13900
58530,99999
58440,99999
58643,99999
58061,47420
56561,22020
62634,30660
62438,99999
62943,99999
62943,16060
62943,37140
60161,16980
64077,28140
65783,44180
65205,17860
67402,41460
67622,99999
67529,99999
67629,99999
70744,12940
71859,99999
71859,26260
72419,27860
72419,14180
72459,99999
72459,12900
72436,37500
72436,99999
72679,40780
72679,99999
72527,12900
72838,99999
72838,40780
73855,99999
73547,99999
76852,99999
79230,99999
78675,23240
79997,21340
81039,99999
81039,39380
82084,29660
82433,99999
82832,99999
82832,43260
85372,38060
87326,23700
84112,41620
87936,29740
87823,99999
89411,23820
90251,31080
95015,41940
95968,17020
95226,99999
59015,99999
59015,13740
97473,40700
98129,42660
98228,13380
99031,44060
03282,30100
04442,99999
05355,99999
07802,35620
08214,36140
10517,35620
10551,35620
12473,99999
12821,24020
16881,20180
17776,48700
23161,40060
27869,40260
27869,99999
27980,99999
27980,21020
30085,12060
30619,12020
32614,23540
33092,33100
33949,39460
40953,30940
44099,11780
44099,17460
43972,48540
46376,16980
47131,31140
50050,16140
50050,99999
51467,99999
51467,16140
57567,99999
57773,99999
68856,99999
56029,10660
58487,99999
58046,99999
58046,22020
58210,99999
56448,14660
56157,32140
58762,33500
58762,99999
61702,14010
60121,16980
60109,16980
63463,25300
65788,48460
66843,99999
66843,21380
67057,99999
67839,99999
67839,23780
72145,42620
72214,30780
71466,10780
70874,12940
73736,21420
74458,46140
77269,26420
78614,99999
80861,99999
84739,99999
87418,22140
92030,41740
92368,40140
95955,99999
59050,99999
59832,99999
83255,26820
83255,99999
97110,11820
97874,99999
02839,39300
04685,99999
10129,35620
12177,11220
12751,99999
15415,38300
16621,26500
30154,12060
25206,16620
25718,26580
25534,26580
25534,16620
24733,14140
40914,99999
40914,30940
42634,99999
45863,46780
49961,26340
49947,99999
68422,13100
55012,33460
58565,99999
58345,99999
58311,99999
61720,14010
61720,99999
66419,45820
72005,99999
71401,99999
78299,41700
81030,99999
84001,99999
88002,29740
87417,22140
83462,99999
97867,29260
97867,99999
99612,99999
02802,39300
03817,99999
05833,99999
06793,45860
08555,35620
13693,48060
19536,39740
21865,41540
23630,47260
29901,25940
33858,29460
35808,26620
39603,15020
25059,13220
25059,99999
25059,16620
38231,99999
38231,37540
41554,99999
45041,17140
50262,99999
50557,22700
68379,99999
56518,22260
62098,99999
62651,27300
64168,28140
66735,38260
72951,22900
72951,99999
78283,41700
87746,29780
87746,99999
96807,46520
83542,99999
00958,41980
01842,14460
01965,14460
36102,33860
26152,37620
26152,99999
47866,45460
49963,26340
51008,99999
51433,16140
51433,99999
69020,99999
55780,20260
62352,99999
64849,27900
63543,99999
73019,36420
88033,29740
92341,40140
92825,31080
96041,99999
83232,30860
04359,12300
27117,49180
37024,34980
42204,99999
57763,99999
68068,36540
69039,99999
69039,35820
66527,99999
67836,99999
67850,99999
70659,22860
80151,19740
94850,41860
10914,39100
41669,99999
41739,99999
40510,30460
47728,21780
50027,99999
50027,36820
50524,22700
50524,99999
64745,28140
66517,31740
76474,99999
76474,15220
80474,19740
96812,46520
02652,12700
10103,35620
20848,47900
50657,47940
52767,19340
58402,27420
92267,40140
95978,17020
59244,99999
97712,13460
11739,35620
15693,38300
22108,47900
79953,21340
82715,23940
84085,46860
93673,47300
71497,35060
80294,19740
95443,17340
94557,41860
20862,47900
75564,99999
85001,38060
21721,25180
34992,38940
57439,10100
29632,24860
25836,13220
05050,99999
20140,47900
04094,38860
36901,99999
43974,99999
52166,99999
58262,99999
71471,99999
87724,99999
02823,39300
25723,26580
42130,23980
82630,16220
84732,99999
08246,36140
12976,31660
55613,99999
05901,99999
20398,47900
71952,99999
28281,16740
81019,39380
83867,99999
59338,99999
79770,37780
83277,13940
04683,99999
94575,41860
31998,17980
62762,44100
15455,38300
36082,45980
04669,99999
41310,99999
42124,23980
87736,29780
23668,47260
20070,47900
50839,99999
80533,14500
05501,14460
14647,40380
71661,99999
21270,12580
63882,99999
17833,42780
97906,36620
72441,99999
08603,45940
02801,39300
60082,16980
24813,99999
42163,14540
05466,15540
15502,43740
74830,99999
38542,18260
99164,39420
01655,49340
19735,37980
20221,47900
32664,36100
61799,14010
79780,37780
55745,24330
20500,47900
72340,22620
99637,99999
06041,25540
17312,49620
38578,18900
31083,99999
24878,99999
83441,39940
16263,38300
30806,12260
76628,99999
73746,99999
72677,99999
20241,47900
87583,29780
47618,21780
99561,99999
99771,99999
83281,38540
98920,49420
46379,16980
14461,40380
89314,99999
45838,46780
43077,18140
69353,42420
27584,25780
76191,19100
45720,99999
21852,41540
54641,99999
91771,31080
20242,47900
73436,11620
29217,17900
33593,45300
49666,45900
20557,47900
75434,37580
85530,40940
04738,99999
99660,99999
41061,17140
42356,36980
71080,99999
66630,45820
60037,16980
95364,43760
29656,24860
44033,17460
47463,14020
47747,21780
02337,14460
30138,16340
39753,18060
21781,25180
39852,12460
72457,99999
45336,43380
32775,37340
29319,43900
70787,12940
84729,99999
13252,45060
71677,99999
72735,22220
79742,99999
65217,17860
39210,27140
43346,99999
14778,36460
14863,99999
60944,28100
72636,99999
19430,37980
89496,21980
08218,36140
06876,14860
28350,38240
93429,42200
56341,10820
14639,40380
89152,29820
35767,26620
16939,99999
08342,12100
17127,25420
60569,16980
71474,22860
24513,31340
77464,26420
30623,12060
55601,20260
00623,41900
00623,32420
00725,41980
00783,41980
00959,41980
00965,41980
00986,41980
00985,41980
01050,44140
01105,44140
01262,38340
01508,49340
01746,14460
01803,14460
01841,14460
01840,14460
01984,14460
02125,14460
02130,14460
02143,14460
02838,39300
02874,39300
02901,39300
03044,14460
03105,31700
03076,14460
03076,31700
03234,14460
03234,18180
03811,14460
03781,30100
03470,28300
03461,28300
03848,14460
04032,38860
04496,99999
04538,99999
05403,15540
05356,99999
05620,12740
05822,99999
06019,25540
06103,25540
06089,25540
06107,25540
06110,25540
06269,25540
06279,49340
06279,25540
06377,49340
06606,14860
06516,35300
06515,35300
06824,14860
07035,35620
07044,35620
07093,35620
07105,35620
07436,35620
07401,35620
07311,35620
07504,35620
07509,35620
07747,35620
07871,35620
07930,35620
08251,36140
08530,45940
08530,35620
10003,35620
10029,35620
10303,35620
10302,35620
10454,35620
10470,35620
11221,35620
11238,35620
11420,35620
11782,35620
11784,35620
11948,35620
11968,35620
11963,35620
10533,35620
10542,35620
10552,35620
10594,35620
10962,35620
10928,39100
10990,39100
10993,35620
12094,24020
12094,10580
12082,10580
12198,10580
12421,99999
12468,99999
12307,10580
12570,39100
12809,24020
13143,12180
13143,40380
13211,45060
13495,46540
13661,45060
13661,48060
13616,48060
13843,99999
13843,36580
14024,99999
14026,15380
13905,13780
14011,99999
14011,12860
14103,40380
14103,12860
14103,15380
14304,15380
15009,38300
14882,27060
14882,12180
14867,99999
14867,21300
14867,27060
15045,38300
15142,38300
15202,38300
15551,43740
15661,38300
15851,99999
15851,20180
16131,32740
16239,99999
16420,32740
16420,47620
16726,14620
16731,14620
16673,99999
16673,11020
16921,99999
16929,99999
17055,49620
17055,25420
17860,44980
18078,10900
18059,10900
18102,10900
18301,20700
18411,42540
18354,20700
