zipcode,state,total_pop,avg_income
72704,AR,12640,74516.3
72712,AR,16650,448346.31
72714,AR,6130,72957.1
72715,AR,8160,71518.38
72717,AR,290,44386.21
72718,AR,1900,125993.68
72719,AR,6320,77249.05
72721,AR,130,44938.46
72722,AR,1200,50750.83
72727,AR,2590,51608.11
72730,AR,4340,64617.05
72732,AR,2000,64306.0
72734,AR,3280,53472.87
72736,AR,2720,64335.29
72738,AR,1020,59623.53
72739,AR,220,54718.18
72740,AR,3920,46334.69
72742,AR,220,37940.91
72744,AR,2080,44837.02
72745,AR,5740,61519.16
72751,AR,3360,59425.3
72752,AR,120,30608.33
72753,AR,4290,58451.52
72756,AR,17870,57308.17
72758,AR,18990,101741.92
72760,AR,110,35372.73
72761,AR,9450,52757.67
72762,AR,17850,73176.64
72764,AR,23680,47815.96
72768,AR,440,40636.36
72769,AR,400,49342.5
72773,AR,430,44644.19
72774,AR,2770,54570.4
72776,AR,210,38128.57
72801,AR,6280,43098.09
72802,AR,9130,65340.64
72821,AR,600,40333.33
72823,AR,2510,46472.11
72824,AR,580,37532.76
72830,AR,5860,44531.74
72832,AR,320,35646.88
72833,AR,1780,42632.58
72834,AR,4010,46708.98
72835,AR,330,44193.94
72837,AR,3150,55273.65
72839,AR,100,48240.0
72840,AR,750,37261.33
72842,AR,480,39475.0
72843,AR,810,49314.81
72845,AR,470,50782.98
72846,AR,1480,49288.51
72847,AR,1030,50517.48
72851,AR,280,45010.71
72852,AR,100,39740.0
72853,AR,680,41167.65
72854,AR,220,46554.55
72855,AR,2320,44243.97
72856,AR,160,35731.25
72857,AR,440,41470.45
72858,AR,1470,53719.73
72860,AR,150,41953.33
72863,AR,680,48908.82
72865,AR,450,46162.22
72901,AR,7980,42694.61
72903,AR,10680,73236.42
72904,AR,8410,29820.1
72908,AR,6020,59853.49
72916,AR,4250,89387.53
72921,AR,5510,56166.97
72923,AR,1930,42194.3
72926,AR,170,35270.59
72927,AR,3080,41762.01
72928,AR,270,39500.0
72930,AR,200,44040.0
72932,AR,600,44823.33
72933,AR,1870,56105.88
72934,AR,290,43713.79
72936,AR,6160,60597.24
72937,AR,1370,48463.5
72938,AR,430,43139.53
72940,AR,880,50660.23
72941,AR,2150,56601.86
72943,AR,960,41097.92
72944,AR,1030,49578.64
72946,AR,1290,49066.67
72947,AR,1400,46350.0
72948,AR,150,46460.0
72949,AR,3660,48277.05
72950,AR,130,50607.69
72951,AR,410,45675.61
72952,AR,960,52484.38
72955,AR,180,37938.89
72956,AR,13360,48349.93
72958,AR,2560,39321.48
72959,AR,1080,44525.0
99999,AR,37910,72502.27
0,AZ,3048730,69997.43
85003,AZ,4150,87024.1
85004,AZ,3730,83022.25
85006,AZ,9680,42771.8
85007,AZ,5480,54350.55
85008,AZ,23660,38386.56
85009,AZ,16070,30201.8
85012,AZ,4060,119718.97
85013,AZ,10410,76062.34
85014,AZ,12460,70285.71
85015,AZ,15950,38640.88
85016,AZ,19130,111852.64
85017,AZ,13890,29001.15
85018,AZ,17800,176185.67
85019,AZ,10480,32572.61
85020,AZ,16340,81078.4
85021,AZ,16580,68366.34
85022,AZ,23660,64638.8
85023,AZ,15500,64926.32
85024,AZ,12670,67779.24
85027,AZ,18430,53099.13
85028,AZ,10450,114779.71
85029,AZ,19880,43146.78
85031,AZ,11690,31146.62
85032,AZ,31070,56899.87
85033,AZ,21670,31485.93
85034,AZ,2200,43100.45
85035,AZ,19460,31103.29
85037,AZ,20740,38785.49
85040,AZ,12730,35805.26
85041,AZ,25330,41982.2
85042,AZ,19400,51588.61
85043,AZ,13430,40919.21
85044,AZ,20470,83605.72
85045,AZ,3590,124770.2
85048,AZ,16640,115523.26
85050,AZ,14710,111389.4
85051,AZ,18690,37564.47
85053,AZ,13810,46801.52
85054,AZ,4270,99594.61
85083,AZ,8730,108916.04
85085,AZ,12310,96352.56
85086,AZ,18220,93551.48
85087,AZ,4250,87325.88
85118,AZ,5620,89617.62
85119,AZ,8910,55658.47
85120,AZ,11840,41047.04
85122,AZ,21460,47569.34
85128,AZ,5670,44192.06
85131,AZ,4310,45241.76
85132,AZ,8990,53023.8
85137,AZ,810,50954.32
85138,AZ,17910,57537.69
85139,AZ,7650,49952.29
85140,AZ,16850,63256.08
85142,AZ,30450,83256.22
85143,AZ,16050,52666.42
85145,AZ,1030,54485.44
85172,AZ,700,42037.14
85173,AZ,1000,42085.0
85192,AZ,450,50215.56
85193,AZ,1330,41336.09
85194,AZ,2640,71006.44
85201,AZ,20800,40608.41
85202,AZ,18880,48382.42
85203,AZ,15490,57699.23
85204,AZ,26080,43356.71
85205,AZ,19300,64753.32
85206,AZ,15920,56166.27
85207,AZ,21800,91005.41
85208,AZ,15100,47062.72
85209,AZ,18850,63557.35
85210,AZ,17340,42357.73
85212,AZ,18370,80631.41
85213,AZ,14940,86708.77
85215,AZ,7960,85576.38
85224,AZ,22820,67370.95
85225,AZ,33100,55838.79
85226,AZ,20070,82560.74
85233,AZ,18580,75256.67
85234,AZ,22460,84767.5
85248,AZ,17740,115062.18
85249,AZ,19590,122022.87
85250,AZ,9200,95728.37
85251,AZ,21160,100961.86
85253,AZ,8150,594211.29
85254,AZ,22960,123948.0
85255,AZ,21500,257398.56
85256,AZ,2110,42456.87
85257,AZ,15350,64292.77
85258,AZ,12800,155878.44
85259,AZ,10840,197002.77
85260,AZ,19570,133132.29
85262,AZ,5970,366488.11
85263,AZ,1320,154156.82
85264,AZ,620,82798.39
85266,AZ,5460,226471.61
85268,AZ,11510,118040.66
85281,AZ,23670,44694.89
85282,AZ,25440,55411.12
85283,AZ,22120,60129.52
85284,AZ,9800,152330.51
85286,AZ,20320,104701.97
85295,AZ,21430,85781.66
85296,AZ,21360,86345.74
85297,AZ,13770,103423.31
85298,AZ,16120,114439.39
85301,AZ,23250,30837.12
85302,AZ,17880,43505.31
85303,AZ,13840,40933.89
85304,AZ,12470,56515.08
85305,AZ,6190,57391.76
85306,AZ,11270,52372.14
85307,AZ,4260,47349.3
85308,AZ,31170,70556.88
85309,AZ,450,23137.78
85310,AZ,9360,93988.25
85321,AZ,1280,39122.66
85322,AZ,260,46315.38
85323,AZ,17970,42216.92
85324,AZ,1180,43808.47
85326,AZ,26570,50066.09
85331,AZ,14130,128954.35
85333,AZ,170,35029.41
85335,AZ,14300,40755.31
85337,AZ,930,36443.01
85338,AZ,25190,65578.25
85339,AZ,19910,54037.37
85340,AZ,14370,87323.03
85342,AZ,590,52872.88
85344,AZ,4120,44171.6
85345,AZ,26340,44892.75
85347,AZ,140,121992.86
85348,AZ,670,41947.76
85350,AZ,7330,36264.39
85351,AZ,14640,50257.79
85353,AZ,17180,43542.49
85354,AZ,2700,45864.07
85355,AZ,5430,78269.8
85356,AZ,1340,50024.63
85361,AZ,2800,55392.14
85363,AZ,2920,37580.82
85364,AZ,28710,49071.89
85365,AZ,18940,60309.4
85367,AZ,7700,57674.68
85373,AZ,8660,60737.88
85374,AZ,18740,61896.37
85375,AZ,13930,71506.53
85379,AZ,19750,62648.3
85381,AZ,12540,66856.86
85382,AZ,19870,68362.51
85383,AZ,28140,113926.97
85387,AZ,6440,76482.92
85388,AZ,12410,62034.57
85390,AZ,3250,68748.0
85392,AZ,17160,54221.85
85395,AZ,14290,90027.29
85396,AZ,12000,85261.75
85501,AZ,3380,52439.64
85533,AZ,1060,56311.32
85534,AZ,870,52205.75
85539,AZ,1010,45151.49
85540,AZ,1530,71493.46
85541,AZ,9480,58553.16
85542,AZ,910,32204.4
85543,AZ,1370,55078.83
85544,AZ,1250,66328.0
85545,AZ,170,50570.59
85546,AZ,6230,51523.43
85552,AZ,2660,64475.19
85602,AZ,4020,49298.26
85603,AZ,2680,45467.91
85606,AZ,350,48362.86
85607,AZ,6730,31788.56
85610,AZ,400,45950.0
85611,AZ,360,61763.89
85613,AZ,1320,48416.67
85614,AZ,11690,70590.76
85615,AZ,3970,68949.62
85616,AZ,2120,47475.0
85617,AZ,390,44061.54
85621,AZ,8990,37856.73
85622,AZ,3520,83128.69
85623,AZ,2380,77740.34
85624,AZ,530,60718.87
85625,AZ,760,46917.11
85629,AZ,11990,67667.47
85630,AZ,930,58890.32
85631,AZ,1250,39991.2
85632,AZ,300,49796.67
85634,AZ,2140,35484.11
85635,AZ,15260,54124.12
85637,AZ,680,87064.71
85638,AZ,840,40567.86
85640,AZ,350,56254.29
85641,AZ,12000,84546.83
85643,AZ,2640,45727.27
85645,AZ,760,42376.32
85648,AZ,8450,45811.83
85650,AZ,6720,76831.55
85653,AZ,7340,58583.79
85658,AZ,6730,107032.24
85701,AZ,2620,65972.9
85704,AZ,16330,72481.63
85705,AZ,21100,31106.64
85706,AZ,21210,30431.12
85708,AZ,1190,50068.07
85710,AZ,26730,45581.97
85711,AZ,17840,45376.12
85712,AZ,14430,48670.69
85713,AZ,18420,34521.39
85714,AZ,5780,30600.52
85715,AZ,9270,81653.94
85716,AZ,14220,54043.46
85718,AZ,13820,167521.27
85719,AZ,15220,47563.4
85730,AZ,17840,45991.2
85735,AZ,4290,46183.45
85736,AZ,1450,39911.72
85737,AZ,11180,99785.51
85739,AZ,8730,85592.21
85741,AZ,15740,52613.28
85742,AZ,13760,74427.25
85743,AZ,13270,72456.82
85745,AZ,16690,63716.3
85746,AZ,17970,39523.59
85747,AZ,11610,73648.23
85748,AZ,9510,74587.59
85749,AZ,9250,128112.43
85750,AZ,12110,141123.29
85755,AZ,8150,133536.2
85756,AZ,13340,43157.8
85757,AZ,8610,45686.18
85901,AZ,6530,54372.43
85920,AZ,210,63861.9
85924,AZ,780,45688.46
85925,AZ,1530,54556.86
85928,AZ,520,57855.77
85929,AZ,3440,54119.48
85935,AZ,1980,69145.45
85936,AZ,1360,52510.29
85937,AZ,3040,52140.13
85938,AZ,950,52396.84
86001,AZ,13030,71543.36
86004,AZ,17360,62160.94
86022,AZ,750,37225.33
86024,AZ,300,73666.67
86025,AZ,2160,42941.2
86030,AZ,410,28985.37
86034,AZ,640,33000.0
86036,AZ,140,32071.43
86039,AZ,540,33642.59
86042,AZ,520,34276.92
86043,AZ,530,30275.47
86044,AZ,1160,35576.72
86045,AZ,4130,40836.8
86046,AZ,2770,51250.18
86047,AZ,4910,42312.22
86301,AZ,11520,70776.91
86303,AZ,8520,78118.78
86305,AZ,9190,111506.42
86314,AZ,17010,46567.25
86315,AZ,4420,73620.36
86321,AZ,880,70207.95
86322,AZ,5160,47780.62
86323,AZ,8330,51518.01
86324,AZ,2050,59578.05
86325,AZ,2520,63057.14
86326,AZ,11260,48933.75
86327,AZ,5200,56051.15
86332,AZ,640,46587.5
86333,AZ,2220,40421.62
86334,AZ,1840,44734.78
86335,AZ,1910,44696.34
86336,AZ,5380,104884.01
86351,AZ,3050,96114.75
86401,AZ,10740,57168.06
86403,AZ,7530,52849.54
86404,AZ,7580,60042.22
86406,AZ,10640,64704.7
86409,AZ,10260,43228.95
86413,AZ,3500,38385.14
86426,AZ,6200,48346.45
86429,AZ,3210,53524.92
86434,AZ,530,38384.91
86436,AZ,710,42273.24
86440,AZ,2610,45688.12
86441,AZ,530,31916.98
86442,AZ,13030,39415.2
86444,AZ,430,45311.63
86445,AZ,110,44145.45
86514,AZ,930,37677.42
86547,AZ,260,34642.31
99999,AZ,149290,54504.53
0,CA,17908370,91882.26
90001,CA,22030,31464.5
90002,CA,20590,31129.97
90003,CA,27900,29523.84
90004,CA,27950,78129.19
90005,CA,16480,57427.0
90006,CA,23220,33487.77
90007,CA,12680,33289.83
90008,CA,15050,57965.32
90010,CA,2740,183837.23
90011,CA,39030,29683.99
90012,CA,12150,64003.21
90013,CA,4510,93825.94
90014,CA,3990,86764.16
90015,CA,10480,79328.24
90016,CA,22690,48436.8
90017,CA,10180,79622.3
90018,CA,22060,41419.36
90019,CA,29540,60880.64
90020,CA,18430,73886.22
90021,CA,1360,116761.76
90022,CA,27790,36185.93
90023,CA,18230,34481.68
90024,CA,15460,371351.94
90025,CA,26220,250550.53
90026,CA,31720,60289.82
90027,CA,24080,98043.15
90028,CA,15680,54784.82
90029,CA,16720,42611.42
90031,CA,16630,42039.99
90032,CA,19690,47475.88
90033,CA,18060,34443.8
90034,CA,31260,82060.3
90035,CA,14050,121366.69
90036,CA,20220,128747.82
90037,CA,24710,30125.9
90038,CA,13250,52137.74
90039,CA,15090,95443.47
90040,CA,5730,62920.24
90041,CA,13100,78367.02
90042,CA,27780,57925.31
90043,CA,21440,54432.56
90044,CA,37560,32172.6
90045,CA,18590,122350.83
90046,CA,27450,119942.3
90047,CA,24200,43007.69
90048,CA,12580,161999.68
90049,CA,18680,441899.04
90056,CA,4700,106391.91
90057,CA,15940,33417.5
90058,CA,1470,153178.23
90059,CA,17200,32783.43
90061,CA,11760,34465.65
90062,CA,14710,36496.26
90063,CA,21300,37522.68
90064,CA,14940,249619.08
90065,CA,21630,67599.49
90066,CA,28500,111595.72
90067,CA,3630,1041390.08
90068,CA,12060,136787.4
90069,CA,13290,232191.87
90077,CA,3990,726570.18
90094,CA,5090,180592.93
90201,CA,39430,34071.9
90210,CA,9290,768937.46
90211,CA,5600,323408.75
90212,CA,7300,425451.37
90220,CA,22200,39158.42
90221,CA,22230,35833.42
90222,CA,13250,35372.3
90230,CA,16090,104593.54
90232,CA,8830,112239.3
90240,CA,12350,69817.57
90241,CA,21120,57736.55
90242,CA,19850,50846.45
90245,CA,9820,139429.84
90247,CA,23310,47008.02
90248,CA,5620,66947.15
90249,CA,13620,52832.6
90250,CA,44350,51503.52
90254,CA,10540,238866.98
90255,CA,30440,34838.34
90260,CA,15950,48184.01
90262,CA,28520,37000.53
90265,CA,6330,290241.07
90266,CA,17060,344501.52
90270,CA,10760,35191.26
90272,CA,10630,563789.18
90274,CA,12820,327125.74
90275,CA,19650,184868.45
90277,CA,19300,142540.36
90278,CA,20160,121162.1
90280,CA,40880,39424.71
90290,CA,2980,172295.3
90291,CA,14190,158194.43
90292,CA,14270,172249.82
90293,CA,7210,126339.11
90301,CA,16620,39468.59
90302,CA,13860,46249.71
90303,CA,11460,40060.3
90304,CA,11530,37515.0
90305,CA,7940,60298.87
90401,CA,4620,217762.77
90402,CA,5400,600999.26
90403,CA,14250,168350.67
90404,CA,11260,99011.28
90405,CA,15230,162910.64
90501,CA,20760,67029.72
90502,CA,8870,62933.48
90503,CA,21500,106163.63
90504,CA,16720,74727.99
90505,CA,17780,107836.16
90601,CA,15680,68025.06
90602,CA,11080,56428.25
90603,CA,9920,85622.28
90604,CA,18640,58766.15
90605,CA,18990,60597.79
90606,CA,15070,48910.02
90620,CA,22600,63477.26
90621,CA,16830,54337.02
90623,CA,7750,86638.19
90630,CA,24230,83198.56
90631,CA,32480,70646.43
90638,CA,22380,71871.36
90640,CA,29250,50553.88
90650,CA,47720,48276.51
90660,CA,29630,47005.77
90670,CA,8340,72200.12
90680,CA,13770,44989.32
90701,CA,7720,52757.12
90703,CA,24960,89977.6
90706,CA,35260,49116.62
90710,CA,12060,58349.67
90712,CA,15920,75089.82
90713,CA,14350,78781.95
90715,CA,9970,53264.09
90716,CA,6130,36660.03
90717,CA,10650,64667.51
90720,CA,11080,125685.29
90723,CA,24250,39721.03
90731,CA,26350,60570.09
90732,CA,10510,96971.84
90740,CA,13660,111510.32
90744,CA,22470,42296.35
90745,CA,28690,54177.0
90746,CA,13840,63268.93
90755,CA,5890,82939.9
90802,CA,19960,67923.3
90803,CA,17920,139116.57
90804,CA,17930,47654.71
90805,CA,41280,41704.0
90806,CA,18340,44626.28
90807,CA,16600,88040.42
90808,CA,19710,97234.91
90810,CA,17170,45146.42
90813,CA,21290,33683.56
90814,CA,10130,90635.83
90815,CA,19570,95760.96
91001,CA,17570,109202.79
91006,CA,15100,122478.21
91007,CA,14830,101041.2
91008,CA,520,292838.46
91010,CA,12230,59405.31
91011,CA,9550,336982.09
91016,CA,19660,75950.51
91020,CA,3690,73573.71
91024,CA,5510,136542.47
91030,CA,12540,151184.37
91040,CA,9930,74045.02
91042,CA,12290,64088.85
91101,CA,10110,103917.21
91103,CA,12060,92423.71
91104,CA,16550,84450.76
91105,CA,6740,272382.94
91106,CA,11820,139236.13
91107,CA,16640,119224.88
91108,CA,6210,324575.2
91201,CA,10100,66211.68
91202,CA,10700,101566.36
91203,CA,7660,62855.09
91204,CA,7460,48660.72
91205,CA,16140,48092.07
91206,CA,15380,81171.91
91207,CA,4890,148449.28
91208,CA,7910,134358.91
91210,CA,170,201488.24
91214,CA,14390,107647.46
91301,CA,12180,151289.57
91302,CA,11970,331848.37
91303,CA,12590,46612.63
91304,CA,23440,66701.96
91306,CA,22080,52196.15
91307,CA,12040,108431.48
91311,CA,18970,95419.72
91316,CA,14340,152630.06
91320,CA,21410,115252.08
91321,CA,15470,68288.56
91324,CA,13980,70046.35
91325,CA,16150,72212.14
91326,CA,17320,116132.27
91331,CA,44050,38876.89
91335,CA,35020,48417.25
91340,CA,15380,41593.69
91342,CA,42910,51059.66
91343,CA,26570,52893.15
91344,CA,25450,81234.93
91345,CA,9220,52769.52
91350,CA,18920,95251.53
91351,CA,16330,61769.08
91352,CA,21290,49202.77
91354,CA,14880,110408.2
91355,CA,15690,109124.03
91356,CA,14280,131019.68
91360,CA,20550,96089.1
91361,CA,10330,250347.43
91362,CA,17980,174831.65
91364,CA,13630,181404.4
91367,CA,21170,123382.66
91377,CA,6710,143220.86
91381,CA,8900,138648.2
91384,CA,10900,82099.27
91387,CA,20100,84265.37
91390,CA,8960,102771.76
91401,CA,18230,68946.41
91402,CA,29390,37915.89
91403,CA,14080,170358.52
91405,CA,23370,41728.84
91406,CA,24650,56794.85
91411,CA,10950,64038.36
91423,CA,17270,149824.78
91436,CA,9490,576614.54
91501,CA,9990,80442.44
91502,CA,5570,63179.53
91504,CA,12670,86234.96
91505,CA,16900,98550.36
91506,CA,10220,85430.63
91601,CA,20430,55190.21
91602,CA,11250,103623.73
91604,CA,16050,156704.42
91605,CA,24950,41923.41
91606,CA,20460,44931.72
91607,CA,15520,90943.75
91701,CA,18870,77982.51
91702,CA,27360,50887.94
91706,CA,34520,40594.06
91708,CA,5220,75622.41
91709,CA,36600,90411.8
91710,CA,36800,62310.08
91711,CA,16160,117560.89
91722,CA,17550,52615.16
91723,CA,9390,56168.26
91724,CA,12960,73333.49
91730,CA,31260,59931.96
91731,CA,12000,40236.25
91732,CA,25940,38055.51
91733,CA,18300,36934.81
91737,CA,11350,102892.42
91739,CA,16830,98991.68
91740,CA,12890,66326.22
91741,CA,12660,111918.96
91744,CA,38040,40790.35
91745,CA,26430,69981.5
91746,CA,13830,44710.48
91748,CA,21770,62707.9
91750,CA,16680,97248.86
91752,CA,16140,58292.07
91754,CA,17860,64097.09
91755,CA,15550,46533.76
91761,CA,28370,54217.2
91762,CA,27870,47886.33
91763,CA,17280,44639.41
91764,CA,24210,43481.99
91765,CA,22530,91160.28
91766,CA,30110,44349.35
91767,CA,21900,46145.71
91768,CA,13590,42145.33
91770,CA,29090,43355.35
91773,CA,16640,88092.25
91775,CA,11260,86885.17
91776,CA,19450,44999.59
91780,CA,17140,67024.56
91784,CA,13190,119199.32
91786,CA,24590,55356.85
91789,CA,20900,109201.53
91790,CA,21740,53440.57
91791,CA,16040,73434.6
91792,CA,14260,53331.14
91801,CA,26250,57176.38
91803,CA,14960,55217.11
91901,CA,7740,96787.34
91902,CA,8730,90713.63
91905,CA,660,50709.09
91906,CA,1590,53761.01
91910,CA,39220,56436.97
91911,CA,42350,47273.08
91913,CA,23110,77717.65
91914,CA,7410,111135.09
91915,CA,13610,82667.6
91916,CA,880,89128.41
91917,CA,550,44298.18
91932,CA,12410,48284.29
91934,CA,260,42796.15
91935,CA,4410,107079.82
91941,CA,15970,90379.9
91942,CA,20250,65394.42
91945,CA,12860,49924.49
91950,CA,27540,39781.7
91962,CA,920,79681.52
91963,CA,620,37422.58
91977,CA,28270,53063.04
91978,CA,4720,60298.31
91980,CA,990,31591.92
92003,CA,2690,99571.75
92004,CA,1400,60876.43
92007,CA,5920,145952.36
92008,CA,14360,108080.99
92009,CA,20850,161652.04
92010,CA,8480,109254.83
92011,CA,11460,138880.8
92014,CA,7270,342837.83
92019,CA,20260,82371.52
92020,CA,25750,59625.32
92021,CA,30860,55933.25
92024,CA,24990,167326.93
92025,CA,21540,64146.8
92026,CA,24470,69985.45
92027,CA,25480,57851.1
92028,CA,22510,77352.24
92029,CA,9810,109939.25
92036,CA,1630,71331.9
92037,CA,18850,266873.85
92040,CA,20570,68560.48
92054,CA,18930,61983.89
92056,CA,26830,69433.62
92057,CA,27780,64606.37
92058,CA,16580,48951.87
92059,CA,880,81226.14
92061,CA,1480,83958.78
92064,CA,22680,121724.29
92065,CA,17160,80185.61
92066,CA,140,57914.29
92069,CA,21830,66569.63
92070,CA,590,60266.1
92071,CA,26780,72623.23
92075,CA,6850,221120.44
92078,CA,21780,99706.52
92081,CA,13870,76050.04
92082,CA,9420,83370.7
92083,CA,17840,47297.25
92084,CA,22390,64480.04
92086,CA,570,53970.18
92091,CA,650,329721.54
92101,CA,22060,106234.95
92102,CA,19800,45955.96
92103,CA,19580,112052.5
92104,CA,24730,68235.71
92105,CA,29760,37039.95
92106,CA,9620,154367.88
92107,CA,15210,94914.4
92108,CA,13240,85682.1
92109,CA,25290,93289.44
92110,CA,13240,81507.93
92111,CA,22580,63331.22
92113,CA,21570,33098.47
92114,CA,32220,45931.63
92115,CA,26110,54647.03
92116,CA,18580,76095.8
92117,CA,27210,76547.48
92118,CA,8020,177052.49
92119,CA,12130,85804.29
92120,CA,14970,94949.7
92121,CA,2550,164738.04
92122,CA,19200,101469.22
92123,CA,15140,75683.09
92124,CA,13410,89004.33
92126,CA,37370,71427.4
92127,CA,20020,177668.68
92128,CA,24370,108089.58
92129,CA,24100,113593.49
92130,CA,25390,221899.88
92131,CA,16720,156310.11
92139,CA,17470,50096.16
92154,CA,43900,47179.04
92173,CA,23520,34321.05
92201,CA,25200,44996.27
92203,CA,12970,75446.18
92210,CA,1840,232737.5
92211,CA,12560,89574.92
92220,CA,13960,52127.58
92223,CA,25010,66882.37
92225,CA,5380,45506.32
92227,CA,10560,53567.14
92230,CA,960,36284.38
92231,CA,23140,32323.6
92233,CA,1430,41116.78
92234,CA,22210,46928.28
92236,CA,17770,33255.43
92240,CA,15360,35837.57
92241,CA,2930,39050.51
92242,CA,370,36075.68
92243,CA,19700,48048.93
92249,CA,3000,41920.0
92250,CA,3280,56400.3
92251,CA,8780,62421.64
92252,CA,3100,47050.32
92253,CA,16600,94817.17
92254,CA,5680,27265.32
92256,CA,1440,47321.53
92257,CA,450,36131.11
92260,CA,14110,77878.81
92262,CA,11800,77455.08
92264,CA,9260,87538.77
92270,CA,8110,142301.85
92274,CA,7060,31157.93
92276,CA,3480,39635.63
92277,CA,8470,45216.88
92282,CA,410,42897.56
92283,CA,1010,30737.62
92284,CA,9400,49695.85
92285,CA,650,35220.0
92301,CA,12730,36022.78
92305,CA,280,68103.57
92307,CA,16610,58338.29
92308,CA,16300,56077.79
92309,CA,260,31565.38
92310,CA,2760,49526.81
92311,CA,12160,42805.76
92313,CA,6020,63095.18
92314,CA,3850,52186.49
92315,CA,3150,62765.71
92316,CA,14040,39744.37
92320,CA,4420,65420.81
92324,CA,25680,43459.42
92327,CA,200,36890.0
92328,CA,190,44031.58
92335,CA,40710,37222.87
92336,CA,44060,60947.71
92337,CA,17200,50123.78
92339,CA,510,66468.63
92342,CA,2740,65220.07
92344,CA,8950,59983.02
92345,CA,32860,44301.61
92346,CA,25670,68064.9
92347,CA,200,41505.0
92354,CA,10060,73703.68
92356,CA,1930,38703.63
92358,CA,370,55662.16
92359,CA,3930,56929.52
92363,CA,1740,43064.37
92365,CA,630,43279.37
92368,CA,280,41007.14
92371,CA,4070,49793.12
92372,CA,1990,56936.68
92373,CA,15860,107747.98
92374,CA,18390,68788.96
92376,CA,36590,38907.71
92377,CA,10420,55962.09
92392,CA,23650,45439.92
92394,CA,13220,41892.28
92395,CA,16980,46158.83
92397,CA,2440,79087.7
92399,CA,23870,69982.87
92401,CA,660,25265.15
92404,CA,24870,39681.7
92405,CA,12470,36628.39
92407,CA,26970,50754.02
92408,CA,5370,41608.94
92410,CA,18990,30930.23
92411,CA,10770,31801.3
92501,CA,9120,48708.55
92503,CA,38760,56749.82
92504,CA,23850,57477.57
92505,CA,21640,48329.99
92506,CA,20930,95848.26
92507,CA,22200,49742.84
92508,CA,15430,80500.45
92509,CA,33070,47009.56
92518,CA,460,88554.35
92530,CA,23060,49770.51
92532,CA,10840,66434.13
92536,CA,1400,59897.14
92539,CA,1460,44481.51
92543,CA,13450,35889.81
92544,CA,18570,51234.63
92545,CA,17020,47787.43
92548,CA,2630,38956.27
92551,CA,13910,42462.54
92553,CA,31210,37749.38
92555,CA,18390,57296.68
92557,CA,23190,49915.09
92561,CA,640,88720.31
92562,CA,27600,83166.3
92563,CA,29750,70240.67
92567,CA,4070,50657.0
92570,CA,21500,42662.56
92571,CA,23290,43184.07
92582,CA,7880,49134.26
92583,CA,12150,39620.0
92584,CA,22470,67780.73
92585,CA,9990,59913.01
92586,CA,9960,46794.48
92587,CA,7680,78402.08
92590,CA,2160,109661.11
92591,CA,18020,75615.04
92592,CA,33630,89508.18
92595,CA,15270,59901.05
92596,CA,12030,72127.1
92602,CA,12200,139019.43
92603,CA,8730,252694.27
92604,CA,12930,98930.09
92606,CA,10080,105331.75
92610,CA,5800,124722.76
92612,CA,12220,137057.77
92614,CA,12920,110623.92
92617,CA,3580,135174.86
92618,CA,21480,140875.65
92620,CA,25020,124312.75
92624,CA,3710,107337.74
92625,CA,6500,435079.69
92626,CA,25010,90694.72
92627,CA,29980,74953.14
92629,CA,14150,147331.94
92630,CA,32360,86797.56
92637,CA,9920,69132.16
92646,CA,28820,99979.81
92647,CA,29420,73972.3
92648,CA,24000,127891.88
92649,CA,17900,136160.5
92651,CA,11980,280764.27
92653,CA,14830,129528.86
92655,CA,3900,37940.26
92656,CA,25660,108045.13
92657,CA,4660,659125.54
92660,CA,17930,312820.64
92661,CA,1740,223604.6
92662,CA,1450,239410.34
92663,CA,10760,203797.12
92672,CA,18420,117078.01
92673,CA,13390,174633.23
92675,CA,17500,134284.57
92676,CA,1000,121156.0
92677,CA,32130,143797.2
92679,CA,14850,203369.16
